0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,261143,0,10,0,261153,31584,0,2,0,31586,-69,0,0,0,-69,-8,0,0,0,-8,3134,0,0,0,3134,380,0,0,0,380,254734,0,10,0,254744,30879,0,2,0,30881
2,Capital Goods,135845,402,0,0,136247,16430,48,0,0,16478,1155,0,0,0,1155,140,0,0,0,140,776,0,0,0,776,94,0,0,0,94,134467,402,0,0,134869,16300,48,0,0,16348
3,Chemicals,92854,0,0,0,92854,11230,0,0,0,11230,48,0,0,0,48,6,0,0,0,6,-126,0,0,0,-126,-15,0,0,0,-15,92805,0,0,0,92805,11250,0,0,0,11250
4,Construction,77000,623,2178,0,79801,9313,75,263,0,9651,326,0,0,0,326,39,0,0,0,39,1105,-18,0,0,1087,134,-2,0,0,132,80682,605,2178,0,83465,9780,73,264,0,10117
5,Construction Materials,77897,986,951,0,79834,9421,119,115,0,9655,385,0,0,0,385,47,0,0,0,47,283,0,0,0,283,34,0,0,0,34,77233,983,947,0,79163,9362,119,115,0,9596
6,Consumer Durables,149407,0,0,0,149407,18070,0,0,0,18070,-1111,0,0,0,-1111,-134,0,0,0,-134,-589,0,0,0,-589,-71,0,0,0,-71,147908,0,0,0,147908,17929,0,0,0,17929
7,Consumer Services,102991,419,495,0,103905,12456,51,60,0,12567,-89,0,0,0,-89,-11,0,0,0,-11,-58,0,0,0,-58,-7,0,0,0,-7,101126,419,495,0,102040,12258,51,60,0,12369
8,Diversified,2814,203,0,0,3017,340,25,0,0,365,-175,0,0,0,-175,-21,0,0,0,-21,4,0,0,0,4,0,0,0,0,0,2800,203,0,0,3003,339,25,0,0,364
9,Fast Moving Consumer Goods,323108,160,128,0,323396,39079,19,15,0,39113,109,0,0,0,109,13,0,0,0,13,662,-1,0,0,661,80,0,0,0,80,320226,160,128,0,320514,38817,19,15,0,38851
10,Financial Services,1494557,16327,6357,0,1517241,180761,1975,769,0,183505,-2263,323,244,0,-1696,-274,39,30,0,-205,2790,-40,-536,0,2214,338,-5,-65,0,268,1448187,16392,5820,0,1470399,175547,1987,705,0,178239
