0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","AUC as on October 15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 01-15, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","Net Investment October 16-31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022","AUC as on October 31, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,253196,0,11,0,253207,30732,0,2,0,30734,-690,0,0,0,-690,-84,0,0,0,-84,1477,0,0,0,1477,179,0,0,0,179,272857,0,10,0,272877,33116,0,2,0,33118
2,Capital Goods,119747,403,0,0,120150,14535,49,0,0,14584,309,0,0,0,309,37,0,0,0,37,525,0,0,0,525,64,0,0,0,64,125493,403,0,0,125896,15231,49,0,0,15280
3,Chemicals,102842,0,0,0,102842,12483,0,0,0,12483,-107,0,0,0,-107,-13,0,0,0,-13,281,0,0,0,281,34,0,0,0,34,104451,0,0,0,104451,12677,0,0,0,12677
4,Construction,65286,623,2208,0,68117,7924,76,268,0,8268,565,0,0,0,565,69,0,0,0,69,724,0,0,0,724,88,0,0,0,88,69625,623,2208,0,72456,8450,76,268,0,8794
5,Construction Materials,74680,1195,783,0,76658,9064,145,95,0,9304,-372,0,0,0,-372,-45,0,0,0,-45,41,0,0,0,41,5,0,0,0,5,79272,1195,783,0,81250,9621,145,95,0,9861
6,Consumer Durables,172116,0,0,0,172116,20891,0,0,0,20891,117,0,0,0,117,14,0,0,0,14,-30,0,0,0,-30,-4,0,0,0,-4,171705,0,0,0,171705,20840,0,0,0,20840
7,Consumer Services,115850,517,420,0,116787,14062,63,51,0,14176,-90,-2,0,0,-92,-11,0,0,0,-11,308,0,0,0,308,37,0,0,0,37,120117,419,420,0,120956,14578,51,51,0,14680
8,Diversified,1645,200,0,0,1845,200,24,0,0,224,-3,0,0,0,-3,0,0,0,0,0,-21,-12,0,0,-33,-3,-1,0,0,-4,1636,188,0,0,1824,199,23,0,0,222
9,Fast Moving Consumer Goods,311122,177,128,0,311427,37763,21,15,0,37799,-1188,0,0,0,-1188,-144,0,0,0,-144,488,-2,0,0,486,59,0,0,0,59,317772,175,128,0,318075,38568,21,15,0,38604
10,Financial Services,1472197,15720,5030,0,1492947,178691,1909,611,0,181211,-4081,-32,-29,0,-4142,-495,-4,-3,0,-502,-605,267,100,0,-238,-73,32,12,0,-29,1534042,15951,5130,0,1555123,186185,1936,623,0,188744
11,Forest Materials,1697,440,0,0,2137,206,53,0,0,259,33,0,0,0,33,4,0,0,0,4,37,0,0,0,37,5,0,0,0,5,1880,440,0,0,2320,228,53,0,0,281
12,Healthcare,225965,297,0,0,226262,27427,36,0,0,27463,265,75,0,0,340,32,9,0,0,41,664,0,0,0,664,81,0,0,0,81,240392,297,0,0,240689,29176,36,0,0,29212
13,Information Technology,491465,0,340,0,491805,59653,0,41,0,59694,-1665,0,0,0,-1665,-202,0,0,0,-202,2610,0,0,0,2610,317,0,0,0,317,508489,0,340,0,508829,61715,0,41,0,61756
14,"Media, Entertainment & Publication",22097,0,155,0,22252,2682,0,19,0,2701,206,0,0,0,206,25,0,0,0,25,349,0,0,0,349,42,0,0,0,42,22288,0,155,0,22443,2705,0,19,0,2724
15,Metals & Mining,142734,16,12,0,142762,17325,2,1,0,17328,-60,0,0,0,-60,-7,0,0,0,-7,277,0,0,0,277,34,0,0,0,34,146884,16,12,0,146912,17827,2,1,0,17830
16,"Oil, Gas & Consumable Fuels",506554,321,361,0,507236,61484,39,44,0,61567,-921,-34,0,0,-955,-112,-4,0,0,-116,-497,0,-80,0,-577,-60,0,-10,0,-70,547878,321,281,0,548480,66495,39,34,0,66568
17,Power,222601,1181,205,8360,232347,27019,143,25,1015,28202,323,0,-50,1,274,39,0,-6,0,33,654,0,0,-1,653,79,0,0,0,79,237907,1181,205,8251,247544,28875,143,25,1001,30044
18,Realty,52259,126,4,17589,69978,6343,15,0,2135,8493,-467,0,0,-149,-616,-57,0,0,-18,-75,-369,0,0,-135,-504,-45,0,0,-16,-61,54128,126,4,17324,71582,6569,15,0,2103,8687
19,Services,74764,849,0,2625,78238,9075,103,0,319,9497,-401,0,0,-9,-410,-49,0,0,-1,-50,-97,0,0,-9,-106,-12,0,0,-1,-13,76971,849,0,2577,80397,9342,103,0,313,9758
20,Telecommunication,121931,106,0,0,122037,14800,13,0,0,14813,101,0,0,0,101,12,0,0,0,12,672,0,0,0,672,82,0,0,0,82,131006,106,0,0,131112,15900,13,0,0,15913
21,Textiles,21778,0,0,0,21778,2643,0,0,0,2643,33,0,0,0,33,4,0,0,0,4,-12,0,0,0,-12,-1,0,0,0,-1,21483,0,0,0,21483,2607,0,0,0,2607
22,Utilities,361,0,0,0,361,44,0,0,0,44,-6,0,0,0,-6,-1,0,0,0,-1,-2,0,0,0,-2,0,0,0,0,0,361,0,0,0,361,44,0,0,0,44
23,Sovereign,0,133871,5901,0,139772,0,16249,716,0,16966,0,89,-132,0,-43,0,11,-16,0,-5,0,-2292,0,0,-2292,0,-278,0,0,-278,0,130987,5906,0,136893,0,15897,716,0,16614
24,Others,11053,88795,124061,4235,228144,1342,10778,15058,514,27692,642,-2175,1058,0,-475,78,-264,128,0,-58,-27,586,-105,0,454,-3,71,-13,0,55,11026,89278,124150,4235,228688,1338,10835,15068,514,27755
,Grand Total,4583941,244836,139617,32809,5001203,556387,29718,16946,3982,607033,-7458,-2079,847,-157,-8847,-905,-252,103,-19,-1073,7449,-1453,-86,-144,5766,904,-176,-10,-18,700,4797660,242554,139730,32388,5212332,582287,29439,16959,3931,632616
