0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","AUC as on September 30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment September 16-30, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,356446,13,11,0,356470,42915,2,1,0,42918,1200,0,0,0,1200,145,0,0,0,145,-222,0,0,0,-222,-27,0,0,0,-27,360339,13,11,0,360363,43280,2,1,0,43283
2,Capital Goods,224468,362,0,0,224830,27025,44,0,0,27069,1847,0,0,0,1847,222,0,0,0,222,-277,0,0,0,-277,-33,0,0,0,-33,226915,362,0,0,227277,27255,43,0,0,27298
3,Chemicals,95978,0,0,0,95978,11556,0,0,0,11556,-37,0,0,0,-37,-4,0,0,0,-4,-549,0,0,0,-549,-66,0,0,0,-66,96546,0,0,0,96546,11596,0,0,0,11596
4,Construction,119216,495,2178,0,121889,14353,60,262,0,14675,-2488,0,0,0,-2488,-300,0,0,0,-300,-1579,0,0,0,-1579,-190,0,0,0,-190,121865,495,2178,0,124538,14637,59,262,0,14958
5,Construction Materials,94657,970,844,0,96471,11396,117,102,0,11615,-406,0,0,0,-406,-49,0,0,0,-49,436,-12,-7,0,417,52,-1,-1,0,50,96898,958,837,0,98693,11638,115,101,0,11854
6,Consumer Durables,186907,0,0,0,186907,22503,0,0,0,22503,113,0,0,0,113,14,0,0,0,14,-917,200,0,0,-717,-110,24,0,0,-86,189289,200,0,0,189489,22735,24,0,0,22759
7,Consumer Services,150100,1131,617,0,151848,18072,136,74,0,18282,1753,0,0,0,1753,211,0,0,0,211,-980,-15,-72,0,-1067,-118,-2,-9,0,-129,153860,1131,545,0,155536,18480,136,65,0,18681
8,Diversified,3853,191,0,0,4044,464,23,0,0,487,-37,0,0,0,-37,-4,0,0,0,-4,-88,-12,0,0,-100,-11,-1,0,0,-12,4074,179,0,0,4253,489,22,0,0,511
9,Fast Moving Consumer Goods,378489,144,0,0,378633,45569,17,0,0,45586,-1140,0,0,0,-1140,-137,0,0,0,-137,-1183,0,-128,0,-1311,-142,0,-15,0,-157,383321,144,0,0,383465,46040,17,0,0,46057
10,Financial Services,1774155,17543,5578,0,1797276,213604,2112,672,0,216388,-3549,-43,-295,0,-3887,-427,-5,-35,0,-467,-1231,225,-381,0,-1387,-148,27,-46,0,-167,1775480,17754,5233,0,1798467,213252,2132,629,0,216013
11,Forest Materials,2607,495,0,0,3102,314,60,0,0,374,57,0,0,0,57,7,0,0,0,7,37,-20,0,0,17,4,-2,0,0,2,2724,475,0,0,3199,327,57,0,0,384
12,Healthcare,296745,406,0,0,297151,35727,49,0,0,35776,-133,0,0,0,-133,-16,0,0,0,-16,-144,0,0,0,-144,-17,0,0,0,-17,294723,406,0,0,295129,35399,49,0,0,35448
13,Information Technology,533829,0,385,0,534214,64272,0,46,0,64318,448,0,0,0,448,54,0,0,0,54,-1539,0,0,0,-1539,-185,0,0,0,-185,534828,0,385,0,535213,64238,0,46,0,64284
14,"Media, Entertainment & Publication",20687,0,115,0,20802,2491,0,14,0,2505,-153,0,0,0,-153,-18,0,0,0,-18,-208,0,0,0,-208,-25,0,0,0,-25,20772,0,115,0,20887,2495,0,14,0,2509
15,Metals & Mining,159296,21,1500,0,160817,19179,2,181,0,19362,-500,0,0,0,-500,-60,0,0,0,-60,-310,0,-9,0,-319,-37,0,-1,0,-38,157902,21,1500,0,159423,18966,2,180,0,19148
16,"Oil, Gas & Consumable Fuels",461509,394,0,0,461903,55565,47,0,0,55612,-2544,0,0,0,-2544,-306,0,0,0,-306,-1438,0,0,0,-1438,-173,0,0,0,-173,461229,394,0,0,461623,55398,47,0,0,55445
17,Power,195336,3717,205,7039,206297,23518,448,25,847,24838,-5578,-5,0,-1,-5584,-672,-1,0,0,-673,-2069,0,0,-14,-2083,-248,0,0,-2,-250,188249,3717,105,6903,198974,22611,446,13,829,23899
18,Realty,80489,124,670,13057,94340,9691,15,81,1572,11359,-26,0,0,-102,-128,-3,0,0,-12,-15,100,15,0,-36,79,12,2,0,-4,10,85510,139,667,13162,99478,10271,17,80,1581,11949
19,Services,91973,1022,0,4065,97060,11073,123,0,489,11685,-695,0,0,3,-692,-84,0,0,0,-84,271,0,0,-3,268,33,0,0,0,33,94010,1022,0,4059,99091,11291,123,0,488,11902
20,Telecommunication,145857,203,0,3885,149945,17561,24,0,468,18053,735,0,0,0,735,89,0,0,0,89,1755,-5,0,0,1750,211,-1,0,0,210,150525,198,0,3885,154608,18080,24,0,467,18571
21,Textiles,18652,363,0,0,19015,2246,44,0,0,2290,57,0,0,0,57,7,0,0,0,7,44,0,0,0,44,5,0,0,0,5,19068,363,0,0,19431,2290,44,0,0,2334
22,Utilities,886,100,0,0,986,107,12,0,0,119,74,0,0,0,74,9,0,0,0,9,-24,0,0,0,-24,-3,0,0,0,-3,889,100,0,0,989,107,12,0,0,119
