0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on November 15, 2016","AUC as on November 15, 2016","AUC as on November 15, 2016","AUC as on November 15, 2016","AUC as on November 15, 2016","AUC as on November 15, 2016","Net Investment November 01-15, 2016","Net Investment November 01-15, 2016","Net Investment November 01-15, 2016","Net Investment November 01-15, 2016","Net Investment November 01-15, 2016","Net Investment November 01-15, 2016","Net Investment November 16-30, 2016","Net Investment November 16-30, 2016","Net Investment November 16-30, 2016","Net Investment November 16-30, 2016","Net Investment November 16-30, 2016","Net Investment November 16-30, 2016","AUC as on November 30, 2016","AUC as on November 30, 2016","AUC as on November 30, 2016","AUC as on November 30, 2016","AUC as on November 30, 2016","AUC as on November 30, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,132376,317,132693,19548,47,19595,-446,0,-446,-66,0,-66,-1522,0,-1522,-222,0,-222,136616,317,136933,19936,46,19983
2,Total Financial Services,436586,34677,471263,64472,5121,69593,-1378,-352,-1730,-203,-52,-255,13,-1785,-1771,2,-260,-258,439617,34590,474207,64153,5048,69201
2a,Banks,215746,3381,219128,31860,499,32359,-384,96,-288,-57,14,-43,-200,148,-53,-29,22,-8,208497,3644,212141,30426,532,30958
2b,Other Financial Services1,220840,31295,252135,32612,4621,37234,-994,-448,-1442,-147,-66,-213,214,-1932,-1719,31,-282,-251,231120,30945,262066,33727,4516,38243
3,Capital Goods,114128,847,114976,16854,125,16979,-262,0,-262,-39,0,-39,-1813,0,-1813,-265,0,-265,113939,848,114787,16627,124,16751
4,Chemicals & Petrochemicals,27991,0,27991,4134,0,4134,-174,0,-174,-26,0,-26,-231,0,-231,-34,0,-34,28965,0,28965,4227,0,4227
5,Coal,14418,0,14418,2129,0,2129,-37,0,-37,-5,0,-5,-161,0,-161,-23,0,-23,13973,0,13973,2039,0,2039
6,Commercial Services & Supplies,4052,200,4252,598,30,628,-70,0,-70,-10,0,-10,42,0,42,6,0,6,4384,200,4584,640,29,669
7,Construction Materials,46176,899,47075,6819,133,6952,-77,0,-77,-11,0,-11,-1020,0,-1020,-149,0,-149,47213,899,48111,6890,131,7021
8,Consumer Durables,3193,0,3193,471,0,471,-6,0,-6,-1,0,-1,9,0,9,1,0,1,3269,0,3269,477,0,477
9,Diversified2,3420,0,3420,505,0,505,-40,0,-40,-6,0,-6,-69,0,-69,-10,0,-10,3383,0,3383,494,0,494
10,Diversified Consumer Services,238,0,238,35,0,35,0,0,0,0,0,0,-1,0,-1,0,0,0,275,0,275,40,0,40
11,"Food, Beverages & Tobacco",90600,89,90689,13379,13,13392,401,0,401,59,0,59,-1075,0,-1075,-157,0,-157,89169,89,89257,13012,13,13025
12,Forest Materials,1038,0,1038,153,0,153,1,0,1,0,0,0,30,0,30,4,0,4,1114,0,1114,163,0,163
13,General Industrials,16720,385,17105,2469,57,2526,-37,0,-37,-5,0,-5,19,0,19,3,0,3,17394,385,17779,2538,56,2595
14,Hardware Technology & Equipment,40,0,40,6,0,6,0,0,0,0,0,0,1,0,1,0,0,0,45,0,45,7,0,7
15,Healthcare Equipment & Supplies,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
16,Healthcare Services,8472,0,8472,1251,0,1251,-37,0,-37,-5,0,-5,15,0,15,2,0,2,8628,0,8628,1259,0,1259
17,"Hotels, Restaurants & Tourism",5119,125,5244,756,18,774,3,0,3,0,0,0,-39,0,-39,-6,0,-6,5214,125,5339,761,18,779
18,Household & Personal Products,67856,0,67856,10020,0,10020,-219,0,-219,-32,0,-32,-499,0,-499,-73,0,-73,70420,0,70420,10276,0,10276
19,Media,31103,768,31871,4593,113,4706,-55,0,-55,-8,0,-8,-338,0,-338,-49,0,-49,30676,770,31446,4477,112,4589
20,Metals & Mining,41535,572,42107,6134,84,6218,59,-61,-2,9,-9,0,-122,-68,-189,-18,-10,-28,44211,508,44719,6452,74,6526
