0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","AUC as on August 31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment August 16-31, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","Net Investment September 01-15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023","AUC as on September 15, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,346220,14,11,0,346245,41876,2,1,0,41879,439,-1,0,0,438,53,0,0,0,53,-565,-1,0,0,-566,-68,0,0,0,-68,360348,13,11,0,360372,43386,2,1,0,43389
2,Capital Goods,222460,362,0,0,222822,26907,44,0,0,26951,5878,0,0,0,5878,711,0,0,0,711,3569,0,0,0,3569,430,0,0,0,430,226656,362,0,0,227018,27290,44,0,0,27334
3,Chemicals,99100,0,0,0,99100,11986,0,0,0,11986,419,0,0,0,419,51,0,0,0,51,-877,0,0,0,-877,-106,0,0,0,-106,99683,0,0,0,99683,12002,0,0,0,12002
4,Construction,110354,515,2178,0,113047,13347,62,263,0,13672,637,-2,0,0,635,77,0,0,0,77,391,-20,0,0,371,47,-2,0,0,45,118580,495,2178,0,121253,14277,60,262,0,14599
5,Construction Materials,93610,970,844,0,95424,11322,117,102,0,11541,301,0,0,0,301,36,0,0,0,36,-887,0,0,0,-887,-107,0,0,0,-107,98773,970,844,0,100587,11892,117,102,0,12111
6,Consumer Durables,188210,0,0,0,188210,22764,0,0,0,22764,580,0,0,0,580,70,0,0,0,70,2,0,0,0,2,0,0,0,0,0,190558,0,0,0,190558,22943,0,0,0,22943
7,Consumer Services,145467,359,545,0,146371,17594,43,66,0,17703,2007,0,0,0,2007,243,0,0,0,243,1675,750,0,0,2425,202,90,0,0,292,151968,1109,545,0,153622,18297,134,66,0,18497
8,Diversified,3692,191,0,0,3883,447,23,0,0,470,26,0,0,0,26,3,0,0,0,3,-17,0,0,0,-17,-2,0,0,0,-2,3825,191,0,0,4016,460,23,0,0,483
9,Fast Moving Consumer Goods,376599,144,128,0,376871,45550,17,15,0,45582,-590,0,0,0,-590,-71,0,0,0,-71,-651,0,0,0,-651,-78,0,0,0,-78,381633,144,128,0,381905,45949,17,15,0,45981
10,Financial Services,1753402,18083,6156,0,1777641,212075,2187,745,0,215007,-4672,133,-781,0,-5320,-565,16,-94,0,-643,6410,-486,-245,0,5679,772,-59,-30,0,683,1839101,17640,5866,0,1862607,221430,2124,706,0,224260
11,Forest Materials,2247,495,0,0,2742,272,60,0,0,332,47,0,0,0,47,6,0,0,0,6,58,0,0,0,58,7,0,0,0,7,2532,495,0,0,3027,305,60,0,0,365
12,Healthcare,287907,406,0,0,288313,34823,49,0,0,34872,365,0,0,0,365,44,0,0,0,44,411,0,0,0,411,49,0,0,0,49,295769,406,0,0,296175,35611,49,0,0,35660
