0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","Net Investment April 16-30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022","AUC as on April 30, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,213549,0,0,0,213549,28016,0,0,0,28016,777,0,0,0,777,102,0,0,0,102,383,0,0,0,383,50,0,0,0,50,221576,0,0,0,221576,28993,0,0,0,28993
2,Capital Goods,100304,432,0,0,100736,13159,57,0,0,13216,-1397,-2,0,0,-1399,-183,0,0,0,-183,-688,-2,0,0,-690,-90,0,0,0,-90,97186,426,0,0,97612,12717,55,0,0,12772
3,Chemicals,104546,0,0,0,104546,13716,0,0,0,13716,202,0,0,0,202,27,0,0,0,27,88,0,0,0,88,11,0,0,0,11,102913,0,0,0,102913,13466,0,0,0,13466
4,Construction,60848,660,2238,2441,66187,7983,87,294,320,8684,-352,0,0,-15,-367,-46,0,0,-2,-48,-692,0,0,-9,-701,-91,0,0,-1,-92,57832,660,2238,2467,63197,7567,86,293,323,8269
5,Construction Materials,80950,1277,795,0,83022,10620,167,104,0,10891,266,75,0,0,341,35,10,0,0,45,-291,0,0,0,-291,-38,0,0,0,-38,79797,1277,795,0,81869,10441,167,104,0,10712
6,Consumer Durables,180845,0,0,0,180845,23725,0,0,0,23725,225,0,0,0,225,30,0,0,0,30,-75,0,0,0,-75,-10,0,0,0,-10,182883,0,0,0,182883,23930,0,0,0,23930
7,Consumer Services,102673,285,125,0,103083,13470,37,16,0,13523,405,0,0,0,405,53,0,0,0,53,46,-21,0,0,25,6,-3,0,0,3,110503,219,125,0,110847,14459,28,16,0,14503
8,Diversified,1644,200,0,0,1844,216,26,0,0,242,7,0,0,0,7,1,0,0,0,1,4,0,0,0,4,1,0,0,0,1,1608,200,0,0,1808,210,26,0,0,236
9,Fast Moving Consumer Goods,275481,232,153,0,275866,36141,30,20,0,36191,1608,0,25,0,1633,211,0,3,0,214,148,0,0,0,148,19,0,0,0,19,277854,232,153,0,278239,36357,30,20,0,36407
10,Financial Services,1504245,16113,6636,0,1526994,197343,2114,871,0,200328,-2398,-199,-5,0,-2602,-315,-26,-1,0,-342,-10493,-239,-366,0,-11098,-1373,-31,-48,0,-1452,1423537,17077,6512,0,1447126,186268,2235,852,0,189355
11,Forest Materials,1298,440,0,0,1738,170,58,0,0,228,-2,0,0,0,-2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1229,440,0,0,1669,161,58,0,0,219
12,Healthcare,229507,135,0,0,229642,30109,18,0,0,30127,3736,0,0,0,3736,490,0,0,0,490,1495,0,0,0,1495,196,0,0,0,196,226067,135,0,0,226202,29581,18,0,0,29599
13,Information Technology,647882,0,340,0,648222,84996,0,45,0,85041,-665,0,0,0,-665,-87,0,0,0,-87,-7914,0,0,0,-7914,-1036,0,0,0,-1036,591906,0,340,0,592246,77450,0,44,0,77494
14,"Media, Entertainment & Publication",25197,0,165,0,25362,3306,0,22,0,3328,-1108,0,0,0,-1108,-145,0,0,0,-145,-694,0,0,0,-694,-91,0,0,0,-91,22075,0,165,0,22240,2889,0,22,0,2911
15,Metals & Mining,169554,58,0,0,169612,22244,8,0,0,22252,1444,0,0,0,1444,189,0,0,0,189,-1350,-42,0,0,-1392,-177,-5,0,0,-182,162166,16,0,0,162182,21219,2,0,0,21221
16,"Oil, Gas & Consumable Fuels",557377,457,487,0,558321,73123,60,64,0,73247,-1037,0,0,0,-1037,-136,0,0,0,-136,-174,0,109,0,-65,-23,0,14,0,-9,588240,457,698,0,589395,76970,60,91,0,77121
17,Power,233640,1470,250,8447,243807,30651,193,33,1108,31985,497,0,0,-1,496,65,0,0,0,65,60,0,0,-5,55,8,0,0,-1,7,237667,1470,250,8606,247993,31098,192,33,1126,32449
18,Realty,60388,174,108,18699,79369,7922,23,14,2453,10412,-272,75,0,-45,-242,-36,10,0,-6,-32,-553,-75,0,83,-545,-72,-10,0,11,-71,57853,99,103,19132,77187,7570,13,13,2503,10099
19,Services,75728,849,0,0,76577,9935,111,0,0,10046,285,0,0,0,285,37,0,0,0,37,-76,0,0,0,-76,-10,0,0,0,-10,74645,849,0,0,75494,9767,111,0,0,9878
20,Telecommunication,118037,132,0,0,118169,15485,17,0,0,15502,507,0,0,0,507,66,0,0,0,66,-67,0,0,0,-67,-9,0,0,0,-9,115643,132,0,0,115775,15132,17,0,0,15149
21,Textiles,21772,0,0,0,21772,2856,0,0,0,2856,101,0,0,0,101,13,0,0,0,13,-20,0,0,0,-20,-3,0,0,0,-3,21635,0,0,0,21635,2831,0,0,0,2831
22,Utilities,429,0,0,0,429,56,0,0,0,56,6,0,0,0,6,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,413,0,0,0,413,54,0,0,0,54
23,Sovereign,0,140225,6285,0,146510,0,18396,824,0,19221,0,279,512,0,791,0,37,67,0,104,0,-3350,-802,0,-4152,0,-438,-105,0,-543,0,136809,5497,0,142306,0,17901,719,0,18621
24,Others,23244,91576,104132,4175,223127,3049,12014,13661,548,29272,354,759,-2093,0,-980,46,100,-275,0,-129,528,-1697,1446,61,338,69,-222,189,8,44,11227,90081,105865,4235,211408,1469,11787,13853,554,27663
