0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","AUC as on October 31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment October 16-31, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,202455,0,0,0,202455,27071,0,0,0,27071,1126,0,0,0,1126,151,0,0,0,151,-43,0,0,0,-43,-6,0,0,0,-6,210139,0,0,0,210139,28262,0,0,0,28262
2,Total Financial Services,1591280,18428,7144,0,1616852,212778,2464,955,0,216197,-2093,-332,-102,0,-2527,-280,-44,-14,0,-338,-2569,-24,-2,0,-2595,-346,-3,0,0,-349,1609755,18375,7169,0,1635299,216496,2471,964,0,219931
2a,Banks,907747,5429,80,0,913256,121380,726,11,0,122117,-771,-32,0,0,-803,-103,-4,0,0,-107,-5221,0,0,0,-5221,-702,0,0,0,-702,893454,5429,80,0,898963,120161,730,11,0,120902
2b,Other Financial Services1,683533,12999,7064,0,703596,91399,1738,945,0,94082,-1323,-300,-102,0,-1725,-177,-40,-14,0,-231,2652,-24,-2,0,2626,357,-3,0,0,354,716301,12946,7090,0,736337,96335,1741,953,0,99029
3,Capital Goods,145455,265,100,0,145820,19450,35,13,0,19498,137,0,0,0,137,18,0,0,0,18,743,0,0,0,743,100,0,0,0,100,156196,265,100,0,156561,21007,36,13,0,21056
4,Chemicals & Petrochemicals,81925,0,0,0,81925,10955,0,0,0,10955,-187,0,0,0,-187,-25,0,0,0,-25,-498,0,0,0,-498,-67,0,0,0,-67,82870,0,0,0,82870,11145,0,0,0,11145
5,Coal,7030,0,0,0,7030,940,0,0,0,940,275,0,0,0,275,37,0,0,0,37,132,0,0,0,132,18,0,0,0,18,7096,0,0,0,7096,954,0,0,0,954
6,Commercial Services & Supplies,34253,0,0,0,34253,4580,0,0,0,4580,-560,0,0,0,-560,-75,0,0,0,-75,-58,0,0,0,-58,-8,0,0,0,-8,40458,0,0,0,40458,5441,0,0,0,5441
7,Construction Materials,98701,1354,685,0,100740,13198,181,92,0,13471,-1096,0,0,0,-1096,-147,0,0,0,-147,-314,-33,-18,0,-365,-42,-4,-2,0,-48,103291,1322,666,0,105279,13892,178,90,0,14160
8,Consumer Durables,137047,0,0,0,137047,18325,0,0,0,18325,-625,0,0,0,-625,-84,0,0,0,-84,-76,0,0,0,-76,-10,0,0,0,-10,142304,0,0,0,142304,19139,0,0,0,19139
9,Diversified2,12906,0,0,0,12906,1726,0,0,0,1726,24,0,0,0,24,3,0,0,0,3,126,0,0,0,126,17,0,0,0,17,13478,0,0,0,13478,1813,0,0,0,1813
10,Diversified Consumer Services,6830,0,0,0,6830,913,0,0,0,913,-11,0,0,0,-11,-1,0,0,0,-1,-23,0,0,0,-23,-3,0,0,0,-3,7109,0,0,0,7109,956,0,0,0,956
11,Food & Drugs Retailing,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
12,"Food, Beverages & Tobacco",128512,608,170,0,129290,17184,81,23,0,17288,-1226,24,0,0,-1202,-164,3,0,0,-161,-884,0,0,0,-884,-119,0,0,0,-119,131627,608,170,0,132405,17703,82,23,0,17808
13,Forest Materials,1998,325,79,0,2402,267,43,11,0,321,-102,0,0,0,-102,-14,0,0,0,-14,39,0,0,0,39,5,0,0,0,5,2295,325,79,0,2699,309,44,11,0,364
14,General Industrials,39891,55,0,0,39946,5334,7,0,0,5341,-16,0,0,0,-16,-2,0,0,0,-2,-126,0,0,0,-126,-17,0,0,0,-17,41340,55,0,0,41395,5560,7,0,0,5567
15,Hardware Technology & Equipment,76,0,0,0,76,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,82,0,0,0,82,11,0,0,0,11
16,Healthcare Equipment & Supplies,1473,0,0,0,1473,197,0,0,0,197,6,0,0,0,6,1,0,0,0,1,6,0,0,0,6,1,0,0,0,1,1460,0,0,0,1460,196,0,0,0,196
17,Healthcare Services,59581,0,0,0,59581,7967,0,0,0,7967,17,0,0,0,17,2,0,0,0,2,-14,0,0,0,-14,-2,0,0,0,-2,67207,0,0,0,67207,9039,0,0,0,9039
18,"Hotels, Restaurants & Tourism",32577,100,100,0,32777,4356,13,13,0,4382,-325,0,0,0,-325,-43,0,0,0,-43,42,0,0,0,42,6,0,0,0,6,36610,100,100,0,36810,4924,13,13,0,4950
19,Household & Personal Products,167215,0,0,0,167215,22359,0,0,0,22359,-1468,0,0,0,-1468,-196,0,0,0,-196,-1548,0,0,0,-1548,-208,0,0,0,-208,165629,0,0,0,165629,22275,0,0,0,22275
20,Insurance,114796,95,0,0,114891,15350,13,0,0,15363,-200,0,0,0,-200,-27,0,0,0,-27,164,0,0,0,164,22,0,0,0,22,119386,95,0,0,119481,16056,13,0,0,16069
21,Media,22122,56,165,0,22343,2958,7,22,0,2987,-242,0,0,0,-242,-32,0,0,0,-32,673,0,0,0,673,91,0,0,0,91,24170,56,165,0,24391,3251,7,22,0,3280
22,Metals & Mining,107931,363,0,0,108294,14432,49,0,0,14481,478,0,0,0,478,64,0,0,0,64,-560,0,0,0,-560,-75,0,0,0,-75,106404,363,0,0,106767,14310,49,0,0,14359
23,Oil & Gas,504592,733,296,0,505621,67472,98,40,0,67610,-762,0,-77,0,-839,-102,0,-10,0,-112,-929,-5,0,0,-934,-125,-1,0,0,-126,518679,728,296,0,519703,69757,98,40,0,69895
24,Pharmaceuticals & Biotechnology,170237,0,0,0,170237,22763,0,0,0,22763,101,0,0,0,101,13,0,0,0,13,-738,0,0,0,-738,-99,0,0,0,-99,169751,0,0,0,169751,22830,0,0,0,22830
25,Real Estate Investment,0,100,0,21232,21332,0,13,0,2839,2852,0,0,0,-19,-19,0,0,0,-3,-3,0,-100,0,170,70,0,-13,0,23,10,0,0,0,19179,19179,0,0,0,2579,2579
26,Realty,63647,117,98,0,63862,8511,16,13,0,8540,-224,0,0,0,-224,-30,0,0,0,-30,44,0,0,0,44,6,0,0,0,6,68973,117,92,0,69182,9276,16,12,0,9304
27,Retailing,87975,105,0,0,88080,11764,14,0,0,11778,-898,0,0,0,-898,-120,0,0,0,-120,5577,0,0,0,5577,750,0,0,0,750,103289,105,0,0,103394,13891,14,0,0,13905
28,Software & Services,669578,0,340,0,669918,89533,0,45,0,89578,-5382,0,0,0,-5382,-720,0,0,0,-720,-1306,0,0,0,-1306,-176,0,0,0,-176,705487,0,340,0,705827,94881,0,46,0,94927
29,Telecom Services,113998,207,0,0,114205,15243,28,0,0,15271,-14,0,0,0,-14,-2,0,0,0,-2,289,25,0,0,314,39,3,0,0,42,121484,207,25,0,121716,16338,28,3,0,16369
30,Telecommunications Equipment,487,0,0,0,487,65,0,0,0,65,20,0,0,0,20,3,0,0,0,3,7,0,0,0,7,1,0,0,0,1,519,0,0,0,519,70,0,0,0,70
