0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","Net Investment August 01-15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021","AUC as on August 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,191015,317,0,0,191332,25679,43,0,0,25722,-1503,0,0,0,-1503,-202,0,0,0,-202,-543,0,0,0,-543,-73,0,0,0,-73,191800,317,0,0,192117,25815,43,0,0,25858
2,Total Financial Services,1396742,22786,10225,15811,1445564,187767,3063,1375,2126,194331,-6617,96,-483,-37,-7041,-890,13,-65,-5,-947,-211,14,204,-19,-12,-29,2,27,-3,-3,1471517,22816,10425,15369,1520127,198059,3071,1403,2069,204602
2a,Banks,802059,5968,81,0,808108,107822,802,11,0,108635,-4911,0,-25,0,-4936,-660,0,-3,0,-663,581,-24,0,0,557,78,-3,0,0,75,846317,5952,81,0,852350,113910,801,11,0,114722
2b,Other Financial Services1,594683,16818,10144,15811,637456,79944,2261,1364,2126,85695,-1706,96,-458,-37,-2105,-229,13,-62,-5,-283,-792,39,204,-19,-568,-107,5,27,-3,-78,625201,16864,10344,15369,667778,84149,2270,1392,2069,89880
3,Capital Goods,150962,233,100,0,151295,20294,31,13,0,20338,421,-5,-30,0,386,57,-1,-4,0,52,189,0,0,0,189,25,0,0,0,25,154214,233,100,0,154547,20756,31,13,0,20800
4,Chemicals & Petrochemicals,82703,15,170,0,82888,11118,2,23,0,11143,-97,0,0,0,-97,-13,0,0,0,-13,-108,0,0,0,-108,-15,0,0,0,-15,82471,15,170,0,82656,11100,2,23,0,11125
5,Coal,5865,0,0,0,5865,788,0,0,0,788,71,0,0,0,71,10,0,0,0,10,-16,0,0,0,-16,-2,0,0,0,-2,5890,0,0,0,5890,793,0,0,0,793
