0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","Net  Investment  January 01-15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014","AUC  as on January 15, 2014"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles  & Auto Components,67011,0,67011,10826,0,10826,60,0,60,10,0,10,-96,0,-96,-16,0,-16,66058,0,66058,10726,0,10726
2,Total Financial Services,330337,26070,356407,53369,4212,57581,172,241,413,28,39,67,34,618,652,6,100,106,329925,26454,356380,53569,4295,57865
2a,Banks,196451,167,196618,31738,27,31765,-145,0,-145,-23,0,-23,-367,0,-367,-60,0,-60,191690,167,191857,31124,27,31151
2b,Other  Financial Services1,133886,25902,159788,21631,4185,25815,318,241,559,51,39,90,401,618,1019,65,100,165,138236,26287,164523,22445,4268,26713
3,Capital  Goods,77258,451,77709,12482,73,12555,174,0,174,28,0,28,-271,0,-271,-44,0,-44,74811,451,75262,12147,73,12220
4,Chemicals  & Petrochemicals,11596,4,11599,1873,1,1874,93,0,93,15,0,15,73,0,73,12,0,12,11862,4,11866,1926,1,1927
5,Coal,10302,0,10302,1664,0,1664,-86,0,-86,-14,0,-14,-58,0,-58,-9,0,-9,10486,0,10486,1703,0,1703
