0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","AUC as on March 31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment March 16-31, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","Net Investment April 01-15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024","AUC as on April 15, 2024"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,483285,164,11,0,483460,57966,20,1,0,57987,-2085,-9,0,0,-2094,-250,-1,0,0,-251,1679,-1,0,0,1678,201,0,0,0,201,488843,163,11,0,489017,58585,20,1,0,58606
2,Capital Goods,292688,771,29,0,293488,35106,93,4,0,35203,951,0,0,0,951,114,0,0,0,114,1228,0,0,0,1228,147,0,0,0,147,307107,771,29,0,307907,36805,92,4,0,36901
3,Chemicals,98871,0,615,0,99486,11859,0,74,0,11933,868,0,0,0,868,104,0,0,0,104,373,0,0,0,373,45,0,0,0,45,101782,0,615,0,102397,12198,0,74,0,12272
4,Construction,147449,413,0,97,147959,17685,50,0,12,17747,173,25,0,-20,178,21,3,0,-2,22,827,5,0,-4,828,99,1,0,-1,99,143498,418,0,90,144006,17197,50,0,11,17258
5,Construction Materials,114615,25,60,0,114700,13747,3,7,0,13757,-219,0,0,0,-219,-26,0,0,0,-26,-704,1250,0,0,546,-84,150,0,0,66,112072,1275,60,0,113407,13431,153,7,0,13591
6,Consumer Durables,196554,0,0,0,196554,23575,0,0,0,23575,-1175,0,0,0,-1175,-141,0,0,0,-141,-1624,0,0,0,-1624,-195,0,0,0,-195,193887,0,0,0,193887,23236,0,0,0,23236
7,Consumer Services,235318,1109,1086,0,237513,28224,133,130,0,28487,524,0,0,0,524,63,0,0,0,63,1713,0,0,0,1713,205,0,0,0,205,242696,1109,1086,0,244891,29085,133,130,0,29348
