0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on March 15, 2013","AUC  as on March 15, 2013","AUC  as on March 15, 2013","AUC  as on March 15, 2013","AUC  as on March 15, 2013","AUC  as on March 15, 2013","Net  Investment  March 1-15, 2013","Net  Investment  March 1-15, 2013","Net  Investment  March 1-15, 2013","Net  Investment  March 1-15, 2013","Net  Investment  March 1-15, 2013","Net  Investment  March 1-15, 2013","Net  Investment  March 16-31, 2013","Net  Investment  March 16-31, 2013","Net  Investment  March 16-31, 2013","Net  Investment  March 16-31, 2013","Net  Investment  March 16-31, 2013","Net  Investment  March 16-31, 2013","AUC  as on March 31, 2013","AUC  as on March 31, 2013","AUC  as on March 31, 2013","AUC  as on March 31, 2013","AUC  as on March 31, 2013","AUC  as on March 31, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,58478,0,58478,10797,0,10797,95,0,95,17,0,17,280,0,280,51,0,51,55133,0,55133,10137,0,10137
2,Total Financial Services,349241,40778,390019,64483,7529,72012,959,2213,3172,177,409,586,1239,1507,2746,228,277,505,338178,43093,381271,62177,7923,70100
2a,Banks,205997,128,206125,38035,24,38058,385,0,385,71,0,71,365,0,365,67,0,67,198545,128,198673,36504,24,36528
2b,Other Financial Services1,143244,40650,183894,26448,7505,33954,574,2213,2787,106,409,515,874,1507,2381,161,277,438,139633,42965,182598,25673,7899,33572
3,Capital Goods,66531,443,66974,12284,82,12366,131,0,131,24,0,24,-196,37,-159,-36,7,-29,61389,456,61845,11287,84,11371
4,Chemicals & Petrochemicals,8359,4,8363,1543,1,1544,7,0,7,1,0,1,55,0,55,10,0,10,8409,4,8414,1546,1,1547
5,Coal,11585,0,11585,2139,0,2139,-28,0,-28,-5,0,-5,-20,0,-20,-4,0,-4,11131,0,11131,2047,0,2047
6,Commercial Services & Supplies,6942,0,6942,1282,0,1282,177,0,177,33,0,33,-64,0,-64,-12,0,-12,5952,0,5952,1094,0,1094
7,Construction Materials,27545,0,27545,5086,0,5086,188,0,188,35,0,35,146,0,146,27,0,27,26252,0,26252,4827,0,4827
8,Consumer Durables,11985,0,11985,2213,0,2213,83,0,83,15,0,15,249,0,249,46,0,46,12085,0,12085,2222,0,2222
9,Diversified2,2345,0,2345,433,0,433,21,0,21,4,0,4,27,0,27,5,0,5,2295,0,2295,422,0,422
10,Diversified Consumer Services,384,0,384,71,0,71,-5,0,-5,-1,0,-1,2,0,2,0,0,0,314,0,314,58,0,58
11,"Food, Beverages & Tobacco",77034,1,77035,14223,0,14223,731,-75,656,135,-14,121,563,99,662,104,18,122,77975,100,78075,14336,18,14355
12,Forest Materials,368,0,368,68,0,68,-1,0,-1,0,0,0,2,0,2,0,0,0,354,0,354,65,0,65
