0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","AUC as on September 30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment September 16-30, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","Net Investment October 01-15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021","AUC as on October 15, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,198251,0,0,0,198251,26699,0,0,0,26699,944,0,0,0,944,127,0,0,0,127,1683,0,0,0,1683,224,0,0,0,224,212805,0,0,0,212805,28259,0,0,0,28259
2,Total Financial Services,1548114,18914,8199,0,1575227,208486,2547,1104,0,212137,2290,-325,977,0,2942,308,-44,132,0,396,536,-180,-1187,0,-831,72,-24,-158,0,-112,1612897,18788,7251,0,1638936,214185,2495,963,0,217643
2a,Banks,875404,5474,205,0,881083,117891,737,28,0,118656,1551,-74,131,0,1608,209,-10,18,0,217,1284,-10,-131,0,1143,170,-1,-17,0,152,916029,5464,80,0,921573,121644,726,11,0,122381
2b,Other Financial Services1,672709,13439,7994,0,694142,90594,1810,1077,0,93481,739,-250,846,0,1335,100,-34,114,0,180,-747,-170,-1056,0,-1973,-101,-23,-140,0,-266,696868,13324,7171,0,717363,92541,1769,952,0,95262
3,Capital Goods,132951,265,100,0,133316,17905,36,13,0,17954,936,0,0,0,936,126,0,0,0,126,1805,0,0,0,1805,240,0,0,0,240,146357,265,100,0,146722,19435,35,13,0,19483
4,Chemicals & Petrochemicals,82241,0,0,0,82241,11075,0,0,0,11075,88,0,0,0,88,12,0,0,0,12,96,0,0,0,96,13,0,0,0,13,88776,0,0,0,88776,11789,0,0,0,11789
5,Coal,7780,0,0,0,7780,1048,0,0,0,1048,139,0,0,0,139,19,0,0,0,19,-40,0,0,0,-40,-5,0,0,0,-5,7601,0,0,0,7601,1009,0,0,0,1009
6,Commercial Services & Supplies,35287,0,0,0,35287,4752,0,0,0,4752,-861,0,0,0,-861,-116,0,0,0,-116,187,0,0,0,187,25,0,0,0,25,39492,0,0,0,39492,5244,0,0,0,5244
7,Construction Materials,101309,1354,685,0,103348,13643,182,92,0,13917,-221,0,0,0,-221,-30,0,0,0,-30,-3364,0,0,0,-3364,-447,0,0,0,-447,99047,1354,685,0,101086,13153,180,91,0,13424
8,Consumer Durables,142947,0,0,0,142947,19251,0,0,0,19251,669,0,0,0,669,90,0,0,0,90,309,0,0,0,309,41,0,0,0,41,148968,0,0,0,148968,19782,0,0,0,19782
9,Diversified2,13863,0,0,0,13863,1867,0,0,0,1867,100,0,0,0,100,14,0,0,0,14,-170,0,0,0,-170,-23,0,0,0,-23,3908,0,0,0,3908,519,0,0,0,519
10,Diversified Consumer Services,7046,0,0,0,7046,949,0,0,0,949,9,0,0,0,9,1,0,0,0,1,24,0,0,0,24,3,0,0,0,3,7464,0,0,0,7464,991,0,0,0,991
11,Food & Drugs Retailing,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
12,"Food, Beverages & Tobacco",130826,585,170,0,131581,17618,79,23,0,17720,379,-1,0,0,378,51,0,0,0,51,639,0,0,0,639,85,0,0,0,85,136772,585,170,0,137527,18163,78,23,0,18264
13,Forest Materials,2124,325,79,0,2528,286,44,11,0,341,11,0,0,0,11,2,0,0,0,2,22,-10,0,0,12,3,-1,0,0,2,2286,325,79,0,2690,304,43,11,0,358
