0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on July 15, 2017","AUC as on July 15, 2017","AUC as on July 15, 2017","AUC as on July 15, 2017","AUC as on July 15, 2017","AUC as on July 15, 2017","Net Investment July 01-15, 2017","Net Investment July 01-15, 2017","Net Investment July 01-15, 2017","Net Investment July 01-15, 2017","Net Investment July 01-15, 2017","Net Investment July 01-15, 2017","Net Investment July 16-31, 2017","Net Investment July 16-31, 2017","Net Investment July 16-31, 2017","Net Investment July 16-31, 2017","Net Investment July 16-31, 2017","Net Investment July 16-31, 2017","AUC as on July 31, 2017","AUC as on July 31, 2017","AUC as on July 31, 2017","AUC as on July 31, 2017","AUC as on July 31, 2017","AUC as on July 31, 2017"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,174445,317,174763,27065,49,27114,-269,0,-269,-42,0,-42,336,30,367,53,5,57,177635,347,177983,27722,54,27776
2,Total Financial Services,617548,52795,670343,95812,8191,104004,619,-937,-318,96,-145,-49,205,1066,1270,32,166,198,655995,53793,709788,102376,8395,110771
2a,Banks,310086,5385,315471,48110,836,48945,1226,141,1368,190,22,212,302,339,642,47,53,100,330012,5723,335735,51502,893,52395
2b,Other Financial Services1,307462,47410,354872,47703,7356,55058,-607,-1078,-1686,-94,-167,-262,-98,726,629,-15,113,98,325983,48071,374053,50873,7502,58375
3,Capital Goods,115810,883,116693,17968,137,18105,-593,0,-593,-92,0,-92,773,0,773,121,0,121,134928,883,135811,21057,138,21195
4,Chemicals & Petrochemicals,37199,0,37199,5771,0,5771,-96,0,-96,-15,0,-15,-381,0,-381,-60,0,-60,36497,0,36497,5696,0,5696
5,Coal,10170,0,10170,1578,0,1578,21,0,21,3,0,3,-196,0,-196,-31,0,-31,9958,0,9958,1554,0,1554
6,Commercial Services & Supplies,6805,200,7005,1056,31,1087,147,0,147,23,0,23,104,0,104,16,0,16,6950,200,7150,1085,31,1116
7,Construction Materials,60054,649,60702,9317,101,9418,273,0,273,42,0,42,261,0,261,41,0,41,59214,649,59863,9241,101,9342
8,Consumer Durables,4088,0,4088,634,0,634,44,0,44,7,0,7,-58,0,-58,-9,0,-9,4093,0,4093,639,0,639
9,Diversified2,1838,0,1838,285,0,285,53,0,53,8,0,8,-4,0,-4,-1,0,-1,1797,0,1797,280,0,280
10,Diversified Consumer Services,257,0,257,40,0,40,2,0,2,0,0,0,0,0,0,0,0,0,254,0,254,40,0,40
11,"Food, Beverages & Tobacco",117949,89,118038,18300,14,18314,-100,0,-100,-16,0,-16,-65,0,-65,-10,0,-10,105521,89,105609,16468,14,16482
12,Forest Materials,1526,0,1526,237,0,237,-18,0,-18,-3,0,-3,21,0,21,3,0,3,1602,0,1602,250,0,250
13,General Industrials,20484,385,20869,3178,60,3238,63,0,63,10,0,10,110,0,110,17,0,17,20688,385,21073,3229,60,3289
14,Hardware Technology & Equipment,32,0,32,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,32,0,32,5,0,5
15,Healthcare Equipment & Supplies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Healthcare Services,10794,0,10794,1675,0,1675,-41,0,-41,-6,0,-6,202,0,202,32,0,32,10937,0,10937,1707,0,1707
17,"Hotels, Restaurants & Tourism",7405,125,7530,1149,19,1168,39,0,39,6,0,6,151,0,151,24,0,24,7907,125,8032,1234,20,1253
18,Household & Personal Products,86730,0,86730,13456,0,13456,-172,0,-172,-27,0,-27,14,0,14,2,0,2,88706,0,88706,13844,0,13844
19,Media,34154,724,34878,5299,112,5411,-90,-3,-93,-14,0,-14,202,-22,180,32,-3,28,35249,701,35951,5501,109,5611
20,Metals & Mining,47193,1516,48708,7322,235,7557,79,0,79,12,0,12,290,0,290,45,0,45,50149,1516,51665,7826,237,8063
21,Oil & Gas,164807,59,164866,25570,9,25579,832,0,832,129,0,129,606,0,606,95,0,95,185256,59,185315,28911,9,28921
22,Pharmaceuticals & Biotechnology,116827,0,116827,18126,0,18126,-267,0,-267,-41,0,-41,413,0,413,64,0,64,112276,0,112276,17522,0,17522
23,Realty,23380,528,23908,3627,82,3709,-94,0,-94,-15,0,-15,-1,23,23,0,4,4,23465,551,24016,3662,86,3748
24,Retailing,7269,0,7269,1128,0,1128,15,0,15,2,0,2,-15,0,-15,-2,0,-2,7064,0,7064,1102,0,1102
25,Software & Services,226132,0,226132,35084,0,35084,-1034,0,-1034,-160,0,-160,552,0,552,86,0,86,235702,0,235702,36784,0,36784
26,Telecom Services,38334,1979,40313,5948,307,6255,377,-53,324,58,-8,50,729,16,745,114,2,116,40300,1995,42295,6289,311,6601
27,Telecommunications Equipment,312,0,312,48,0,48,-1,0,-1,0,0,0,-6,0,-6,-1,0,-1,380,0,380,59,0,59
