0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on November 15, 2015","AUC as on November 15, 2015","AUC as on November 15, 2015","AUC as on November 15, 2015","AUC as on November 15, 2015","AUC as on November 15, 2015","Net Investment November 01-15, 2015","Net Investment November 01-15, 2015","Net Investment November 01-15, 2015","Net Investment November 01-15, 2015","Net Investment November 01-15, 2015","Net Investment November 01-15, 2015","Net Investment November 16-30, 2015","Net Investment November 16-30, 2015","Net Investment November 16-30, 2015","Net Investment November 16-30, 2015","Net Investment November 16-30, 2015","Net Investment November 16-30, 2015","AUC as on November 30, 2015","AUC as on November 30, 2015","AUC as on November 30, 2015","AUC as on November 30, 2015","AUC as on November 30, 2015","AUC as on November 30, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,116160,0,116160,17563,0,17563,38,0,38,6,0,6,2243,0,2243,336,0,336,122654,0,122654,18357,0,18357
2,Total Financial Services,386496,55069,441565,58437,8326,66763,-271,-1634,-1905,-41,-247,-288,-423,-1462,-1884,-63,-219,-282,396403,53571,449974,59329,8018,67346
2a,Banks,173288,2167,175454,26201,328,26528,-102,-18,-121,-15,-3,-18,-273,18,-256,-41,3,-38,178164,2180,180344,26665,326,26992
2b,Other Financial Services1,213208,52903,266110,32236,7999,40235,-169,-1616,-1785,-26,-244,-270,-149,-1479,-1629,-22,-221,-244,218240,51390,269630,32663,7691,40355
3,Capital Goods,104987,1492,106480,15874,226,16099,-632,1,-631,-96,0,-95,-126,-270,-396,-19,-40,-59,108737,1222,109960,16274,183,16457
4,Chemicals & Petrochemicals,22238,0,22238,3362,0,3362,-76,0,-76,-11,0,-11,-161,0,-161,-24,0,-24,22001,0,22001,3293,0,3293
5,Coal,19081,0,19081,2885,0,2885,-21,0,-21,-3,0,-3,148,0,148,22,0,22,18844,0,18844,2820,0,2820
6,Commercial Services & Supplies,4480,200,4680,677,30,708,-19,0,-19,-3,0,-3,-25,0,-25,-4,0,-4,4765,200,4965,713,30,743
7,Construction Materials,35175,880,36055,5318,133,5451,-306,-150,-456,-46,-23,-69,-395,0,-395,-59,0,-59,35745,880,36625,5350,132,5482
8,Consumer Durables,4505,0,4505,681,0,681,-3,0,-3,0,0,0,8,0,8,1,0,1,4808,0,4808,720,0,720
9,Diversified2,5194,0,5194,785,0,785,-56,0,-56,-8,0,-8,-58,0,-58,-9,0,-9,5405,0,5405,809,0,809
10,Diversified Consumer Services,456,0,456,69,0,69,-8,0,-8,-1,0,-1,-15,0,-15,-2,0,-2,361,0,361,54,0,54
11,"Food, Beverages & Tobacco",95100,0,95100,14379,0,14379,99,0,99,15,0,15,-464,0,-464,-70,0,-70,95449,0,95449,14286,0,14286
12,Forest Materials,1123,0,1123,170,0,170,3,0,3,0,0,0,-7,0,-7,-1,0,-1,1150,0,1150,172,0,172
13,General Industrials,14899,385,15284,2253,58,2311,64,0,64,10,0,10,29,0,29,4,0,4,14975,385,15360,2241,58,2299
14,Hardware Technology & Equipment,63,0,63,9,0,9,1,0,1,0,0,0,4,0,4,1,0,1,77,0,77,12,0,12
15,Healthcare Equipment & Supplies,50,0,50,8,0,8,0,0,0,0,0,0,-5,0,-5,-1,0,-1,46,0,46,7,0,7
16,Healthcare Services,8371,0,8371,1266,0,1266,7,0,7,1,0,1,-3,0,-3,0,0,0,8813,0,8813,1319,0,1319
