0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on May 15, 2013","AUC  as on May 15, 2013","AUC  as on May 15, 2013","AUC  as on May 15, 2013","AUC  as on May 15, 2013","AUC  as on May 15, 2013","Net  Investment  May 1-15, 2013","Net  Investment  May 1-15, 2013","Net  Investment  May 1-15, 2013","Net  Investment  May 1-15, 2013","Net  Investment  May 1-15, 2013","Net  Investment  May 1-15, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","Net  Investment  May 16-31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013","AUC  as on May 31, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,63314,0,63314,11557,0,11557,294,0,294,54,0,54,45,0,45,8,0,8,62063,0,62063,10985,0,10985
2,Total Financial Services,385666,42133,427800,70398,7691,78089,2786,1410,4197,509,257,766,3560,20,3580,630,4,634,375542,42167,417709,66473,7464,73936
2a,Banks,232828,130,232959,42500,24,42523,2258,0,2258,412,0,412,2076,43,2119,367,8,375,225362,169,225531,39890,30,39920
2b,Other Financial Services1,152838,42003,194841,27899,7667,35566,529,1410,1939,97,257,354,1484,-23,1461,263,-4,259,150180,41998,192178,26582,7434,34016
3,Capital Goods,68660,656,69315,12533,120,12653,394,201,596,72,37,109,863,0,863,153,0,153,67267,656,67923,11907,116,12023
4,Chemicals & Petrochemicals,9152,4,9157,1671,1,1671,198,0,198,36,0,36,367,0,367,65,0,65,9271,4,9275,1641,1,1642
5,Coal,10816,0,10816,1974,0,1974,95,0,95,17,0,17,130,0,130,23,0,23,11773,0,11773,2084,0,2084
6,Commercial Services & Supplies,6630,0,6630,1210,0,1210,36,0,36,7,0,7,384,0,384,68,0,68,6592,0,6592,1167,0,1167
7,Construction Materials,28198,0,28198,5147,0,5147,92,0,92,17,0,17,-61,0,-61,-11,0,-11,27103,0,27103,4797,0,4797
8,Consumer Durables,12388,0,12388,2261,0,2261,132,0,132,24,0,24,109,0,109,19,0,19,12527,0,12527,2217,0,2217
9,Diversified2,2484,0,2484,453,0,453,27,0,27,5,0,5,59,0,59,10,0,10,2483,0,2483,440,0,440
10,Diversified Consumer Services,333,0,333,61,0,61,0,0,0,0,0,0,-1,0,-1,0,0,0,272,0,272,48,0,48
11,"Food, Beverages & Tobacco",88564,100,88664,16166,18,16184,511,0,511,93,0,93,531,0,531,94,0,94,90264,100,90364,15977,18,15995
12,Forest Materials,423,0,423,77,0,77,1,0,1,0,0,0,0,0,0,0,0,0,434,0,434,77,0,77
13,General Industrials,6163,0,6163,1125,0,1125,4,0,4,1,0,1,57,0,57,10,0,10,6298,0,6298,1115,0,1115
14,Hardware Technology & Equipment,209,0,209,38,0,38,0,0,0,0,0,0,1,0,1,0,0,0,197,0,197,35,0,35
