0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on March 31, 2017","AUC as on March 31, 2017","AUC as on March 31, 2017","AUC as on March 31, 2017","AUC as on March 31, 2017","AUC as on March 31, 2017","Net Investment March 16-31, 2017","Net Investment March 16-31, 2017","Net Investment March 16-31, 2017","Net Investment March 16-31, 2017","Net Investment March 16-31, 2017","Net Investment March 16-31, 2017","Net Investment April 01-15, 2017","Net Investment April 01-15, 2017","Net Investment April 01-15, 2017","Net Investment April 01-15, 2017","Net Investment April 01-15, 2017","Net Investment April 01-15, 2017","AUC as on April 15, 2017","AUC as on April 15, 2017","AUC as on April 15, 2017","AUC as on April 15, 2017","AUC as on April 15, 2017","AUC as on April 15, 2017"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,151083,317,151401,23301,49,23350,253,0,253,39,0,39,-296,0,-296,-46,0,-46,152151,317,152468,23657,49,23706
2,Total Financial Services,546654,39101,585755,84310,6030,90340,3403,3137,6540,525,484,1009,3728,1221,4949,580,190,770,552553,40485,593037,85911,6295,92206
2a,Banks,268114,4191,272305,41351,646,41997,975,319,1295,150,49,200,3837,253,4090,597,39,636,273169,4436,277605,42473,690,43162
2b,Other Financial Services1,278540,34910,313450,42959,5384,48343,2428,2818,5245,374,435,809,-109,968,859,-17,151,134,279384,36048,315432,43439,5605,49044
3,Capital Goods,124392,847,125240,19185,131,19316,736,0,736,114,0,114,503,0,503,78,0,78,127296,847,128143,19792,132,19924
4,Chemicals & Petrochemicals,32594,0,32594,5027,0,5027,-246,0,-246,-38,0,-38,-335,0,-335,-52,0,-52,32600,0,32600,5069,0,5069
5,Coal,11945,0,11945,1842,0,1842,-480,0,-480,-74,0,-74,22,0,22,3,0,3,11843,0,11843,1841,0,1841
