0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","AUC as on April 30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment April 16-30, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","Net Investment May 01-15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023","AUC as on May 15, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,274514,19,11,0,274544,33566,2,2,0,33570,728,0,0,0,728,89,0,0,0,89,4705,0,0,0,4705,572,0,0,0,572,296814,19,11,0,296844,36072,2,2,0,36076
2,Capital Goods,145019,390,0,0,145409,17732,48,0,0,17780,1205,0,0,0,1205,147,0,0,0,147,1153,-11,0,0,1142,140,-2,0,0,138,153117,380,0,0,153497,18608,47,0,0,18655
3,Chemicals,100399,0,0,0,100399,12276,0,0,0,12276,186,0,0,0,186,23,0,0,0,23,688,0,0,0,688,84,0,0,0,84,99955,0,0,0,99955,12147,0,0,0,12147
4,Construction,89669,605,2178,0,92452,10964,74,266,0,11304,317,0,0,0,317,39,0,0,0,39,-181,0,0,0,-181,-22,0,0,0,-22,85575,605,2178,0,88358,10400,73,265,0,10738
5,Construction Materials,83464,992,847,0,85303,10206,121,104,0,10431,225,25,-7,0,243,28,3,-1,0,30,607,-19,0,0,588,74,-2,0,0,72,85809,1025,915,0,87749,10428,125,111,0,10664
6,Consumer Durables,153231,0,0,0,153231,18736,0,0,0,18736,-195,0,0,0,-195,-24,0,0,0,-24,240,0,0,0,240,29,0,0,0,29,161680,0,0,0,161680,19649,0,0,0,19649
7,Consumer Services,110577,359,495,0,111431,13521,44,60,0,13625,-68,0,0,0,-68,-8,0,0,0,-8,934,0,0,0,934,114,0,0,0,114,114962,359,495,0,115816,13971,44,60,0,14075
8,Diversified,2987,191,0,0,3178,365,23,0,0,388,34,0,0,0,34,4,0,0,0,4,-22,0,0,0,-22,-3,0,0,0,-3,3097,191,0,0,3288,376,23,0,0,399
