0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","AUC as on September 30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment September 16-30, 2016","Net Investment October 01-15, 2016","Net Investment October 01-15, 2016","Net Investment October 01-15, 2016","Net Investment October 01-15, 2016","Net Investment October 01-15, 2016","Net Investment October 01-15, 2016","AUC as on October 15, 2016","AUC as on October 15, 2016","AUC as on October 15, 2016","AUC as on October 15, 2016","AUC as on October 15, 2016","AUC as on October 15, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,149496,317,149813,22427,48,22474,1836,0,1836,275,0,275,488,0,488,73,0,73,151794,317,152111,22707,47,22755
2,Total Financial Services,470944,39002,509946,70649,5851,76500,2658,210,2868,399,32,430,319,-2954,-2635,48,-442,-394,470017,37233,507249,70311,5570,75881
2a,Banks,218627,2590,221217,32798,388,33186,2546,219,2766,382,33,415,-298,379,81,-45,57,12,221632,2945,224577,33155,441,33595
2b,Other Financial Services1,252317,36412,288729,37852,5462,43314,112,-9,102,17,-1,15,617,-3333,-2716,92,-499,-406,248385,34287,282672,37157,5129,42286
3,Capital Goods,127832,848,128680,19177,127,19304,97,0,97,15,0,15,-403,0,-403,-60,0,-60,130532,848,131380,19527,127,19654
4,Chemicals & Petrochemicals,31083,0,31083,4663,0,4663,-158,0,-158,-24,0,-24,36,0,36,5,0,5,32115,0,32115,4804,0,4804
5,Coal,15967,0,15967,2395,0,2395,-111,0,-111,-17,0,-17,-227,0,-227,-34,0,-34,15282,0,15282,2286,0,2286
6,Commercial Services & Supplies,4742,200,4942,711,30,741,-16,0,-16,-2,0,-2,-168,0,-168,-25,0,-25,4657,200,4857,697,30,727
7,Construction Materials,54031,899,54930,8106,135,8240,-25,50,26,-4,8,4,-82,0,-82,-12,0,-12,55701,899,56600,8332,134,8467
8,Consumer Durables,6500,0,6500,975,0,975,18,0,18,3,0,3,-65,0,-65,-10,0,-10,3624,0,3624,542,0,542
9,Diversified2,3855,0,3855,578,0,578,19,0,19,3,0,3,-3,0,-3,0,0,0,3946,0,3946,590,0,590
10,Diversified Consumer Services,240,0,240,36,0,36,-5,0,-5,-1,0,-1,-3,0,-3,0,0,0,242,0,242,36,0,36
11,"Food, Beverages & Tobacco",96045,89,96134,14408,13,14422,-31,8,-23,-5,1,-3,-292,0,-292,-44,0,-44,96189,89,96278,14389,13,14402
12,Forest Materials,1191,0,1191,179,0,179,7,0,7,1,0,1,-10,0,-10,-1,0,-1,1270,0,1270,190,0,190
