0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 16-29, 2016","Net Investment February 16-29, 2016","Net Investment February 16-29, 2016","Net Investment February 16-29, 2016","Net Investment February 16-29, 2016","Net Investment February 16-29, 2016","AUC as on February 29, 2016","AUC as on February 29, 2016","AUC as on February 29, 2016","AUC as on February 29, 2016","AUC as on February 29, 2016","AUC as on February 29, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,108916,270,109185,15985,40,16025,-302,0,-302,-44,0,-44,-992,0,-992,-145,0,-145,103123,270,103393,15029,39,15068
2,Total Financial Services,353425,50382,403807,51871,7394,59266,-208,-770,-978,-30,-113,-144,-1743,-694,-2437,-254,-101,-355,345909,49691,395599,50412,7242,57654
2a,Banks,159527,2110,161637,23413,310,23723,-68,-86,-155,-10,-13,-23,-633,46,-587,-92,7,-86,157901,2151,160052,23012,314,23326
2b,Other Financial Services1,193898,48272,242171,28458,7085,35543,-139,-684,-823,-20,-100,-121,-1110,-740,-1850,-162,-108,-270,188008,47539,235548,27400,6928,34328
3,Capital Goods,87711,877,88589,12873,129,13002,-609,-33,-642,-89,-5,-94,-582,0,-582,-85,0,-85,83130,877,84008,12115,128,12243
4,Chemicals & Petrochemicals,19884,0,19884,2918,0,2918,74,0,74,11,0,11,80,0,80,12,0,12,19012,0,19012,2771,0,2771
5,Coal,17539,0,17539,2574,0,2574,-20,0,-20,-3,0,-3,85,0,85,12,0,12,16934,0,16934,2468,0,2468
6,Commercial Services & Supplies,3909,200,4109,574,29,603,86,0,86,13,0,13,-33,0,-33,-5,0,-5,3649,200,3849,532,29,561
7,Construction Materials,33853,980,34833,4969,144,5112,110,0,110,16,0,16,24,0,24,4,0,4,32772,980,33752,4776,143,4919
8,Consumer Durables,4385,0,4385,644,0,644,-1,0,-1,0,0,0,32,0,32,5,0,5,4309,0,4309,628,0,628
9,Diversified2,2796,0,2796,410,0,410,7,0,7,1,0,1,-35,0,-35,-5,0,-5,2608,0,2608,380,0,380
10,Diversified Consumer Services,284,0,284,42,0,42,3,0,3,0,0,0,16,0,16,2,0,2,270,0,270,39,0,39
11,"Food, Beverages & Tobacco",80813,50,80864,11861,7,11868,-448,0,-448,-66,0,-66,-670,0,-670,-98,0,-98,79795,50,79846,11629,7,11637
12,Forest Materials,719,0,719,106,0,106,4,0,4,1,0,1,3,0,3,0,0,0,690,0,690,101,0,101
13,General Industrials,11684,385,12069,1715,57,1771,-104,0,-104,-15,0,-15,832,0,832,121,0,121,12055,385,12440,1757,56,1813
14,Hardware Technology & Equipment,29,0,29,4,0,4,-9,0,-9,-1,0,-1,0,0,0,0,0,0,27,0,27,4,0,4
15,Healthcare Equipment & Supplies,8,0,8,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,7,0,7,1,0,1
16,Healthcare Services,9773,0,9773,1434,0,1434,69,0,69,10,0,10,47,0,47,7,0,7,10013,0,10013,1459,0,1459
17,"Hotels, Restaurants & Tourism",5636,125,5761,827,18,845,-47,0,-47,-7,0,-7,-87,0,-87,-13,0,-13,5264,125,5389,767,18,785
18,Household & Personal Products,65904,0,65904,9673,0,9673,168,0,168,25,0,25,84,0,84,12,0,12,65722,0,65722,9578,0,9578
19,Media,26112,780,26893,3832,115,3947,76,-13,63,11,-2,9,-117,1,-116,-17,0,-17,25040,780,25820,3649,114,3763
20,Metals & Mining,19036,905,19941,2794,133,2927,-98,-15,-113,-14,-2,-17,-15,-58,-73,-2,-8,-11,18979,848,19827,2766,124,2889
21,Oil & Gas,92402,224,92626,13562,33,13594,-180,0,-180,-26,0,-26,-119,0,-119,-17,0,-17,92519,223,92743,13484,33,13516
22,Pharmaceuticals & Biotechnology,156724,0,156724,23002,0,23002,-239,0,-239,-35,0,-35,-525,0,-525,-76,0,-76,154808,0,154808,22561,0,22561
23,Realty,11317,295,11612,1661,43,1704,-11,0,-11,-2,0,-2,-62,0,-62,-9,0,-9,10673,295,10967,1555,43,1598
24,Retailing,6565,0,6565,964,0,964,69,0,69,10,0,10,125,0,125,18,0,18,6451,0,6451,940,0,940
25,Software & Services,242427,0,242427,35580,0,35580,1115,0,1115,164,0,164,-551,0,-551,-80,0,-80,237205,0,237205,34570,0,34570
26,Telecom Services,35056,3243,38300,5145,476,5621,-314,0,-314,-46,0,-46,-403,-15,-417,-59,-2,-61,34153,3228,37381,4977,470,5448
27,Telecommunications Equipment,249,0,249,36,0,36,6,0,6,1,0,1,2,0,2,0,0,0,235,0,235,34,0,34
28,"Textiles, Apparels & Accessories",28416,0,28416,4171,0,4171,212,0,212,31,0,31,22,0,22,3,0,3,26377,0,26377,3844,0,3844
29,Transportation,28394,720,29115,4167,106,4273,-124,0,-124,-18,0,-18,-31,0,-31,-5,0,-5,28196,720,28916,4109,105,4214
29 a,Airlines,406,699,1105,60,103,162,-44,0,-44,-7,0,-7,-30,0,-30,-4,0,-4,333,699,1032,49,102,150
29 b,Logistics,2787,1,2788,409,0,409,-2,0,-2,0,0,0,7,0,7,1,0,1,2580,1,2582,376,0,376
29 c,Marine Port & Services,15182,0,15182,2228,0,2228,-32,0,-32,-5,0,-5,21,0,21,3,0,3,15393,0,15393,2243,0,2243
29 d,Roads & Highways,2528,20,2548,371,3,374,-7,0,-7,-1,0,-1,-16,0,-16,-2,0,-2,2489,20,2509,363,3,366
29 e,Shipping,1208,0,1208,177,0,177,20,0,20,3,0,3,6,0,6,1,0,1,1136,0,1136,166,0,166
29 f,Surface Transportation,43,0,43,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,6,0,6
29 g,Transport Related Services,6240,0,6240,916,0,916,-59,0,-59,-9,0,-9,-19,0,-19,-3,0,-3,6221,0,6221,907,0,907
30,Utilities3,57410,7652,65063,8426,1123,9549,117,-204,-87,17,-30,-13,801,-81,720,117,-12,105,54925,7547,62472,8005,1100,9105
31,Sovereign,0,175772,175772,0,25798,25798,0,1622,1622,0,238,238,0,-3301,-3301,0,-481,-481,0,173313,173313,0,25258,25258
