0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","AUC as on March 15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 01-15, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","Net Investment March 16-31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023","AUC as on March 31, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,254734,0,10,0,254744,30879,0,2,0,30881,3134,0,0,0,3134,380,0,0,0,380,-439,0,0,0,-439,-53,0,0,0,-53,252949,19,10,0,252978,30766,2,2,0,30770
2,Capital Goods,134467,402,0,0,134869,16300,48,0,0,16348,776,0,0,0,776,94,0,0,0,94,1731,0,0,0,1731,211,0,0,0,211,136503,402,0,0,136905,16603,49,0,0,16652
3,Chemicals,92805,0,0,0,92805,11250,0,0,0,11250,-126,0,0,0,-126,-15,0,0,0,-15,406,0,0,0,406,49,0,0,0,49,94397,0,0,0,94397,11481,0,0,0,11481
4,Construction,80682,605,2178,0,83465,9780,73,264,0,10117,1105,-18,0,0,1087,134,-2,0,0,132,1119,0,0,0,1119,136,0,0,0,136,81404,605,2178,0,84187,9901,74,265,0,10240
5,Construction Materials,77233,983,947,0,79163,9362,119,115,0,9596,283,0,0,0,283,34,0,0,0,34,1140,-6,-3,0,1131,139,-1,0,0,138,82424,980,854,0,84258,10025,119,104,0,10248
6,Consumer Durables,147908,0,0,0,147908,17929,0,0,0,17929,-589,0,0,0,-589,-71,0,0,0,-71,850,0,0,0,850,103,0,0,0,103,148719,0,0,0,148719,18089,0,0,0,18089
7,Consumer Services,101126,419,495,0,102040,12258,51,60,0,12369,-58,0,0,0,-58,-7,0,0,0,-7,168,0,0,0,168,20,0,0,0,20,103435,419,495,0,104349,12581,51,60,0,12692
