0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","AUC as on May 15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 01-15, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,105136,317,0,0,105453,13914,42,0,0,13956,-265,0,0,0,-265,-35,0,0,0,-35,-130,0,0,0,-130,-17,0,0,0,-17,114592,317,0,0,114909,15150,42,0,0,15192
2,Total Financial Services,702716,33235,7349,0,743300,92997,4398,972,0,98367,-2493,-472,211,3,-2751,-330,-62,28,0,-364,-4504,749,598,7,-3150,-595,99,79,1,-416,706390,34116,8070,8753,757329,93392,4510,1067,1157,100126
2a,Banks,406046,7731,0,0,413777,53736,1023,0,0,54759,-1134,-134,0,0,-1268,-150,-18,0,0,-168,-2117,-50,0,0,-2167,-280,-7,0,0,-287,415061,7533,0,0,422594,54875,996,0,0,55871
2b,Other Financial Services1,296670,25504,7349,0,329523,39261,3375,972,0,43608,-1360,-338,211,3,-1484,-180,-45,28,0,-197,-2387,799,598,7,-983,-316,106,79,1,-130,291329,26583,8070,8753,334735,38517,3515,1067,1157,44256
3,Capital Goods,62313,428,0,0,62741,8246,57,0,0,8303,-144,0,0,0,-144,-19,0,0,0,-19,-45,0,0,0,-45,-6,0,0,0,-6,64759,428,0,0,65187,8562,57,0,0,8619
4,Chemicals & Petrochemicals,33465,0,310,0,33775,4429,0,41,0,4470,-299,0,0,0,-299,-40,0,0,0,-40,-115,0,0,0,-115,-15,0,0,0,-15,35099,0,310,0,35409,4640,0,41,0,4681
5,Coal,6437,0,0,0,6437,852,0,0,0,852,28,0,0,0,28,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7005,0,0,0,7005,926,0,0,0,926
