0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","AUC as on March 31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment March 16-31, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","Net Investment April 01-15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022","AUC as on April 15, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,183254,0,0,0,183254,24174,0,0,0,24174,-857,0,0,0,-857,-113,0,0,0,-113,680,0,0,0,680,89,0,0,0,89,187788,0,0,0,187788,24636,0,0,0,24636
2,Total Financial Services,1366611,16218,6640,0,1389469,180275,2139,876,0,183290,-3370,-281,-355,0,-4006,-445,-37,-47,0,-529,-3264,-199,-5,0,-3468,-428,-26,-1,0,-455,1397008,16018,6636,0,1419662,183275,2101,871,0,186247
2a,Banks,797471,3935,418,0,801824,105197,519,55,0,105771,-2907,-21,-99,0,-3027,-383,-3,-13,0,-399,-2416,-59,0,0,-2475,-317,-8,0,0,-325,820536,3876,419,0,824831,107647,509,55,0,108211
2b,Other Financial Services1,569140,12282,6222,0,587644,75077,1620,821,0,77518,-463,-260,-256,0,-979,-61,-34,-34,0,-129,-848,-140,-5,0,-993,-111,-18,-1,0,-130,576473,12142,6217,0,594832,75628,1593,816,0,78037
3,Capital Goods,142313,255,60,0,142628,18773,34,8,0,18815,-254,0,0,0,-254,-33,0,0,0,-33,-1655,0,0,0,-1655,-217,0,0,0,-217,146080,255,60,0,146395,19164,34,8,0,19206
4,Chemicals & Petrochemicals,86729,0,0,0,86729,11441,0,0,0,11441,1186,0,0,0,1186,157,0,0,0,157,77,0,0,0,77,10,0,0,0,10,88596,0,0,0,88596,11623,0,0,0,11623
5,Coal,8004,0,0,0,8004,1056,0,0,0,1056,106,0,0,0,106,14,0,0,0,14,-235,0,0,0,-235,-31,0,0,0,-31,7953,0,0,0,7953,1043,0,0,0,1043
6,Commercial Services & Supplies,44103,0,0,0,44103,5818,0,0,0,5818,-34,0,0,0,-34,-4,0,0,0,-4,54,0,0,0,54,7,0,0,0,7,48340,0,0,0,48340,6342,0,0,0,6342
7,Construction Materials,76120,1202,795,0,78117,10041,159,105,0,10305,-918,0,0,0,-918,-121,0,0,0,-121,268,75,0,0,343,35,10,0,0,45,81101,1277,795,0,83173,10640,167,104,0,10911
8,Consumer Durables,124693,0,0,0,124693,16449,0,0,0,16449,-71,0,0,0,-71,-9,0,0,0,-9,119,0,0,0,119,16,0,0,0,16,128255,0,0,0,128255,16826,0,0,0,16826
9,Diversified2,16559,0,0,0,16559,2184,0,0,0,2184,172,0,0,0,172,23,0,0,0,23,142,0,0,0,142,19,0,0,0,19,16370,0,0,0,16370,2148,0,0,0,2148
10,Diversified Consumer Services,6760,0,0,0,6760,892,0,0,0,892,56,0,0,0,56,7,0,0,0,7,27,0,0,0,27,4,0,0,0,4,6647,0,0,0,6647,872,0,0,0,872
11,Food & Drugs Retailing,365,0,0,0,365,48,0,0,0,48,18,0,0,0,18,2,0,0,0,2,-1,0,0,0,-1,0,0,0,0,0,353,0,0,0,353,46,0,0,0,46
12,"Food, Beverages & Tobacco",127877,612,128,0,128617,16869,81,17,0,16967,2015,49,-92,0,1972,266,7,-12,0,261,932,0,25,0,957,123,0,3,0,126,136360,612,153,0,137125,17889,80,20,0,17989
