0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on November 15, 2018","AUC as on November 15, 2018","AUC as on November 15, 2018","AUC as on November 15, 2018","AUC as on November 15, 2018","AUC as on November 15, 2018","AUC as on November 15, 2018","AUC as on November 15, 2018","Net Investment November 01-15, 2018","Net Investment November 01-15, 2018","Net Investment November 01-15, 2018","Net Investment November 01-15, 2018","Net Investment November 01-15, 2018","Net Investment November 01-15, 2018","Net Investment November 01-15, 2018","Net Investment November 01-15, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,174013,317,0,174330,24115,44,0,24159,407,0,0,407,56,0,0,56,19,0,0,19,3,0,0,3,177753,317,0,178070,25518,46,0,25564
2,Total Financial Services,914198,52528,2104,968830,126690,7279,292,134261,36,201,4,241,5,28,1,34,1585,348,0,1933,228,50,0,278,942882,52272,2080,997234,135360,7504,299,143163
2a,Banks,524673,6461,0,531134,72710,895,0,73605,-1765,51,0,-1714,-245,7,0,-238,868,-102,0,766,125,-15,0,110,539990,6379,0,546369,77521,916,0,78437
2b,Other Financial Services1,389524,46068,2104,437696,53981,6384,292,60657,1800,150,4,1954,249,21,1,271,717,450,0,1167,103,65,0,168,402892,45893,2080,450865,57839,6588,299,64726
3,Capital Goods,101140,383,0,101523,14016,53,0,14069,349,0,0,349,48,0,0,48,309,0,0,309,44,0,0,44,102027,383,0,102410,14647,55,0,14702
4,Chemicals & Petrochemicals,38248,0,0,38248,5300,0,0,5300,215,0,0,215,30,0,0,30,192,0,0,192,28,0,0,28,38708,0,0,38708,5557,0,0,5557
5,Coal,10035,0,0,10035,1391,0,0,1391,693,0,0,693,96,0,0,96,-171,0,0,-171,-25,0,0,-25,9285,0,0,9285,1333,0,0,1333
6,Commercial Services & Supplies,8249,200,0,8449,1143,28,0,1171,30,0,0,30,4,0,0,4,11,0,0,11,2,0,0,2,7795,200,0,7995,1119,29,0,1148
