0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","AUC as on July 15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 01-15, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","Net Investment July 16-31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021","AUC as on July 31, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,199211,317,0,0,199528,26733,43,0,0,26776,-748,0,0,0,-748,-100,0,0,0,-100,-1503,0,0,0,-1503,-202,0,0,0,-202,191015,317,0,0,191332,25679,43,0,0,25722
2,Total Financial Services,1450942,22346,10701,0,1483989,194708,2999,1436,0,199143,-4150,-334,-294,0,-4778,-557,-45,-39,0,-641,-6617,96,-483,-37,-7041,-890,13,-65,-5,-947,1396742,22786,10225,15811,1445564,187767,3063,1375,2126,194331
2a,Banks,843662,5967,106,0,849735,113215,801,14,0,114030,-2430,-40,0,0,-2470,-326,-5,0,0,-331,-4911,0,-25,0,-4936,-660,0,-3,0,-663,802059,5968,81,0,808108,107822,802,11,0,108635
2b,Other Financial Services1,607281,16379,10595,0,634255,81494,2198,1422,0,85114,-1720,-295,-294,0,-2309,-231,-40,-39,0,-310,-1706,96,-458,-37,-2105,-229,13,-62,-5,-283,594683,16818,10144,15811,637456,79944,2261,1364,2126,85695
3,Capital Goods,153963,93,10,0,154066,20661,12,1,0,20674,-372,-52,0,0,-424,-50,-7,0,0,-57,421,-5,-30,0,386,57,-1,-4,0,52,150962,233,100,0,151295,20294,31,13,0,20338
4,Chemicals & Petrochemicals,82318,15,170,0,82503,11047,2,23,0,11072,-86,0,0,0,-86,-12,0,0,0,-12,-97,0,0,0,-97,-13,0,0,0,-13,82703,15,170,0,82888,11118,2,23,0,11143
5,Coal,5942,0,0,0,5942,797,0,0,0,797,-73,0,0,0,-73,-10,0,0,0,-10,71,0,0,0,71,10,0,0,0,10,5865,0,0,0,5865,788,0,0,0,788
6,Commercial Services & Supplies,37754,0,0,0,37754,5066,0,0,0,5066,-205,0,0,0,-205,-27,0,0,0,-27,12,0,0,0,12,2,0,0,0,2,37887,0,0,0,37887,5093,0,0,0,5093
7,Construction Materials,97012,479,150,0,97641,13018,64,20,0,13102,-373,-21,0,0,-394,-50,-3,0,0,-53,-244,0,0,0,-244,-33,0,0,0,-33,100142,479,150,0,100771,13462,64,20,0,13546
8,Consumer Durables,125538,0,0,0,125538,16847,0,0,0,16847,1033,0,0,0,1033,139,0,0,0,139,542,0,0,0,542,73,0,0,0,73,128050,0,0,0,128050,17214,0,0,0,17214
9,Diversified2,12031,1149,535,0,13715,1615,154,72,0,1841,75,0,0,0,75,10,0,0,0,10,68,0,0,0,68,9,0,0,0,9,13507,1149,535,0,15191,1816,154,72,0,2042
10,Diversified Consumer Services,3405,0,0,0,3405,457,0,0,0,457,12,0,0,0,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3648,0,0,0,3648,490,0,0,0,490
11,Food & Drugs Retailing,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,0,0,0,1
12,"Food, Beverages & Tobacco",116742,541,0,0,117283,15666,73,0,0,15739,-426,-2,0,0,-428,-57,0,0,0,-57,-1111,-86,0,0,-1197,-149,-12,0,0,-161,114964,467,0,0,115431,15455,63,0,0,15518
13,Forest Materials,1913,335,79,0,2327,257,45,11,0,313,-18,0,0,0,-18,-2,0,0,0,-2,3,0,0,0,3,0,0,0,0,0,2076,335,79,0,2490,279,45,11,0,335
14,General Industrials,37127,55,0,0,37182,4982,7,0,0,4989,122,0,0,0,122,16,0,0,0,16,-42,0,0,0,-42,-6,0,0,0,-6,37741,55,0,0,37796,5074,7,0,0,5081
15,Hardware Technology & Equipment,36,0,0,0,36,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,5,0,0,0,5
16,Healthcare Equipment & Supplies,1414,0,0,0,1414,190,0,0,0,190,7,0,0,0,7,1,0,0,0,1,19,0,0,0,19,3,0,0,0,3,1451,0,0,0,1451,195,0,0,0,195
17,Healthcare Services,53982,0,0,0,53982,7244,0,0,0,7244,243,0,0,0,243,33,0,0,0,33,-48,0,0,0,-48,-6,0,0,0,-6,56871,0,0,0,56871,7645,0,0,0,7645
18,"Hotels, Restaurants & Tourism",26371,100,0,0,26471,3539,13,0,0,3552,-33,0,0,0,-33,-4,0,0,0,-4,24,0,100,0,124,3,0,13,0,16,30167,100,100,0,30367,4055,13,13,0,4081
19,Household & Personal Products,166065,0,0,0,166065,22285,0,0,0,22285,219,0,0,0,219,29,0,0,0,29,292,0,0,0,292,39,0,0,0,39,165211,0,0,0,165211,22210,0,0,0,22210
20,Insurance,116095,95,0,0,116190,15579,13,0,0,15592,-339,0,0,0,-339,-46,0,0,0,-46,-313,0,0,0,-313,-42,0,0,0,-42,115366,95,0,0,115461,15509,13,0,0,15522
21,Media,20656,55,195,0,20906,2772,7,26,0,2805,-41,0,0,0,-41,-5,0,0,0,-5,-51,0,0,0,-51,-7,0,0,0,-7,19776,55,195,0,20026,2659,7,26,0,2692
22,Metals & Mining,104700,374,0,0,105074,14050,50,0,0,14100,1623,0,-25,0,1598,218,0,-3,0,215,55,-10,0,0,45,7,-1,0,0,6,115448,363,0,0,115811,15520,49,0,0,15569
23,Oil & Gas,402535,794,117,0,403446,54018,107,16,0,54141,392,-36,0,0,356,53,-5,0,0,48,-4,-16,52,0,32,-1,-2,7,0,4,394264,779,167,0,395210,53002,105,23,0,53130
24,Pharmaceuticals & Biotechnology,183285,0,0,0,183285,24596,0,0,0,24596,98,0,0,0,98,13,0,0,0,13,-542,0,0,0,-542,-73,0,0,0,-73,180700,0,0,0,180700,24292,0,0,0,24292
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Realty,50105,121,104,0,50330,6724,16,14,0,6754,-78,0,0,0,-78,-10,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,50794,121,98,0,51013,6828,16,13,0,6857
27,Retailing,65349,105,0,0,65454,8769,14,0,0,8783,-36,0,0,0,-36,-5,0,0,0,-5,5491,0,0,0,5491,738,0,0,0,738,76012,105,0,0,76117,10218,14,0,0,10232
28,Software & Services,619169,0,340,0,619509,83089,0,46,0,83135,-1900,0,0,0,-1900,-255,0,0,0,-255,-1559,0,0,0,-1559,-210,0,0,0,-210,625884,0,340,0,626224,84139,0,46,0,84185
29,Telecom Services,84009,217,0,0,84226,11274,29,0,0,11303,-461,0,0,0,-461,-62,0,0,0,-62,48,0,0,0,48,6,0,0,0,6,87189,217,0,0,87406,11721,29,0,0,11750
30,Telecommunications Equipment,304,0,0,0,304,41,0,0,0,41,-6,0,0,0,-6,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,306,0,0,0,306,41,0,0,0,41
31,"Textiles, Apparels & Accessories",50600,0,0,0,50600,6790,0,0,0,6790,430,0,0,0,430,58,0,0,0,58,293,0,0,0,293,39,0,0,0,39,51330,0,0,0,51330,6900,0,0,0,6900
32,Transportation,59291,1399,2928,0,63618,7957,188,393,0,8538,-381,0,0,0,-381,-51,0,0,0,-51,-563,0,0,0,-563,-76,0,0,0,-76,55869,1399,2928,0,60196,7511,188,394,0,8093
32 a,Airlines,13635,699,0,0,14334,1830,94,0,0,1924,20,0,0,0,20,3,0,0,0,3,-50,0,0,0,-50,-7,0,0,0,-7,12255,699,0,0,12954,1647,94,0,0,1741
32 b,Logistics,2857,0,0,0,2857,383,0,0,0,383,30,0,0,0,30,4,0,0,0,4,-65,0,0,0,-65,-9,0,0,0,-9,3154,0,0,0,3154,424,0,0,0,424
32 c,Marine Port & Services,23535,150,0,0,23685,3158,20,0,0,3178,-276,0,0,0,-276,-37,0,0,0,-37,-296,0,0,0,-296,-40,0,0,0,-40,22319,150,0,0,22469,3000,20,0,0,3020
32 d,Roads & Highways,2744,550,2928,0,6222,368,74,393,0,835,-12,0,0,0,-12,-2,0,0,0,-2,-41,0,0,0,-41,-5,0,0,0,-5,2631,550,2928,0,6109,354,74,394,0,822
32 e,Shipping,1472,0,0,0,1472,198,0,0,0,198,-18,0,0,0,-18,-2,0,0,0,-2,-33,0,0,0,-33,-4,0,0,0,-4,1295,0,0,0,1295,174,0,0,0,174
32 f,Surface Transportation,88,0,0,0,88,12,0,0,0,12,-2,0,0,0,-2,0,0,0,0,0,-3,0,0,0,-3,0,0,0,0,0,88,0,0,0,88,12,0,0,0,12
32 g,Transport Related Services,10176,0,0,0,10176,1366,0,0,0,1366,-131,0,0,0,-131,-18,0,0,0,-18,-49,0,0,0,-49,-7,0,0,0,-7,9755,0,0,0,9755,1311,0,0,0,1311
32 h,Airport Services,4785,0,0,0,4785,642,0,0,0,642,9,0,0,0,9,1,0,0,0,1,-26,0,0,0,-26,-3,0,0,0,-3,4372,0,0,0,4372,588,0,0,0,588
33,Utilities3,120599,1694,250,0,122543,16184,227,34,0,16445,-215,-108,0,0,-323,-29,-15,0,0,-44,-780,-47,0,0,-827,-105,-6,0,0,-111,109509,1677,250,0,111436,14722,225,34,0,14981
34,Sovereign,0,145206,3598,0,148804,0,19486,483,0,19969,0,408,339,0,747,0,55,46,0,101,0,-880,486,0,-394,0,-118,65,0,-53,0,143616,4097,0,147713,0,19307,551,0,19858
35,Others4,28140,87586,93042,29159,237927,3776,11754,12486,3913,31929,789,-21,2289,-31,3026,106,-3,307,-4,406,-273,333,2384,-69,2375,-37,45,320,-9,319,27929,87861,95406,13711,224907,3755,11811,12826,1843,30235
,Grand Total,4476607,263077,112220,29159,4881063,600736,35303,15059,3913,655011,-4898,-165,2310,-31,-2784,-657,-22,310,-4,-373,-6411,-617,2507,-107,-4628,-862,-83,337,-14,-622,4429417,262226,114841,29523,4836007,595455,35252,15438,3969,650114
