0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on January 15, 2018","AUC as on January 15, 2018","AUC as on January 15, 2018","AUC as on January 15, 2018","AUC as on January 15, 2018","AUC as on January 15, 2018","AUC as on January 15, 2018","AUC as on January 15, 2018","Net Investment January 01-15, 2018","Net Investment January 01-15, 2018","Net Investment January 01-15, 2018","Net Investment January 01-15, 2018","Net Investment January 01-15, 2018","Net Investment January 01-15, 2018","Net Investment January 01-15, 2018","Net Investment January 01-15, 2018","Net Investment January 16-31, 2018","Net Investment January 16-31, 2018","Net Investment January 16-31, 2018","Net Investment January 16-31, 2018","Net Investment January 16-31, 2018","Net Investment January 16-31, 2018","Net Investment January 16-31, 2018","Net Investment January 16-31, 2018","AUC as on January 31, 2018","AUC as on January 31, 2018","AUC as on January 31, 2018","AUC as on January 31, 2018","AUC as on January 31, 2018","AUC as on January 31, 2018","AUC as on January 31, 2018","AUC as on January 31, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,196658,347,0,197005,31012,55,0,31067,-458,0,0,-458,-72,0,0,-72,539,0,0,539,85,0,0,85,197567,347,0,197914,31021,55,0,31076
2,Total Financial Services,639129,57806,0,696935,100789,9116,0,109905,528,-209,0,319,83,-33,0,50,2331,273,0,2604,366,43,0,409,661157,58568,0,719725,103812,9196,0,113008
2a,Banks,300664,5793,0,306456,47414,913,0,48327,47,49,0,96,7,8,0,15,867,168,0,1035,136,26,0,163,317191,5956,0,323148,49804,935,0,50739
2b,Other Financial Services1,338466,52014,0,390479,53375,8202,0,61578,480,-257,0,223,76,-41,0,35,1464,105,0,1569,230,16,0,246,343966,52612,0,396577,54008,8261,0,62269
3,Capital Goods,136613,953,0,137567,21544,150,0,21694,283,69,0,352,45,11,0,56,737,0,0,737,116,0,0,116,134955,953,0,135909,21190,150,0,21340
4,Chemicals & Petrochemicals,37464,0,0,37464,5908,0,0,5908,26,0,0,26,4,0,0,4,257,0,0,257,40,0,0,40,35985,0,0,35985,5650,0,0,5650
5,Coal,11014,0,0,11014,1737,0,0,1737,-227,0,0,-227,-36,0,0,-36,148,0,0,148,23,0,0,23,10889,0,0,10889,1710,0,0,1710
6,Commercial Services & Supplies,10325,200,0,10525,1628,32,0,1660,-1,0,0,-1,0,0,0,0,352,0,0,352,55,0,0,55,10859,200,0,11059,1705,31,0,1736
7,Construction Materials,63291,774,0,64064,9981,122,0,10103,39,0,0,39,6,0,0,6,346,25,0,371,54,4,0,58,60274,799,0,61072,9464,125,0,9589
8,Consumer Durables,4789,0,0,4789,755,0,0,755,62,0,0,62,10,0,0,10,-19,0,0,-19,-3,0,0,-3,4414,0,0,4414,693,0,0,693
9,Diversified2,2479,0,0,2479,391,0,0,391,14,0,0,14,2,0,0,2,51,0,0,51,8,0,0,8,2572,0,0,2572,404,0,0,404
10,Diversified Consumer Services,260,0,0,260,41,0,0,41,3,0,0,3,1,0,0,1,3,0,0,3,0,0,0,0,251,0,0,251,39,0,0,39
11,"Food, Beverages & Tobacco",108389,463,0,108852,17093,73,0,17166,-290,374,0,84,-46,59,0,13,-129,0,0,-129,-20,0,0,-20,106613,463,0,107076,16740,73,0,16813
12,Forest Materials,1964,0,0,1964,310,0,0,310,27,0,0,27,4,0,0,4,48,0,0,48,7,0,0,7,1790,0,0,1790,281,0,0,281
13,General Industrials,23352,385,0,23737,3683,61,0,3743,259,0,0,259,41,0,0,41,93,0,0,93,15,0,0,15,22349,385,0,22734,3509,60,0,3570
