0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on January 15, 2019","AUC as on January 15, 2019","AUC as on January 15, 2019","AUC as on January 15, 2019","AUC as on January 15, 2019","AUC as on January 15, 2019","AUC as on January 15, 2019","AUC as on January 15, 2019","Net Investment January 01-15, 2019","Net Investment January 01-15, 2019","Net Investment January 01-15, 2019","Net Investment January 01-15, 2019","Net Investment January 01-15, 2019","Net Investment January 01-15, 2019","Net Investment January 01-15, 2019","Net Investment January 01-15, 2019","Net Investment January 16-31, 2019","Net Investment January 16-31, 2019","Net Investment January 16-31, 2019","Net Investment January 16-31, 2019","Net Investment January 16-31, 2019","Net Investment January 16-31, 2019","Net Investment January 16-31, 2019","Net Investment January 16-31, 2019","AUC as on January 31, 2019","AUC as on January 31, 2019","AUC as on January 31, 2019","AUC as on January 31, 2019","AUC as on January 31, 2019","AUC as on January 31, 2019","AUC as on January 31, 2019","AUC as on January 31, 2019"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,169820,317,0,170137,23908,45,0,23953,-335,0,0,-335,-47,0,0,-47,-597,0,0,-597,-84,0,0,-84,154934,317,0,155251,21812,45,0,21857
2,Total Financial Services,958338,53908,2061,1014307,134920,7589,290,142799,-2213,-576,1,-2788,-312,-81,0,-393,-908,-937,6,-1839,-128,-132,1,-259,939889,52961,2056,994906,132317,7456,289,140062
2a,Banks,544394,8054,0,552448,76643,1134,0,77777,-2268,18,0,-2250,-319,3,0,-316,-1231,-2,0,-1233,-173,0,0,-173,546340,8063,0,554403,76913,1135,0,78048
2b,Other Financial Services1,413944,45854,2061,461859,58277,6456,290,65023,55,-594,1,-538,8,-84,0,-76,323,-935,6,-606,45,-132,1,-86,393549,44897,2056,440502,55403,6321,289,62013
3,Capital Goods,98627,384,0,99011,13885,54,0,13939,-922,0,0,-922,-130,0,0,-130,-727,0,0,-727,-102,0,0,-102,93736,383,0,94119,13196,54,0,13250
4,Chemicals & Petrochemicals,38769,0,0,38769,5458,0,0,5458,70,0,0,70,10,0,0,10,-82,0,0,-82,-12,0,0,-12,38024,0,0,38024,5353,0,0,5353
5,Coal,8833,0,0,8833,1244,0,0,1244,119,0,0,119,17,0,0,17,43,0,0,43,6,0,0,6,8548,0,0,8548,1203,0,0,1203
