0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on September 30, 2012","AUC as on September 30, 2012","AUC as on September 30, 2012","AUC as on September 30, 2012","AUC as on September 30, 2012","AUC as on September 30, 2012","Net Investment  September 16-30, 2012","Net Investment  September 16-30, 2012","Net Investment  September 16-30, 2012","Net Investment  September 16-30, 2012","Net Investment  September 16-30, 2012","Net Investment  September 16-30, 2012",Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,Net  Investment  October 1-15 2012,"AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012","AUC  as on October 15, 2012"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,52475,0,52475,9958,0,9958,917,0,917,174,0,174,735,0,735,138,0,138,52000,0,52000,9789,0,9789
2,Total Financial Services,311995,33213,345209,59206,6303,65508,5527,207,5734,1049,39,1088,4987,646,5633,939,122,1060,309808,33725,343533,58323,6349,64671
2a,Banks,177425,0,177425,33669,0,33669,3879,0,3879,736,0,736,1607,5,1612,303,1,304,179320,5,179325,33758,1,33759
2b,Other Financial Services1,134570,33213,167784,25537,6303,31839,1648,207,1855,313,39,352,3379,641,4021,636,121,757,130488,33720,164208,24565,6348,30913
3,Capital Goods,66857,537,67393,12687,102,12789,1395,28,1424,265,5,270,1012,0,1012,190,0,190,69092,537,69628,13007,101,13108
4,Chemicals & Petrochemicals,8555,11,8566,1623,2,1625,85,0,85,16,0,16,157,0,156,29,0,29,8621,11,8631,1623,2,1625
5,Coal,13106,0,13106,2487,0,2487,-14,0,-14,-3,0,-3,33,0,33,6,0,6,13039,0,13039,2455,0,2455
6,Commercial Services & Supplies,5288,0,5288,1004,0,1004,7,0,7,1,0,1,6,0,6,1,0,1,5621,0,5621,1058,0,1058
7,Construction Materials,27720,60,27780,5260,11,5272,287,0,287,54,0,54,-17,0,-17,-3,0,-3,28904,60,28964,5441,11,5453
