0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","Net Investment June 01-15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018","AUC as on June 15, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,213128,347,0,213475,31561,51,0,31612,-2137,0,0,-2137,-316,0,0,-316,-491,0,0,-491,-72,0,0,-72,214791,347,0,215138,31599,51,0,31650
2,Total Financial Services,976762,61781,0,1038543,144644,9149,0,153793,-1304,-1789,0,-3093,-193,-265,0,-458,926,-1464,0,-538,136,-215,0,-79,967177,60106,0,1027283,142287,8843,0,151130
2a,Banks,566804,7221,0,574025,83935,1069,0,85004,-89,76,0,-14,-13,11,0,-2,1489,-143,0,1346,219,-21,0,198,556991,7032,0,564023,81942,1035,0,82977
2b,Other Financial Services1,409958,54560,0,464518,60709,8080,0,68789,-1215,-1865,0,-3080,-180,-276,0,-456,-563,-1321,0,-1884,-83,-194,0,-277,410186,53074,0,463260,60345,7808,0,68153
3,Capital Goods,114232,1185,0,115417,16916,175,0,17091,-73,0,0,-73,-11,0,0,-11,-284,0,0,-284,-42,0,0,-42,112627,1185,0,113812,16569,174,0,16743
4,Chemicals & Petrochemicals,38555,0,0,38555,5709,0,0,5709,125,0,0,125,19,0,0,19,201,0,0,201,30,0,0,30,37837,0,0,37837,5566,0,0,5566
5,Coal,9903,0,0,9903,1466,0,0,1466,1,0,0,1,0,0,0,0,208,0,0,208,31,0,0,31,9596,0,0,9596,1412,0,0,1412
6,Commercial Services & Supplies,7538,200,0,7738,1116,30,0,1146,175,0,0,175,26,0,0,26,268,0,0,268,39,0,0,39,8357,200,0,8557,1229,29,0,1258
7,Construction Materials,66756,804,0,67560,9886,119,0,10005,-1212,0,0,-1212,-179,0,0,-179,-244,-24,0,-268,-36,-4,0,-40,64931,779,0,65710,9552,115,0,9667
8,Consumer Durables,38813,0,0,38813,5748,0,0,5748,-736,0,0,-736,-109,0,0,-109,-536,0,0,-536,-79,0,0,-79,37428,0,0,37428,5506,0,0,5506
9,Diversified2,2377,0,0,2377,352,0,0,352,-17,0,0,-17,-3,0,0,-3,-14,0,0,-14,-2,0,0,-2,2395,0,0,2395,352,0,0,352
10,Diversified Consumer Services,2606,0,0,2606,386,0,0,386,23,0,0,23,3,0,0,3,13,0,0,13,2,0,0,2,2802,0,0,2802,412,0,0,412
