0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on March 31, 2020","AUC as on March 31, 2020","AUC as on March 31, 2020","AUC as on March 31, 2020","AUC as on March 31, 2020","AUC as on March 31, 2020","AUC as on March 31, 2020","AUC as on March 31, 2020","Net Investment March 16-31, 2020","Net Investment March 16-31, 2020","Net Investment March 16-31, 2020","Net Investment March 16-31, 2020","Net Investment March 16-31, 2020","Net Investment March 16-31, 2020","Net Investment March 16-31, 2020","Net Investment March 16-31, 2020","Net Investment April 01-15, 2020","Net Investment April 01-15, 2020","Net Investment April 01-15, 2020","Net Investment April 01-15, 2020","Net Investment April 01-15, 2020","Net Investment April 01-15, 2020","Net Investment April 01-15, 2020","Net Investment April 01-15, 2020","AUC as on April 15, 2020","AUC as on April 15, 2020","AUC as on April 15, 2020","AUC as on April 15, 2020","AUC as on April 15, 2020","AUC as on April 15, 2020","AUC as on April 15, 2020","AUC as on April 15, 2020"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,88463,317,0,88780,11735,42,0,11777,-2535,0,0,-2535,-336,0,0,-336,-505,0,0,-505,-66,0,0,-66,99970,317,0,100287,13107,42,0,13149
2,Total Financial Services,709218,38844,0,748062,94078,5153,0,99231,-10952,-2707,0,-13659,-1453,-359,0,-1812,-30,-2072,0,-2102,-4,-272,0,-276,702001,36963,0,738964,92036,4846,0,96882
2a,Banks,411179,8379,0,419558,54543,1111,0,55654,-6397,-114,0,-6511,-849,-15,0,-864,1454,-440,0,1014,191,-58,0,133,408631,7923,0,416554,53574,1039,0,54613
2b,Other Financial Services1,298039,30465,0,328504,39535,4041,0,43576,-4555,-2594,0,-7149,-604,-344,0,-948,-1484,-1632,0,-3116,-195,-214,0,-409,293370,29041,0,322411,38463,3807,0,42270
3,Capital Goods,56250,463,0,56713,7462,61,0,7523,-1881,0,0,-1881,-250,0,0,-250,-229,0,0,-229,-30,0,0,-30,61147,463,0,61610,8017,61,0,8078
4,Chemicals & Petrochemicals,30178,0,0,30178,4003,0,0,4003,-308,0,0,-308,-41,0,0,-41,-147,0,0,-147,-19,0,0,-19,32913,0,0,32913,4315,0,0,4315
5,Coal,7132,0,0,7132,946,0,0,946,67,0,0,67,9,0,0,9,-72,0,0,-72,-9,0,0,-9,7407,0,0,7407,971,0,0,971
6,Commercial Services & Supplies,5471,0,0,5471,726,0,0,726,38,0,0,38,5,0,0,5,-96,0,0,-96,-13,0,0,-13,5770,0,0,5770,756,0,0,756
7,Construction Materials,38797,409,0,39206,5146,54,0,5200,-1783,0,0,-1783,-237,0,0,-237,-470,0,0,-470,-62,0,0,-62,41714,409,0,42123,5469,54,0,5523
8,Consumer Durables,45909,0,0,45909,6090,0,0,6090,-483,0,0,-483,-64,0,0,-64,45,0,0,45,6,0,0,6,47189,0,0,47189,6187,0,0,6187
9,Diversified2,4594,0,0,4594,609,0,0,609,-46,0,0,-46,-6,0,0,-6,5,0,0,5,1,0,0,1,5212,0,0,5212,683,0,0,683
10,Diversified Consumer Services,1900,0,0,1900,252,0,0,252,-15,0,0,-15,-2,0,0,-2,-10,0,0,-10,-1,0,0,-1,1917,0,0,1917,251,0,0,251
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Food, Beverages & Tobacco",84126,662,0,84788,11159,88,0,11247,-1200,-11,0,-1211,-159,-2,0,-161,255,-1,0,254,33,0,0,33,92511,600,0,93111,12129,79,0,12208
13,Forest Materials,560,434,0,994,74,58,0,132,-6,0,0,-6,-1,0,0,-1,-7,0,0,-7,-1,0,0,-1,615,434,0,1049,81,57,0,138
14,General Industrials,9441,0,0,9441,1252,0,0,1252,-58,0,0,-58,-8,0,0,-8,-58,0,0,-58,-8,0,0,-8,9807,0,0,9807,1286,0,0,1286
15,Hardware Technology & Equipment,29,0,0,29,4,0,0,4,-2,0,0,-2,0,0,0,0,2,0,0,2,0,0,0,0,37,0,0,37,5,0,0,5
16,Healthcare Equipment & Supplies,61,0,0,61,8,0,0,8,-3,0,0,-3,0,0,0,0,-2,0,0,-2,0,0,0,0,60,0,0,60,8,0,0,8
17,Healthcare Services,16474,0,0,16474,2185,0,0,2185,-116,0,0,-116,-15,0,0,-15,-45,0,0,-45,-6,0,0,-6,17925,0,0,17925,2350,0,0,2350
18,"Hotels, Restaurants & Tourism",9271,104,0,9375,1230,14,0,1244,-475,0,0,-475,-63,0,0,-63,-167,0,0,-167,-22,0,0,-22,9013,104,0,9117,1182,14,0,1196
19,Household & Personal Products,105308,0,0,105308,13969,0,0,13969,-815,0,0,-815,-108,0,0,-108,1529,0,0,1529,200,0,0,200,116587,0,0,116587,15285,0,0,15285
20,Insurance,57078,0,0,57078,7571,0,0,7571,771,0,0,771,102,0,0,102,-2,0,0,-2,0,0,0,0,60088,0,0,60088,7878,0,0,7878
21,Media,12257,115,0,12372,1626,15,0,1641,-218,-5,0,-223,-29,-1,0,-30,80,-2,0,78,11,0,0,11,13442,113,0,13555,1762,15,0,1777
22,Metals & Mining,22566,558,0,23124,2993,74,0,3067,-959,0,0,-959,-127,0,0,-127,-325,0,0,-325,-43,0,0,-43,25241,560,0,25801,3309,73,0,3382
23,Oil & Gas,206943,3643,0,210586,27451,483,0,27934,-5382,-419,0,-5801,-714,-56,0,-770,460,-130,0,330,60,-17,0,43,216076,3559,0,219635,28329,467,0,28796
24,Pharmaceuticals & Biotechnology,89291,1735,0,91026,11844,230,0,12074,-1189,0,0,-1189,-158,0,0,-158,-987,0,0,-987,-129,0,0,-129,108937,1750,0,110687,14282,229,0,14511
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Realty,19275,1165,0,20440,2557,155,0,2712,-28,0,0,-28,-4,0,0,-4,39,0,0,39,5,0,0,5,19557,1165,0,20722,2564,153,0,2717
27,Retailing,31849,150,0,31999,4225,20,0,4245,-285,0,0,-285,-38,0,0,-38,17,0,0,17,2,0,0,2,32787,150,0,32937,4299,20,0,4319
28,Software & Services,273198,0,0,273198,36240,0,0,36240,-3592,0,0,-3592,-476,0,0,-476,-64,0,0,-64,-8,0,0,-8,269960,0,0,269960,35393,0,0,35393
29,Telecom Services,65166,380,0,65546,8644,50,0,8694,-707,0,0,-707,-94,0,0,-94,-151,0,0,-151,-20,0,0,-20,74853,380,0,75233,9814,50,0,9864
30,Telecommunications Equipment,79,0,0,79,10,0,0,10,1,0,0,1,0,0,0,0,-2,0,0,-2,0,0,0,0,92,0,0,92,12,0,0,12
31,"Textiles, Apparels & Accessories",27978,0,0,27978,3711,0,0,3711,-867,0,0,-867,-115,0,0,-115,-208,0,0,-208,-27,0,0,-27,28250,0,0,28250,3704,0,0,3704
32,Transportation,25338,699,0,26037,3361,93,0,3454,-786,0,0,-786,-104,0,0,-104,-209,0,0,-209,-27,0,0,-27,26685,699,0,27384,3499,92,0,3591
32 a,Airlines,5634,699,0,6333,747,93,0,840,-240,0,0,-240,-32,0,0,-32,-24,0,0,-24,-3,0,0,-3,5314,699,0,6013,697,92,0,789
32 b,Logistics,1058,0,0,1058,140,0,0,140,-13,0,0,-13,-2,0,0,-2,-28,0,0,-28,-4,0,0,-4,1146,0,0,1146,150,0,0,150
32 c,Marine Port & Services,9573,0,0,9573,1270,0,0,1270,-569,0,0,-569,-76,0,0,-76,-188,0,0,-188,-25,0,0,-25,9998,0,0,9998,1311,0,0,1311
32 d,Roads & Highways,827,0,0,827,110,0,0,110,-4,0,0,-4,0,0,0,0,-13,0,0,-13,-2,0,0,-2,1037,0,0,1037,136,0,0,136
32 e,Shipping,811,0,0,811,108,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,773,101,0,0,101
