0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","AUC as on May 31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment May 16-31, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","Net Investment June 01-15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020","AUC as on June 15, 2020"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,114592,317,0,0,114909,15150,42,0,0,15192,-130,0,0,0,-130,-17,0,0,0,-17,1221,0,0,0,1221,160,0,0,0,160,119300,317,0,0,119617,15676,42,0,0,15718
2,Total Financial Services,706390,34116,8070,8753,757329,93392,4510,1067,1157,100126,-4504,749,598,7,-3150,-595,99,79,1,-416,11954,-155,224,48,12071,1571,-20,29,6,1586,760775,33296,8589,9307,811967,99963,4375,1129,1223,106690
2a,Banks,415061,7533,0,0,422594,54875,996,0,0,55871,-2117,-50,0,0,-2167,-280,-7,0,0,-287,8307,-73,0,0,8234,1092,-10,0,0,1082,440181,7477,0,0,447658,57838,982,0,0,58820
2b,Other Financial Services1,291329,26583,8070,8753,334735,38517,3515,1067,1157,44256,-2387,799,598,7,-983,-316,106,79,1,-130,3647,-82,224,48,3837,479,-11,29,6,503,320595,25819,8589,9307,364310,42125,3393,1129,1223,47870
3,Capital Goods,64759,428,0,0,65187,8562,57,0,0,8619,-45,0,0,0,-45,-6,0,0,0,-6,776,0,0,0,776,102,0,0,0,102,70842,428,0,0,71270,9308,56,0,0,9364
4,Chemicals & Petrochemicals,35099,0,310,0,35409,4640,0,41,0,4681,-115,0,0,0,-115,-15,0,0,0,-15,160,0,0,0,160,21,0,0,0,21,35688,0,310,0,35998,4689,0,41,0,4730
5,Coal,7005,0,0,0,7005,926,0,0,0,926,0,0,0,0,0,0,0,0,0,0,-63,0,0,0,-63,-8,0,0,0,-8,6525,0,0,0,6525,857,0,0,0,857
