0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on June 30, 2013","AUC  as on June 30, 2013","AUC  as on June 30, 2013","AUC  as on June 30, 2013","AUC  as on June 30, 2013","AUC  as on June 30, 2013","Net  Investment  June 16-30, 2013","Net  Investment  June 16-30, 2013","Net  Investment  June 16-30, 2013","Net  Investment  June 16-30, 2013","Net  Investment  June 16-30, 2013","Net  Investment  June 16-30, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,59858,0,59858,10027,0,10027,-415,0,-415,-69,0,-69,-208,0,-208,-35,0,-35,58887,0,58887,9806,0,9806
2,Total Financial Services,347264,39323,386586,58169,6587,64755,-3597,-1768,-5364,-603,-296,-899,-726,-2649,-3374,-121,-441,-562,348414,36497,384911,58020,6078,64097
2a,Banks,204940,169,205109,34329,28,34357,-2908,0,-2908,-487,0,-487,-591,0,-591,-98,0,-98,208745,169,208914,34761,28,34789
2b,Other Financial Services1,142324,39154,181478,23840,6558,30399,-689,-1768,-2456,-115,-296,-411,-135,-2649,-2784,-22,-441,-464,139670,36327,175997,23259,6049,29308
3,Capital Goods,61454,393,61847,10294,66,10360,-1147,-62,-1209,-192,-10,-203,-27,0,-27,-5,0,-5,58902,393,59295,9809,65,9874
4,Chemicals & Petrochemicals,8864,4,8868,1485,1,1485,-10,0,-10,-2,0,-2,7,0,7,1,0,1,9183,4,9187,1529,1,1530
5,Coal,10675,0,10675,1788,0,1788,-64,0,-64,-11,0,-11,-48,0,-48,-8,0,-8,10250,0,10250,1707,0,1707
6,Commercial Services & Supplies,6350,0,6350,1064,0,1064,10,0,10,2,0,2,0,0,0,0,0,0,6161,0,6161,1026,0,1026
7,Construction Materials,26765,0,26765,4483,0,4483,-229,0,-229,-38,0,-38,248,0,248,41,0,41,27743,0,27743,4620,0,4620
8,Consumer Durables,12034,0,12034,2016,0,2016,-62,0,-62,-10,0,-10,74,0,74,12,0,12,12609,0,12609,2100,0,2100
9,Diversified2,2395,0,2395,401,0,401,-43,0,-43,-7,0,-7,1,0,1,0,0,0,2461,0,2461,410,0,410
10,Diversified Consumer Services,187,0,187,31,0,31,-3,0,-3,0,0,0,-3,0,-3,0,0,0,188,0,188,31,0,31
11,"Food, Beverages & Tobacco",83741,100,83841,14027,17,14044,-974,0,-974,-163,0,-163,127,0,127,21,0,21,92346,100,92446,15378,17,15395
12,Forest Materials,385,0,385,64,0,64,-1,0,-1,0,0,0,33,0,33,5,0,5,429,0,429,71,0,71
13,General Industrials,5643,0,5643,945,0,945,46,0,46,8,0,8,15,0,15,2,0,2,5738,0,5738,956,0,956
14,Hardware Technology & Equipment,192,0,192,32,0,32,-1,0,-1,0,0,0,-3,0,-3,-1,0,-1,193,0,193,32,0,32
15,Healthcare Equipment & Supplies,150,0,150,25,0,25,-5,0,-5,-1,0,-1,3,0,3,1,0,1,224,0,224,37,0,37
16,Healthcare Services,6214,125,6339,1041,21,1062,-33,0,-33,-6,0,-6,-17,0,-17,-3,0,-3,5854,125,5979,975,21,996
17,"Hotels, Restaurants & Tourism",4413,0,4413,739,0,739,-6,0,-6,-1,0,-1,70,0,70,12,0,12,4886,0,4886,814,0,814
18,Household & Personal Products,51224,95,51319,8580,16,8596,-1830,0,-1830,-306,0,-306,-7962,0,-7962,-1326,0,-1326,45764,95,45859,7621,16,7637
19,Media,16419,190,16610,2750,32,2782,35,0,35,6,0,6,75,0,75,13,0,13,16904,190,17094,2815,32,2847
20,Metals & Mining,29011,605,29616,4860,101,4961,-339,-5,-345,-57,-1,-58,-124,-240,-364,-21,-40,-61,29522,365,29887,4916,61,4977
21,Oil & Gas,83242,5145,88387,13944,862,14805,-378,-255,-632,-63,-43,-106,762,-340,423,127,-57,70,84047,4802,88848,13996,800,14796
22,Pharmaceuticals & Biotechnology,81551,482,82034,13660,81,13741,-142,0,-142,-24,0,-24,534,0,534,89,0,89,88101,482,88583,14671,80,14751
23,Realty,15456,250,15706,2589,42,2631,-60,0,-60,-10,0,-10,-24,-200,-224,-4,-33,-37,15625,250,15875,2602,42,2644
24,Retailing,2230,0,2230,374,0,374,-13,0,-13,-2,0,-2,16,0,16,3,0,3,2265,0,2265,377,0,377
25,Software & Services,143936,0,143936,24110,0,24110,-441,0,-441,-74,0,-74,456,0,456,76,0,76,156923,0,156923,26132,0,26132
