0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on June 15, 2017","AUC as on June 15, 2017","AUC as on June 15, 2017","AUC as on June 15, 2017","AUC as on June 15, 2017","AUC as on June 15, 2017","Net Investment June 01-15, 2017","Net Investment June 01-15, 2017","Net Investment June 01-15, 2017","Net Investment June 01-15, 2017","Net Investment June 01-15, 2017","Net Investment June 01-15, 2017","Net Investment June 16-30, 2017","Net Investment June 16-30, 2017","Net Investment June 16-30, 2017","Net Investment June 16-30, 2017","Net Investment June 16-30, 2017","Net Investment June 16-30, 2017","AUC as on June 30, 2017","AUC as on June 30, 2017","AUC as on June 30, 2017","AUC as on June 30, 2017","AUC as on June 30, 2017","AUC as on June 30, 2017"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,174531,317,174848,27152,49,27201,655,0,655,102,0,102,-90,0,-90,-14,0,-14,171165,317,171482,26440,49,26489
2,Total Financial Services,614023,52703,666726,95523,8199,103722,5624,2759,8382,875,429,1304,-41,1113,1072,-6,172,166,602743,53650,656393,93105,8287,101392
2a,Banks,308229,4718,312947,47951,734,48685,5437,178,5615,846,28,874,-607,514,-93,-94,79,-14,301509,5222,306731,46574,807,47380
2b,Other Financial Services1,305794,47985,353779,47572,7465,55037,186,2581,2767,29,401,430,566,599,1166,88,93,180,301234,48428,349662,46531,7481,54012
3,Capital Goods,130450,883,131333,20294,137,20431,34,0,34,5,0,5,-611,0,-611,-94,0,-94,126119,883,127002,19481,136,19618
4,Chemicals & Petrochemicals,36600,0,36600,5694,0,5694,33,0,33,5,0,5,92,0,92,14,0,14,36273,0,36273,5603,0,5603
5,Coal,10424,0,10424,1622,0,1622,-18,0,-18,-3,0,-3,-97,0,-97,-15,0,-15,9923,0,9923,1533,0,1533
6,Commercial Services & Supplies,6333,200,6533,985,31,1016,189,0,189,29,0,29,14,0,14,2,0,2,6260,200,6460,967,31,998
7,Construction Materials,57408,649,58057,8931,101,9032,-96,0,-96,-15,0,-15,-559,0,-559,-86,0,-86,55862,649,56511,8629,100,8729
8,Consumer Durables,4025,0,4025,626,0,626,2,0,2,0,0,0,59,0,59,9,0,9,3992,0,3992,617,0,617
9,Diversified2,4458,0,4458,694,0,694,-9,0,-9,-1,0,-1,-11,0,-11,-2,0,-2,4639,0,4639,717,0,717
10,Diversified Consumer Services,266,0,266,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,251,0,251,39,0,39
11,"Food, Beverages & Tobacco",107748,89,107837,16762,14,16776,-76,0,-76,-12,0,-12,-141,0,-141,-22,0,-22,113188,89,113277,17484,14,17498
12,Forest Materials,1601,0,1601,249,0,249,13,0,13,2,0,2,14,0,14,2,0,2,1543,0,1543,238,0,238
13,General Industrials,20600,385,20985,3205,60,3265,282,0,282,44,0,44,-4,0,-4,-1,0,-1,20344,385,20729,3143,59,3202
14,Hardware Technology & Equipment,22,0,22,3,0,3,-4,0,-4,-1,0,-1,6,0,6,1,0,1,27,0,27,4,0,4
15,Healthcare Equipment & Supplies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Healthcare Services,11844,0,11844,1843,0,1843,77,0,77,12,0,12,-107,0,-107,-17,0,-17,11038,0,11038,1705,0,1705
17,"Hotels, Restaurants & Tourism",6826,125,6951,1062,19,1081,-15,0,-15,-2,0,-2,117,0,117,18,0,18,7106,125,7231,1098,19,1117
18,Household & Personal Products,84638,0,84638,13167,0,13167,-117,0,-117,-18,0,-18,-459,0,-459,-71,0,-71,80576,0,80576,12446,0,12446
19,Media,34363,723,35086,5346,112,5458,-231,0,-230,-36,0,-36,-415,0,-415,-64,0,-64,33056,725,33781,5106,112,5218
20,Metals & Mining,43630,1515,45145,6788,236,7023,-723,-75,-799,-113,-12,-124,21,0,21,3,0,3,44536,1516,46051,6879,234,7114
21,Oil & Gas,163274,59,163333,25400,9,25410,724,0,724,113,0,113,1257,0,1257,194,0,194,162210,59,162269,25056,9,25065
22,Pharmaceuticals & Biotechnology,112222,0,112222,17458,0,17458,-1316,0,-1316,-205,0,-205,-229,0,-229,-35,0,-35,111986,0,111986,17298,0,17298
23,Realty,22338,513,22851,3475,80,3555,-7,0,-7,-1,0,-1,603,15,619,93,2,96,22370,528,22898,3455,82,3537
24,Retailing,7478,0,7478,1163,0,1163,51,0,51,8,0,8,6,0,6,1,0,1,7347,0,7347,1135,0,1135
25,Software & Services,218942,0,218942,34061,0,34061,-3912,0,-3912,-609,0,-609,-368,0,-368,-57,0,-57,219115,0,219115,33846,0,33846
26,Telecom Services,34009,2079,36088,5291,323,5614,218,0,218,34,0,34,319,-53,267,49,-8,41,35987,2029,38016,5559,313,5872
27,Telecommunications Equipment,282,0,282,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,275,0,275,43,0,43
28,"Textiles, Apparels & Accessories",27710,9,27719,4311,1,4312,-105,0,-105,-16,0,-16,79,0,79,12,0,12,27591,9,27600,4262,1,4263
29,Transportation,35875,719,36594,5581,112,5693,-683,0,-683,-106,0,-106,-3,0,-3,-1,0,-1,35865,719,36584,5540,111,5651
29 a,Airlines,721,699,1420,112,109,221,88,0,88,14,0,14,87,0,87,13,0,13,866,699,1565,134,108,242
29 b,Logistics,2587,0,2588,402,0,403,1,0,1,0,0,0,7,0,7,1,0,1,2659,0,2659,411,0,411
29 c,Marine Port & Services,21042,0,21042,3274,0,3274,-776,0,-776,-121,0,-121,-105,0,-105,-16,0,-16,20901,0,20901,3229,0,3229
29 d,Roads & Highways,2523,20,2543,393,3,396,-13,0,-13,-2,0,-2,-46,0,-46,-7,0,-7,2310,20,2330,357,3,360
29 e,Shipping,1570,0,1570,244,0,244,1,0,1,0,0,0,17,0,17,3,0,3,1601,0,1601,247,0,247
29 f,Surface Transportation,57,0,57,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,9,0,9
29 g,Transport Related Services,7375,0,7375,1147,0,1147,15,0,15,2,0,2,36,0,36,6,0,6,7468,0,7468,1154,0,1154
30,Utilities3,84413,5527,89940,13132,860,13992,2228,-2,2226,347,0,346,-618,335,-283,-95,52,-44,84194,5852,90046,13005,904,13909
31,Sovereign,0,215422,215422,0,33513,33513,0,13972,13972,0,2174,2174,0,5316,5316,0,821,821,0,219091,219091,0,33843,33843
32,Others4,443422,113758,557180,68983,17697,86680,1815,1682,3497,282,262,544,150,622,772,23,96,119,445472,114257,559729,68812,17649,86461
,Grand Total,2499755,395674,2895429,388885,61555,450439,4633,18336,22969,721,2853,3573,-1016,7349,6333,-157,1135,978,2481052,401083,2882135,383246,61955,445201
