0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on February 15, 2018","AUC as on February 15, 2018","AUC as on February 15, 2018","AUC as on February 15, 2018","AUC as on February 15, 2018","AUC as on February 15, 2018","AUC as on February 15, 2018","AUC as on February 15, 2018","Net Investment February 01-15, 2018","Net Investment February 01-15, 2018","Net Investment February 01-15, 2018","Net Investment February 01-15, 2018","Net Investment February 01-15, 2018","Net Investment February 01-15, 2018","Net Investment February 01-15, 2018","Net Investment February 01-15, 2018","Net Investment February 16-28, 2018","Net Investment February 16-28, 2018","Net Investment February 16-28, 2018","Net Investment February 16-28, 2018","Net Investment February 16-28, 2018","Net Investment February 16-28, 2018","Net Investment February 16-28, 2018","Net Investment February 16-28, 2018","AUC as on February 28, 2018","AUC as on February 28, 2018","AUC as on February 28, 2018","AUC as on February 28, 2018","AUC as on February 28, 2018","AUC as on February 28, 2018","AUC as on February 28, 2018","AUC as on February 28, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,189445,347,0,189793,29637,54,0,29691,-155,0,0,-155,-24,0,0,-24,-2169,0,0,-2169,-333,0,0,-333,184656,347,0,185003,28364,53,0,28417
2,Total Financial Services,625563,58912,0,684475,97863,9216,0,107079,76,378,0,454,12,59,0,71,3929,-734,0,3196,604,-113,0,491,630236,58316,0,688552,96806,8958,0,105763
2a,Banks,299427,5985,0,305413,46842,936,0,47779,644,30,0,674,101,5,0,106,231,-50,0,181,35,-8,0,28,303160,5942,0,309103,46566,913,0,47479
2b,Other Financial Services1,326136,52926,0,379062,51021,8280,0,59301,-569,348,0,-220,-89,54,0,-34,3698,-683,0,3015,568,-105,0,463,327075,52374,0,379449,50240,8045,0,58284
3,Capital Goods,132075,953,0,133028,20662,149,0,20811,-57,0,0,-57,-9,0,0,-9,-1156,5,0,-1151,-178,1,0,-177,128928,958,0,129886,19804,147,0,19951
4,Chemicals & Petrochemicals,34528,0,0,34528,5402,0,0,5402,-117,0,0,-117,-18,0,0,-18,-425,0,0,-425,-65,0,0,-65,34261,0,0,34261,5263,0,0,5263
5,Coal,10934,0,0,10934,1711,0,0,1711,-249,0,0,-249,-39,0,0,-39,52,0,0,52,8,0,0,8,11057,0,0,11057,1698,0,0,1698
6,Commercial Services & Supplies,10708,200,0,10908,1675,31,0,1706,78,0,0,78,12,0,0,12,109,0,0,109,17,0,0,17,10284,200,0,10484,1580,31,0,1610
7,Construction Materials,57877,799,0,58675,9054,125,0,9179,-171,0,0,-171,-27,0,0,-27,-285,5,0,-280,-44,1,0,-43,56893,804,0,57697,8739,123,0,8862
8,Consumer Durables,4288,0,0,4288,671,0,0,671,-50,0,0,-50,-8,0,0,-8,-24,0,0,-24,-4,0,0,-4,4292,0,0,4292,659,0,0,659
9,Diversified2,2756,0,0,2756,431,0,0,431,36,0,0,36,6,0,0,6,21,0,0,21,3,0,0,3,2815,0,0,2815,432,0,0,432
10,Diversified Consumer Services,253,0,0,253,40,0,0,40,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,231,0,0,231,36,0,0,36
11,"Food, Beverages & Tobacco",104963,463,0,105425,16420,72,0,16493,-319,0,0,-319,-50,0,0,-50,19,0,0,19,3,0,0,3,104634,463,0,105096,16072,71,0,16143
12,Forest Materials,1777,0,0,1777,278,0,0,278,20,0,0,20,3,0,0,3,-10,0,0,-10,-1,0,0,-1,1747,0,0,1747,268,0,0,268
13,General Industrials,21963,385,0,22348,3436,60,0,3496,63,0,0,63,10,0,0,10,-30,0,0,-30,-5,0,0,-5,21895,385,0,22280,3363,59,0,3422
14,Hardware Technology & Equipment,53,0,0,53,8,0,0,8,3,0,0,3,0,0,0,0,5,0,0,5,1,0,0,1,58,0,0,58,9,0,0,9
15,Healthcare Equipment & Supplies,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16,Healthcare Services,10415,0,0,10415,1629,0,0,1629,94,0,0,94,15,0,0,15,558,0,0,558,86,0,0,86,11258,0,0,11258,1729,0,0,1729
