0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","AUC as on November 30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment November 16-30, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","Net Investment December 01-15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018","AUC as on December 15, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,177753,317,0,178070,25518,46,0,25564,19,0,0,19,3,0,0,3,373,0,0,373,52,0,0,52,180267,317,0,180584,25129,44,0,25173
2,Total Financial Services,942882,52272,2080,997234,135360,7504,299,143163,1585,348,0,1933,228,50,0,278,-881,1355,1,475,-123,189,0,66,936122,54408,2088,992618,130496,7584,291,138371
2a,Banks,539990,6379,0,546369,77521,916,0,78437,868,-102,0,766,125,-15,0,110,-2397,-46,0,-2443,-334,-6,0,-340,538454,6310,0,544764,75061,880,0,75941
2b,Other Financial Services1,402892,45893,2080,450865,57839,6588,299,64726,717,450,0,1167,103,65,0,168,1516,1401,1,2918,211,195,0,406,397668,48098,2088,447854,55435,6705,291,62431
3,Capital Goods,102027,383,0,102410,14647,55,0,14702,309,0,0,309,44,0,0,44,-700,0,0,-700,-98,0,0,-98,99866,383,0,100249,13921,53,0,13974
4,Chemicals & Petrochemicals,38708,0,0,38708,5557,0,0,5557,192,0,0,192,28,0,0,28,-206,0,0,-206,-29,0,0,-29,38718,0,0,38718,5397,0,0,5397
5,Coal,9285,0,0,9285,1333,0,0,1333,-171,0,0,-171,-25,0,0,-25,94,0,0,94,13,0,0,13,9412,0,0,9412,1312,0,0,1312
6,Commercial Services & Supplies,7795,200,0,7995,1119,29,0,1148,11,0,0,11,2,0,0,2,-165,0,0,-165,-23,0,0,-23,7800,200,0,8000,1087,28,0,1115
7,Construction Materials,58929,679,0,59608,8460,97,0,8557,90,0,0,90,13,0,0,13,-1,0,0,-1,0,0,0,0,57787,679,0,58466,8055,95,0,8150
8,Consumer Durables,37922,0,0,37922,5444,0,0,5444,259,0,0,259,37,0,0,37,-23,0,0,-23,-3,0,0,-3,38533,0,0,38533,5371,0,0,5371
9,Diversified2,4010,0,0,4010,576,0,0,576,-18,0,0,-18,-3,0,0,-3,-52,0,0,-52,-7,0,0,-7,4020,0,0,4020,560,0,0,560
10,Diversified Consumer Services,2800,0,0,2800,402,0,0,402,20,0,0,20,3,0,0,3,7,0,0,7,1,0,0,1,2837,0,0,2837,396,0,0,396
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Food, Beverages & Tobacco",112374,662,0,113036,16132,95,0,16227,633,0,0,633,91,0,0,91,-348,0,0,-348,-49,0,0,-49,101890,662,0,102552,14204,92,0,14296
13,Forest Materials,1491,335,0,1826,214,48,0,262,-4,335,0,331,-1,48,0,47,-39,0,0,-39,-5,0,0,-5,1454,335,0,1789,203,47,0,250
14,General Industrials,18724,385,0,19109,2688,55,0,2743,11,0,0,11,2,0,0,2,-288,0,0,-288,-40,0,0,-40,17948,385,0,18333,2502,54,0,2556
15,Hardware Technology & Equipment,46,0,0,46,7,0,0,7,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,6,0,0,6
16,Healthcare Equipment & Supplies,95,0,0,95,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,97,14,0,0,14
17,Healthcare Services,15610,0,0,15610,2241,0,0,2241,52,0,0,52,7,0,0,7,128,0,0,128,18,0,0,18,15475,0,0,15475,2157,0,0,2157
18,"Hotels, Restaurants & Tourism",13626,4,0,13630,1956,1,0,1957,44,0,0,44,6,0,0,6,-28,0,0,-28,-4,0,0,-4,13547,4,0,13551,1888,0,0,1888
19,Household & Personal Products,103612,0,0,103612,14875,0,0,14875,268,0,0,268,39,0,0,39,-287,0,0,-287,-40,0,0,-40,110040,0,0,110040,15340,0,0,15340
20,Insurance,21161,0,0,21161,3038,0,0,3038,-63,0,0,-63,-9,0,0,-9,723,0,0,723,101,0,0,101,21671,0,0,21671,3021,0,0,3021
21,Media,27969,246,0,28215,4015,35,0,4050,-114,0,0,-114,-16,0,0,-16,-6,0,0,-6,-1,0,0,-1,27914,237,0,28151,3891,33,0,3924
22,Metals & Mining,57980,540,0,58520,8324,78,0,8402,-554,0,0,-554,-80,0,0,-80,-406,-15,0,-421,-57,-2,0,-59,56544,525,0,57069,7882,73,0,7955
23,Oil & Gas,222344,2357,0,224701,31920,338,0,32258,539,280,0,819,77,40,0,117,-970,343,0,-627,-135,48,0,-87,214673,2705,0,217378,29925,377,0,30302
24,Pharmaceuticals & Biotechnology,120955,450,0,121405,17364,65,0,17429,878,450,0,1328,126,65,0,191,-489,0,0,-489,-68,0,0,-68,115361,450,0,115811,16081,63,0,16144
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Realty,22296,590,0,22886,3201,85,0,3286,55,0,0,55,8,0,0,8,41,0,0,41,6,0,0,6,22894,590,0,23484,3191,82,0,3273
27,Retailing,25534,300,0,25834,3666,43,0,3709,-307,0,0,-307,-44,0,0,-44,279,0,0,279,39,0,0,39,26732,300,0,27032,3726,42,0,3768
28,Software & Services,330572,0,0,330572,47457,0,0,47457,589,0,0,589,85,0,0,85,-996,0,0,-996,-139,0,0,-139,336562,0,0,336562,46917,0,0,46917
29,Telecom Services,50877,1823,0,52700,7304,262,0,7566,366,0,0,366,53,0,0,53,-131,0,0,-131,-18,0,0,-18,50556,1823,0,52379,7047,254,0,7301
30,Telecommunications Equipment,181,0,0,181,26,0,0,26,0,0,0,0,0,0,0,0,-3,0,0,-3,0,0,0,0,179,0,0,179,25,0,0,25
31,"Textiles, Apparels & Accessories",40921,0,0,40921,5875,0,0,5875,-50,0,0,-50,-7,0,0,-7,-279,0,0,-279,-39,0,0,-39,39729,0,0,39729,5538,0,0,5538
32,Transportation,39363,699,0,40062,5651,100,0,5751,278,0,0,278,40,0,0,40,-253,0,0,-253,-35,0,0,-35,39288,699,0,39987,5477,97,0,5574
32 a,Airlines,6471,699,0,7170,929,100,0,1029,0,0,0,0,0,0,0,0,-98,0,0,-98,-14,0,0,-14,6490,699,0,7189,905,97,0,1002
32 b,Logistics,2147,0,0,2147,308,0,0,308,-7,0,0,-7,-1,0,0,-1,-107,0,0,-107,-15,0,0,-15,2001,0,0,2001,279,0,0,279
32 c,Marine Port & Services,17897,0,0,17897,2569,0,0,2569,228,0,0,228,33,0,0,33,-60,0,0,-60,-8,0,0,-8,18110,0,0,18110,2525,0,0,2525
32 d,Roads & Highways,2622,0,0,2622,376,0,0,376,21,0,0,21,3,0,0,3,43,0,0,43,6,0,0,6,2621,0,0,2621,365,0,0,365
32 e,Shipping,1086,0,0,1086,156,0,0,156,-15,0,0,-15,-2,0,0,-2,-14,0,0,-14,-2,0,0,-2,1254,0,0,1254,175,0,0,175
32 f,Surface Transportation,46,0,0,46,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,43,6,0,0,6
32 g,Transport Related Services,9095,0,0,9095,1306,0,0,1306,50,0,0,50,7,0,0,7,-16,0,0,-16,-2,0,0,-2,8767,0,0,8767,1222,0,0,1222
33,Utilities3,81557,5148,0,86705,11708,739,0,12447,466,0,0,466,67,0,0,67,293,-5,0,288,41,-1,0,40,82816,5141,0,87957,11545,717,0,12262
34,Sovereign,0,210561,0,210561,0,30228,0,30228,0,1574,0,1574,0,226,0,226,0,-1078,0,-1078,0,-150,0,-150,0,210280,0,210280,0,29313,0,29313
35,Others4,14214,125243,0,139457,2041,17980,0,20021,-416,-1690,0,-2106,-60,-243,0,-303,6814,1060,0,7874,950,148,0,1098,33315,126394,0,159709,4644,17619,0,22263
,Grand Total,2703613,403193,2080,3108886,388130,57882,299,446311,4965,1297,0,6262,713,186,0,899,2200,1660,1,3861,307,231,0,538,2704093,406516,2088,3112697,376951,56668,291,433910
