0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","AUC as on August 15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 01-15, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","Net Investment August 16-31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022","AUC as on August 31, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,256873,0,10,0,256883,32230,0,2,0,32232,1825,0,0,0,1825,229,0,0,0,229,1911,0,0,0,1911,240,0,0,0,240,265918,0,11,0,265929,33357,0,2,0,33359
2,Capital Goods,112090,403,0,0,112493,14064,51,0,0,14115,1113,-1,0,0,1112,140,0,0,0,140,2246,0,0,0,2246,282,0,0,0,282,117775,403,0,0,118178,14774,51,0,0,14825
3,Chemicals,105521,0,0,0,105521,13240,0,0,0,13240,796,0,0,0,796,100,0,0,0,100,922,0,0,0,922,116,0,0,0,116,107663,0,0,0,107663,13505,0,0,0,13505
4,Construction,61511,641,2208,0,64360,7718,80,277,0,8075,705,0,-30,0,675,88,0,-4,0,84,501,0,0,0,501,63,0,0,0,63,64691,641,2208,0,67540,8115,80,277,0,8472
5,Construction Materials,73835,1195,783,0,75813,9264,150,98,0,9512,517,0,0,0,517,65,0,0,0,65,-104,0,0,0,-104,-13,0,0,0,-13,75929,1195,783,0,77907,9525,150,98,0,9773
6,Consumer Durables,174196,0,0,0,174196,21856,0,0,0,21856,1338,0,0,0,1338,168,0,0,0,168,725,0,0,0,725,91,0,0,0,91,179276,0,0,0,179276,22488,0,0,0,22488
7,Consumer Services,112456,419,125,0,113000,14110,52,16,0,14178,3373,0,0,0,3373,423,0,0,0,423,2122,0,160,0,2282,266,0,20,0,286,116387,419,285,0,117091,14600,52,36,0,14688
8,Diversified,1608,200,0,0,1808,202,25,0,0,227,2,0,0,0,2,0,0,0,0,0,19,0,0,0,19,2,0,0,0,2,1658,200,0,0,1858,208,25,0,0,233
9,Fast Moving Consumer Goods,306271,181,128,0,306580,38427,23,16,0,38466,1962,0,0,0,1962,246,0,0,0,246,1533,-5,0,0,1528,192,-1,0,0,191,317335,177,128,0,317640,39807,22,16,0,39845
10,Financial Services,1499934,16981,5168,0,1522083,188195,2131,648,0,190974,6682,-55,10,0,6637,838,-6,1,0,833,6117,-67,-51,0,5999,767,-8,-6,0,753,1519470,16921,5114,0,1541505,190602,2122,642,0,193366
11,Forest Materials,1534,440,0,0,1974,192,55,0,0,247,144,0,0,0,144,18,0,0,0,18,27,0,0,0,27,3,0,0,0,3,1666,440,0,0,2106,209,55,0,0,264
12,Healthcare,210790,222,0,0,211012,26448,28,0,0,26476,-101,0,0,0,-101,-13,0,0,0,-13,8610,0,0,0,8610,1080,0,0,0,1080,219816,222,0,0,220038,27574,28,0,0,27602
