0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","AUC  as on July 15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 1-15, 2013","Net  Investment  July 16-31, 2013","Net  Investment  July 16-31, 2013","Net  Investment  July 16-31, 2013","Net  Investment  July 16-31, 2013","Net  Investment  July 16-31, 2013","Net  Investment  July 16-31, 2013","AUC  as on July 31, 2013","AUC  as on July 31, 2013","AUC  as on July 31, 2013","AUC  as on July 31, 2013","AUC  as on July 31, 2013","AUC  as on July 31, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles  & Auto Components,58887,0,58887,9806,0,9806,-208,0,-208,-35,0,-35,-394,0,-394,-65,0,-65,57768,0,57768,9452,0,9452
2,Total Financial Services,348414,36497,384911,58020,6078,64097,-726,-2649,-3374,-121,-441,-562,-3979,-2467,-6446,-651,-404,-1055,299758,0,299758,49048,0,49048
2a,Banks,208745,169,208914,34761,28,34789,-591,0,-591,-98,0,-98,-3184,0,-3184,-521,0,-521,173038,168,173206,28313,28,28341
2b,Other  Financial Services1,139670,36327,175997,23259,6049,29308,-135,-2649,-2784,-22,-441,-464,-795,-2467,-3262,-130,-404,-534,126720,33932,160652,20735,5552,26287
3,Capital  Goods,58902,393,59295,9809,65,9874,-27,0,-27,-5,0,-5,-401,0,-401,-66,0,-66,56998,393,57391,9326,64,9391
4,Chemicals  & Petrochemicals,9183,4,9187,1529,1,1530,7,0,7,1,0,1,79,0,79,13,0,13,8408,4,8412,1376,1,1376
5,Coal,10250,0,10250,1707,0,1707,-48,0,-48,-8,0,-8,11,0,11,2,0,2,9814,0,9814,1606,0,1606
6,Commercial  Services & Supplies,6161,0,6161,1026,0,1026,0,0,0,0,0,0,-21,0,-21,-3,0,-3,5390,0,5390,882,0,882
7,Construction  Materials,27743,0,27743,4620,0,4620,248,0,248,41,0,41,42,0,42,7,0,7,25229,0,25229,4128,0,4128
8,Consumer  Durables,12609,0,12609,2100,0,2100,74,0,74,12,0,12,144,0,144,24,0,24,10461,0,10461,1712,0,1712
9,Diversified2,2461,0,2461,410,0,410,1,0,1,0,0,0,35,0,35,6,0,6,2609,0,2609,427,0,427
10,Diversified  Consumer Services,188,0,188,31,0,31,-3,0,-3,0,0,0,-3,0,-3,0,0,0,147,0,147,24,0,24
11,"Food,  Beverages & Tobacco",92346,100,92446,15378,17,15395,127,0,127,21,0,21,213,0,213,35,0,35,87976,100,88076,14395,16,14412
12,Forest  Materials,429,0,429,71,0,71,33,0,33,5,0,5,1,0,1,0,0,0,384,0,384,63,0,63
13,General  Industrials,5738,0,5738,956,0,956,15,0,15,2,0,2,32,0,32,5,0,5,5310,0,5310,869,0,869
14,Hardware  Technology & Equipment,193,0,193,32,0,32,-3,0,-3,-1,0,-1,-7,0,-7,-1,0,-1,163,0,163,27,0,27
15,Healthcare  Equipment & Supplies,224,0,224,37,0,37,3,0,3,1,0,1,5,0,5,1,0,1,179,0,179,29,0,29
16,Healthcare  Services,5854,125,5979,975,21,996,-17,0,-17,-3,0,-3,16,0,16,3,0,3,5697,125,5822,932,20,953
17,"Hotels,  Restaurants & Tourism",4886,0,4886,814,0,814,70,0,70,12,0,12,38,0,38,6,0,6,4662,0,4662,763,0,763
18,Household  & Personal Products,45764,95,45859,7621,16,7637,-7962,0,-7962,-1326,0,-1326,429,0,429,70,0,70,45017,95,45112,7366,16,7381
19,Media,16904,190,17094,2815,32,2847,75,0,75,13,0,13,207,0,207,34,0,34,17044,190,17234,2789,31,2820
20,Metals  & Mining,29522,365,29887,4916,61,4977,-124,-240,-364,-21,-40,-61,-159,-99,-258,-26,-16,-42,25565,265,25830,4183,43,4226
21,Oil  & Gas,84047,4802,88848,13996,800,14796,762,-340,423,127,-57,70,117,-15,102,19,-2,17,81829,4790,86619,13389,784,14173
22,Pharmaceuticals  & Biotechnology,88101,482,88583,14671,80,14751,534,0,534,89,0,89,203,0,203,33,0,33,71770,482,72252,11743,79,11822
23,Realty,15625,250,15875,2602,42,2644,-24,-200,-224,-4,-33,-37,74,0,74,12,0,12,13384,250,13634,2190,41,2231
24,Retailing,2265,0,2265,377,0,377,16,0,16,3,0,3,2,0,2,0,0,0,2227,0,2227,364,0,364
25,Software  & Services,156923,0,156923,26132,0,26132,456,0,456,76,0,76,2108,0,2108,345,0,345,172931,0,172931,28296,0,28296
26,Telecom  Services,32699,930,33629,5445,155,5600,120,0,120,20,0,20,177,0,177,29,0,29,35573,930,36503,5821,152,5973
27,Telecommunications  Equipment,160,0,160,27,0,27,1,0,1,0,0,0,0,0,0,0,0,0,135,0,135,22,0,22
28,"Textiles,  Apparels & Accessories",15121,0,15121,2518,0,2518,162,0,162,27,0,27,152,0,152,25,0,25,14943,0,14943,2445,0,2445
29,Transportation,13081,0,13081,2178,0,2178,76,0,76,13,0,13,-54,0,-54,-9,0,-9,11420,0,11420,1869,0,1869
29 a,Airlines,330,0,330,55,0,55,-23,0,-23,-4,0,-4,-62,0,-62,-10,0,-10,229,0,229,37,0,37
29 b,Logistics,751,0,751,125,0,125,-8,0,-8,-1,0,-1,7,0,7,1,0,1,725,0,725,119,0,119
29 c,Marine Port & Services,5780,0,5780,962,0,962,62,0,62,10,0,10,1,0,1,0,0,0,5033,0,5033,824,0,824
29 d,Roads & Highways,1128,0,1128,188,0,188,7,0,7,1,0,1,1,0,1,0,0,0,797,0,797,130,0,130
29 e,Shipping,864,0,864,144,0,144,4,0,4,1,0,1,2,0,2,0,0,0,885,0,885,145,0,145
29 f,Surface Transportation,27,0,27,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,4,0,4
29 g,Transport Related Services,4202,0,4202,700,0,700,34,0,34,6,0,6,-3,0,-3,0,0,0,3726,0,3726,610,0,610
30,Utilities3,41826,871,42697,6965,145,7110,419,0,419,70,0,70,220,-77,142,36,-13,23,38684,791,39475,6330,129,6459
31,Sovereign,0,68998,68998,0,11490,11490,0,-2106,-2106,0,-351,-351,0,2123,2123,0,347,347,0,71135,71135,0,11640,11640
32,Others4,27058,42907,69965,4506,7145,11651,541,-3613,-3071,90,-602,-511,28,-2356,-2327,5,-385,-381,27614,40947,68561,4518,6700,11218
