0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","AUC as on May 31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment May 16-31, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","Net Investment June 01-15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022","AUC as on June 15, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,228813,0,10,0,228823,29462,0,1,0,29463,-188,0,21,0,-167,-24,0,3,0,-21,-1459,0,0,0,-1459,-187,0,0,0,-187,220158,0,11,0,220169,28198,0,2,0,28200
2,Capital Goods,94510,426,0,0,94936,12169,55,0,0,12224,807,0,0,0,807,104,0,0,0,104,770,0,0,0,770,99,0,0,0,99,92798,426,0,0,93224,11886,55,0,0,11941
3,Chemicals,97732,0,0,0,97732,12584,0,0,0,12584,944,0,0,0,944,122,0,0,0,122,135,0,0,0,135,17,0,0,0,17,91631,0,0,0,91631,11736,0,0,0,11736
4,Construction,54644,660,2238,2427,59969,7036,85,288,312,7721,-424,0,0,-4,-428,-55,0,0,-1,-56,-36,0,0,-2,-38,-5,0,0,0,-5,51817,660,2238,2441,57156,6637,84,287,313,7321
5,Construction Materials,70495,1277,795,0,72567,9077,164,102,0,9343,-752,0,0,0,-752,-97,0,0,0,-97,-1662,0,-13,0,-1675,-213,0,-2,0,-215,63271,1277,783,0,65331,8104,164,100,0,8368
6,Consumer Durables,160593,0,0,0,160593,20678,0,0,0,20678,-1336,0,0,0,-1336,-172,0,0,0,-172,-2577,0,0,0,-2577,-330,0,0,0,-330,147510,0,0,0,147510,18893,0,0,0,18893
7,Consumer Services,102462,419,125,0,103006,13193,54,16,0,13263,-690,0,0,0,-690,-89,0,0,0,-89,-321,0,0,0,-321,-41,0,0,0,-41,94901,419,125,0,95445,12155,53,16,0,12224
8,Diversified,1469,200,0,0,1669,189,26,0,0,215,-27,0,0,0,-27,-3,0,0,0,-3,9,0,0,0,9,1,0,0,0,1,1481,200,0,0,1681,190,26,0,0,216
9,Fast Moving Consumer Goods,278116,231,128,0,278475,35810,30,16,0,35856,-1093,0,0,0,-1093,-141,0,0,0,-141,-1523,49,0,0,-1474,-195,6,0,0,-189,258961,281,128,0,259370,33168,36,16,0,33220
10,Financial Services,1394240,16555,6551,0,1417346,179522,2132,844,0,182498,-3661,-130,-103,0,-3894,-471,-17,-13,0,-501,-8050,-113,-82,0,-8245,-1031,-14,-10,0,-1055,1285636,16421,6499,0,1308556,164666,2103,832,0,167601
11,Forest Materials,1191,440,0,0,1631,153,57,0,0,210,20,0,0,0,20,3,0,0,0,3,36,0,0,0,36,5,0,0,0,5,1181,440,0,0,1621,151,56,0,0,207
12,Healthcare,206172,262,0,0,206434,26547,34,0,0,26581,133,0,0,0,133,17,0,0,0,17,-860,-40,0,0,-900,-110,-5,0,0,-115,198030,222,0,0,198252,25364,28,0,0,25392
13,Information Technology,545067,0,340,0,545407,70183,0,44,0,70227,-10506,0,0,0,-10506,-1353,0,0,0,-1353,-3702,0,0,0,-3702,-474,0,0,0,-474,509373,0,340,0,509713,65241,0,44,0,65285
14,"Media, Entertainment & Publication",21250,0,165,0,21415,2736,0,21,0,2757,-150,0,0,0,-150,-19,0,0,0,-19,12,0,0,0,12,2,0,0,0,2,19451,0,165,0,19616,2491,0,21,0,2512
15,Metals & Mining,134022,16,12,0,134050,17257,2,2,0,17261,-1573,0,12,0,-1561,-202,0,2,0,-200,-2339,0,0,0,-2339,-300,0,0,0,-300,123414,16,12,0,123442,15807,2,2,0,15811
16,"Oil, Gas & Consumable Fuels",555923,457,566,0,556946,71580,59,73,0,71712,155,0,0,0,155,20,0,0,0,20,847,-15,-150,0,682,108,-2,-19,0,87,545683,442,412,0,546537,69892,57,53,0,70002
17,Power,199855,1461,250,7941,209507,25733,188,32,1023,26976,899,0,0,0,899,116,0,0,0,116,-1956,0,0,-20,-1976,-251,0,0,-3,-254,187532,1462,250,8039,197283,24019,187,32,1030,25268
18,Realty,52991,99,105,19233,72428,6823,13,14,2476,9326,-239,0,0,-23,-262,-31,0,0,-3,-34,-1,0,0,240,239,0,0,0,31,31,50316,99,105,19019,69539,6444,13,13,2436,8906
19,Services,72431,849,0,0,73280,9326,109,0,0,9435,3046,0,0,0,3046,392,0,0,0,392,182,0,0,0,182,23,0,0,0,23,69091,849,0,0,69940,8849,109,0,0,8958
20,Telecommunication,108740,132,0,0,108872,14001,17,0,0,14018,-157,0,0,0,-157,-20,0,0,0,-20,-2376,0,0,0,-2376,-304,0,0,0,-304,103657,132,0,0,103789,13277,17,0,0,13294
21,Textiles,20479,0,0,0,20479,2637,0,0,0,2637,118,0,0,0,118,15,0,0,0,15,27,0,0,0,27,3,0,0,0,3,18647,0,0,0,18647,2388,0,0,0,2388
22,Utilities,372,0,0,0,372,48,0,0,0,48,-1,0,0,0,-1,0,0,0,0,0,-15,0,0,0,-15,-2,0,0,0,-2,333,0,0,0,333,43,0,0,0,43
23,Sovereign,0,135959,6340,0,142299,0,17506,816,0,18322,0,-379,-525,0,-904,0,-49,-68,0,-117,0,-1839,0,0,-1839,0,-236,0,0,-236,0,133240,6346,0,139586,0,17066,813,0,17879
24,Others,10425,85473,114634,4235,214767,1342,11006,14760,545,27653,-104,-654,1435,0,677,-13,-84,185,0,88,-89,-751,1640,0,800,-11,-96,210,0,103,15736,84759,116731,4235,221461,2015,10856,14952,542,28365
,Grand Total,4411991,244915,132259,33836,4823003,568086,31537,17030,4357,621009,-14779,-1164,840,-27,-15128,-1901,-150,108,-3,-1946,-24949,-2708,1395,218,-26044,-3195,-347,179,28,-3335,4150609,241343,134144,33734,4559830,531615,30912,17181,4321,584029
