0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on March 31, 2016","AUC as on March 31, 2016","AUC as on March 31, 2016","AUC as on March 31, 2016","AUC as on March 31, 2016","AUC as on March 31, 2016","Net Investment March 16-31, 2016","Net Investment March 16-31, 2016","Net Investment March 16-31, 2016","Net Investment March 16-31, 2016","Net Investment March 16-31, 2016","Net Investment March 16-31, 2016","Net Investment April 01-15, 2016","Net Investment April 01-15, 2016","Net Investment April 01-15, 2016","Net Investment April 01-15, 2016","Net Investment April 01-15, 2016","Net Investment April 01-15, 2016","AUC as on April 15, 2016","AUC as on April 15, 2016","AUC as on April 15, 2016","AUC as on April 15, 2016","AUC as on April 15, 2016","AUC as on April 15, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,115238,270,115508,17373,41,17413,1128,0,1128,170,0,170,-4,0,-4,-1,0,-1,120484,270,120754,18137,41,18178
2,Total Financial Services,382190,47639,429829,57617,7182,64799,1308,-554,754,197,-84,114,-349,-1006,-1355,-52,-151,-204,387280,46372,433652,58300,6981,65280
2a,Banks,180170,2114,182285,27162,319,27480,850,-5,845,128,-1,127,95,0,95,14,0,14,182691,2117,184809,27502,319,27820
2b,Other Financial Services1,202020,45524,247545,30455,6863,37319,458,-549,-91,69,-83,-14,-444,-1006,-1450,-67,-151,-218,204588,44255,248843,30798,6662,37460
3,Capital Goods,96322,877,97200,14521,132,14653,1100,0,1100,166,0,166,428,0,428,64,0,64,101124,877,102001,15223,132,15355
4,Chemicals & Petrochemicals,22248,0,22248,3354,0,3354,9,0,9,1,0,1,67,0,67,10,0,10,23558,0,23558,3546,0,3546
5,Coal,15796,0,15796,2381,0,2381,266,0,266,40,0,40,-165,0,-165,-25,0,-25,14887,0,14887,2241,0,2241
