0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","AUC as on December 15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 01-15, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","Net Investment December 16-31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020","AUC as on December 31, 2020"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,179062,317,0,0,179379,24311,43,0,0,24354,3668,0,0,0,3668,498,0,0,0,498,1402,0,0,0,1402,192,0,0,0,192,180952,317,0,0,181269,24770,43,0,0,24813
2,Total Financial Services,1258708,26544,10898,0,1296150,170897,3604,1480,0,175981,13532,-41,58,0,13549,1837,-6,8,0,1839,3669,-115,-1930,-98,1526,502,-16,-264,-13,209,1317036,26616,13482,14709,1371843,180284,3643,1845,2013,187785
2a,Banks,757997,6628,101,0,764726,102914,900,14,0,103828,9559,0,83,0,9642,1298,0,11,0,1309,968,-54,0,0,914,133,-7,0,0,126,777131,6608,103,0,783842,106378,905,14,0,107297
2b,Other Financial Services1,500711,19916,10796,0,531423,67982,2704,1466,0,72152,3973,-41,-25,0,3907,539,-6,-3,0,530,2700,-61,-1930,-98,611,370,-8,-264,-13,85,539905,20008,13379,14709,588001,73905,2739,1831,2013,80488
3,Capital Goods,131248,168,65,0,131481,17820,23,9,0,17852,2951,0,0,0,2951,401,0,0,0,401,947,0,0,0,947,130,0,0,0,130,135241,153,45,0,135439,18513,21,6,0,18540
4,Chemicals & Petrochemicals,48202,0,480,0,48682,6544,0,65,0,6609,952,0,0,0,952,129,0,0,0,129,723,0,0,0,723,99,0,0,0,99,49955,0,480,0,50435,6838,0,66,0,6904
5,Coal,5700,0,0,0,5700,774,0,0,0,774,-26,0,0,0,-26,-3,0,0,0,-3,72,0,0,0,72,10,0,0,0,10,5446,0,0,0,5446,746,0,0,0,746
6,Commercial Services & Supplies,14033,0,0,0,14033,1905,0,0,0,1905,-50,0,0,0,-50,-7,0,0,0,-7,19,0,0,0,19,3,0,0,0,3,14398,0,0,0,14398,1971,0,0,0,1971
7,Construction Materials,63269,354,200,0,63823,8590,48,27,0,8665,1672,0,150,0,1822,227,0,20,0,247,1105,-125,0,0,980,151,-17,0,0,134,65068,229,200,0,65497,8907,31,27,0,8965
8,Consumer Durables,84334,0,0,0,84334,11450,0,0,0,11450,1430,0,0,0,1430,194,0,0,0,194,653,0,0,0,653,89,0,0,0,89,92619,0,0,0,92619,12678,0,0,0,12678
9,Diversified2,8451,200,0,0,8651,1147,27,0,0,1174,230,0,0,0,230,31,0,0,0,31,38,0,0,0,38,5,0,0,0,5,8982,200,0,0,9182,1229,27,0,0,1256
10,Diversified Consumer Services,2669,0,0,0,2669,362,0,0,0,362,-3,0,0,0,-3,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,2612,0,0,0,2612,358,0,0,0,358
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12,"Food, Beverages & Tobacco",112100,214,0,0,112314,15220,29,0,0,15249,2438,0,0,0,2438,331,0,0,0,331,814,0,0,0,814,111,0,0,0,111,112023,214,0,0,112237,15334,29,0,0,15363
13,Forest Materials,1169,434,0,0,1603,159,59,0,0,218,-2,0,0,0,-2,0,0,0,0,0,-8,0,0,0,-8,-1,0,0,0,-1,1234,434,0,0,1668,169,59,0,0,228
14,General Industrials,20202,55,0,0,20257,2743,7,0,0,2750,336,0,0,0,336,46,0,0,0,46,99,0,0,0,99,14,0,0,0,14,22487,55,0,0,22542,3078,8,0,0,3086
15,Hardware Technology & Equipment,44,0,0,0,44,6,0,0,0,6,-3,0,0,0,-3,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,43,0,0,0,43,6,0,0,0,6
16,Healthcare Equipment & Supplies,177,0,0,0,177,24,0,0,0,24,22,0,0,0,22,3,0,0,0,3,-2,0,0,0,-2,0,0,0,0,0,170,0,0,0,170,23,0,0,0,23
17,Healthcare Services,32991,0,0,0,32991,4479,0,0,0,4479,485,0,0,0,485,66,0,0,0,66,381,0,0,0,381,52,0,0,0,52,33952,0,0,0,33952,4647,0,0,0,4647
18,"Hotels, Restaurants & Tourism",19722,104,0,0,19826,2678,14,0,0,2692,2438,0,0,0,2438,331,0,0,0,331,-139,-4,0,0,-143,-19,0,0,0,-19,21394,100,0,0,21494,2929,14,0,0,2943
19,Household & Personal Products,141879,0,0,0,141879,19263,0,0,0,19263,988,0,0,0,988,134,0,0,0,134,647,0,0,0,647,89,0,0,0,89,145962,0,0,0,145962,19980,0,0,0,19980
20,Insurance,89584,80,0,0,89664,12163,11,0,0,12174,1882,0,0,0,1882,256,0,0,0,256,626,0,0,0,626,86,0,0,0,86,94315,80,0,0,94395,12910,11,0,0,12921
21,Media,21056,108,0,0,21164,2859,15,0,0,2874,-40,0,0,0,-40,-5,0,0,0,-5,524,0,0,0,524,72,0,0,0,72,20956,110,0,0,21066,2869,15,0,0,2884
22,Metals & Mining,54212,320,80,0,54612,7360,43,11,0,7414,2601,-35,0,0,2566,353,-5,0,0,348,293,-5,-10,0,278,40,-1,-1,0,38,56559,315,69,0,56943,7742,43,9,0,7794
23,Oil & Gas,368355,2667,55,0,371077,50012,362,7,0,50381,-53,0,-295,0,-348,-7,0,-40,0,-47,382,0,0,0,382,52,0,0,0,52,368353,2667,55,0,371075,50422,365,8,0,50795
24,Pharmaceuticals & Biotechnology,166808,0,3016,0,169824,22648,0,409,0,23057,2811,0,0,0,2811,382,0,0,0,382,1462,0,0,0,1462,200,0,0,0,200,164256,0,0,0,164256,22484,0,0,0,22484
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Realty,32457,103,0,0,32560,4407,14,0,0,4421,168,0,0,0,168,23,0,0,0,23,185,0,0,0,185,25,0,0,0,25,35275,103,0,0,35378,4829,14,0,0,4843
27,Retailing,55005,300,0,0,55305,7468,41,0,0,7509,858,0,0,0,858,116,0,0,0,116,241,0,0,0,241,33,0,0,0,33,56567,150,0,0,56717,7743,21,0,0,7764
28,Software & Services,475959,0,0,0,475959,64622,0,0,0,64622,1104,0,0,0,1104,150,0,0,0,150,2378,0,0,0,2378,326,0,0,0,326,505607,0,0,0,505607,69210,0,0,0,69210
29,Telecom Services,72373,395,0,0,72768,9826,54,0,0,9880,-894,0,0,0,-894,-121,0,0,0,-121,231,25,0,0,256,32,3,0,0,35,76235,420,0,0,76655,10435,57,0,0,10492
30,Telecommunications Equipment,80,0,0,0,80,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,86,0,0,0,86,12,0,0,0,12
