0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","AUC as on August 15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 01-15, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","Net Investment August 16-31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020","AUC as on August 31, 2020"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,128642,317,0,0,128959,17205,42,0,0,17247,758,0,0,0,758,101,0,0,0,101,591,0,0,0,591,80,0,0,0,80,147992,317,0,0,148309,20109,43,0,0,20152
2,Total Financial Services,850096,30195,8834,0,889125,113692,4038,1182,0,118912,6653,105,707,0,7465,890,14,95,0,999,2909,-931,378,0,2356,395,-127,51,0,319,920984,29291,9389,0,959664,125142,3980,1276,0,130398
2a,Banks,492200,6768,0,0,498968,65827,905,0,0,66732,7441,-42,0,0,7399,995,-6,0,0,989,1709,-48,0,0,1661,232,-6,0,0,226,550692,6715,0,0,557407,74827,912,0,0,75739
2b,Other Financial Services1,357896,23427,8834,0,390157,47865,3133,1182,0,52180,-788,147,707,0,66,-105,20,95,0,10,1200,-883,378,0,695,163,-120,51,0,94,370292,22577,9389,0,402258,50315,3068,1276,0,54659
3,Capital Goods,79413,223,20,0,79656,10621,30,3,0,10654,385,-53,0,0,332,51,-7,0,0,44,438,0,0,0,438,60,0,0,0,60,83731,223,20,0,83974,11377,30,3,0,11410
4,Chemicals & Petrochemicals,40612,0,310,0,40922,5431,0,41,0,5472,-63,0,0,0,-63,-8,0,0,0,-8,361,0,0,0,361,49,0,0,0,49,42126,0,310,0,42436,5724,0,42,0,5766
5,Coal,6166,0,0,0,6166,825,0,0,0,825,-56,0,0,0,-56,-7,0,0,0,-7,56,0,0,0,56,8,0,0,0,8,6341,0,0,0,6341,862,0,0,0,862
