0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","AUC as on November 15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 01-15, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","Net Investment November 16-30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021","AUC as on November 30, 2021"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobiles & Auto Components,210139,0,0,0,210139,28262,0,0,0,28262,-43,0,0,0,-43,-6,0,0,0,-6,-1173,0,0,0,-1173,-156,0,0,0,-156,193073,0,0,0,193073,25713,0,0,0,25713
2,Total Financial Services,1609755,18375,7169,0,1635299,216496,2471,964,0,219931,-2569,-24,-2,0,-2595,-346,-3,0,0,-349,-13204,-6,-171,0,-13381,-1759,-1,-23,0,-1783,1464427,17832,7332,0,1489591,195027,2375,976,0,198378
2a,Banks,893454,5429,80,0,898963,120161,730,11,0,120902,-5221,0,0,0,-5221,-702,0,0,0,-702,-10385,112,50,0,-10223,-1383,15,7,0,-1361,818524,5002,470,0,823996,109008,666,63,0,109737
2b,Other Financial Services1,716301,12946,7090,0,736337,96335,1741,953,0,99029,2652,-24,-2,0,2626,357,-3,0,0,354,-2819,-118,-221,0,-3158,-375,-16,-29,0,-420,645902,12829,6862,0,665593,86019,1709,914,0,88642
3,Capital Goods,156196,265,100,0,156561,21007,36,13,0,21056,743,0,0,0,743,100,0,0,0,100,-696,0,-10,0,-706,-93,0,-1,0,-94,143802,265,90,0,144157,19151,35,12,0,19198
4,Chemicals & Petrochemicals,82870,0,0,0,82870,11145,0,0,0,11145,-498,0,0,0,-498,-67,0,0,0,-67,-359,0,0,0,-359,-48,0,0,0,-48,77316,0,0,0,77316,10297,0,0,0,10297
5,Coal,7096,0,0,0,7096,954,0,0,0,954,132,0,0,0,132,18,0,0,0,18,-136,0,0,0,-136,-18,0,0,0,-18,6608,0,0,0,6608,880,0,0,0,880
