0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","AUC as on December 15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 01-15, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","Net Investment December 16-31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023","AUC as on December 31, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,399156,13,11,0,399180,47987,2,1,0,47990,3309,0,0,0,3309,398,0,0,0,398,335,0,0,0,335,40,0,0,0,40,411001,13,11,0,411025,49449,2,1,0,49452
2,Capital Goods,262951,149,0,0,263100,31612,18,0,0,31630,2989,0,0,0,2989,359,0,0,0,359,2114,700,0,0,2814,254,84,0,0,338,270580,849,0,0,271429,32554,102,0,0,32656
3,Chemicals,101060,0,0,0,101060,12150,0,0,0,12150,-120,0,0,0,-120,-14,0,0,0,-14,672,0,0,0,672,81,0,0,0,81,103541,0,0,0,103541,12457,0,0,0,12457
4,Construction,135702,437,2178,0,138317,16314,52,262,0,16628,1096,-4,0,0,1092,132,0,0,0,132,113,-30,0,0,83,14,-4,0,0,10,137915,407,2178,0,140500,16593,49,262,0,16904
5,Construction Materials,114004,896,556,0,115456,13706,108,67,0,13881,2007,-56,-281,0,1670,241,-7,-34,0,200,1661,0,0,0,1661,200,0,0,0,200,117638,896,556,0,119090,14153,108,67,0,14328
6,Consumer Durables,197054,0,0,0,197054,23690,0,0,0,23690,130,0,0,0,130,16,0,0,0,16,1009,0,0,0,1009,121,0,0,0,121,203322,0,0,0,203322,24462,0,0,0,24462
7,Consumer Services,181871,1109,545,0,183525,21865,133,65,0,22063,2850,0,0,0,2850,343,0,0,0,343,543,0,125,0,668,65,0,15,0,80,183131,1109,670,0,184910,22033,133,81,0,22247
