0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on March 31, 2014","AUC as on March 31, 2014","AUC as on March 31, 2014","AUC as on March 31, 2014","AUC as on March 31, 2014","AUC as on March 31, 2014","Net Investment March 16-31, 2014","Net Investment March 16-31, 2014","Net Investment March 16-31, 2014","Net Investment March 16-31, 2014","Net Investment March 16-31, 2014","Net Investment March 16-31, 2014","Net Investment April 01-15, 2014","Net Investment April 01-15, 2014","Net Investment April 01-15, 2014","Net Investment April 01-15, 2014","Net Investment April 01-15, 2014","Net Investment April 01-15, 2014","AUC as on April 15, 2014","AUC as on April 15, 2014","AUC as on April 15, 2014","AUC as on April 15, 2014","AUC as on April 15, 2014","AUC as on April 15, 2014"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,75914,0,75914,12631,0,12631,641,0,641,107,0,107,555,0,555,92,0,92,75752,0,75752,12570,0,12570
2,Total Financial Services,379076,35408,414484,63074,5891,68966,6989,632,7621,1163,105,1268,2503,-2969,-465,415,-493,-77,380162,32601,412764,63085,5410,68495
2a,Banks,227979,87,228066,37933,15,37948,5856,-70,5786,974,-12,963,1528,0,1528,254,0,254,226930,87,227017,37657,15,37672
2b,Other Financial Services1,151097,35320,186417,25141,5877,31018,1133,702,1835,188,117,305,975,-2969,-1993,162,-493,-331,153233,32514,185746,25428,5395,30823
3,Capital Goods,88254,276,88530,14685,46,14731,861,0,861,143,0,143,484,-239,245,80,-40,41,90782,276,91058,15064,46,15110
4,Chemicals & Petrochemicals,11841,0,11841,1970,0,1970,-2,-3,-4,0,0,-1,58,0,58,10,0,10,12714,0,12714,2110,0,2110
5,Coal,10089,0,10089,1679,0,1679,172,0,172,29,0,29,83,0,83,14,0,14,10334,0,10334,1715,0,1715
