0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","AUC as on February 15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 01-15, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","Net Investment February 16-28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023","AUC as on February 28, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,271579,0,10,0,271589,32775,0,2,0,32777,964,0,0,0,964,116,0,0,0,116,-69,0,0,0,-69,-8,0,0,0,-8,261143,0,10,0,261153,31584,0,2,0,31586
2,Capital Goods,135436,402,0,0,135838,16345,48,0,0,16393,1509,0,0,0,1509,182,0,0,0,182,1155,0,0,0,1155,140,0,0,0,140,135845,402,0,0,136247,16430,48,0,0,16478
3,Chemicals,96017,0,0,0,96017,11588,0,0,0,11588,-411,0,0,0,-411,-50,0,0,0,-50,48,0,0,0,48,6,0,0,0,6,92854,0,0,0,92854,11230,0,0,0,11230
4,Construction,79322,623,2178,0,82123,9573,75,263,0,9911,111,0,0,0,111,13,0,0,0,13,326,0,0,0,326,39,0,0,0,39,77000,623,2178,0,79801,9313,75,263,0,9651
5,Construction Materials,77610,986,951,0,79547,9366,119,115,0,9600,-279,0,0,0,-279,-34,0,0,0,-34,385,0,0,0,385,47,0,0,0,47,77897,986,951,0,79834,9421,119,115,0,9655
6,Consumer Durables,152506,0,0,0,152506,18405,0,0,0,18405,-273,0,0,0,-273,-33,0,0,0,-33,-1111,0,0,0,-1111,-134,0,0,0,-134,149407,0,0,0,149407,18070,0,0,0,18070
7,Consumer Services,105237,419,495,0,106151,12700,51,60,0,12811,-135,0,0,0,-135,-16,0,0,0,-16,-89,0,0,0,-89,-11,0,0,0,-11,102991,419,495,0,103905,12456,51,60,0,12567
8,Diversified,2961,203,0,0,3164,357,24,0,0,381,-7,0,0,0,-7,-1,0,0,0,-1,-175,0,0,0,-175,-21,0,0,0,-21,2814,203,0,0,3017,340,25,0,0,365
9,Fast Moving Consumer Goods,329163,161,128,0,329452,39724,19,15,0,39758,-353,0,0,0,-353,-43,0,0,0,-43,109,0,0,0,109,13,0,0,0,13,323108,160,128,0,323396,39079,19,15,0,39113
10,Financial Services,1551087,15973,6109,0,1573169,187189,1927,737,0,189853,2368,-176,43,0,2235,286,-21,5,0,270,-2263,323,244,0,-1696,-274,39,30,0,-205,1494557,16327,6357,0,1517241,180761,1975,769,0,183505
