0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on February 28, 2019","AUC as on February 28, 2019","AUC as on February 28, 2019","AUC as on February 28, 2019","AUC as on February 28, 2019","AUC as on February 28, 2019","AUC as on February 28, 2019","AUC as on February 28, 2019","Net Investment February 16-28, 2019","Net Investment February 16-28, 2019","Net Investment February 16-28, 2019","Net Investment February 16-28, 2019","Net Investment February 16-28, 2019","Net Investment February 16-28, 2019","Net Investment February 16-28, 2019","Net Investment February 16-28, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","Net Investment March 01-15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019","AUC as on March 15, 2019"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,158610,317,0,158927,22278,45,0,22323,-336,0,0,-336,-47,0,0,-47,81,0,0,81,12,0,0,12,167050,317,0,167367,24136,46,0,24182
2,Total Financial Services,934321,55079,2022,991422,131233,7736,284,139253,6280,519,-5,6794,882,73,-1,954,7001,594,-12,7583,1011,86,-2,1095,1021577,55750,1966,1079293,147599,8055,284,155938
2a,Banks,547384,8168,0,555552,76885,1147,0,78032,5416,69,0,5485,761,10,0,771,4368,-31,0,4337,631,-5,0,626,600544,8133,0,608677,86767,1175,0,87942
2b,Other Financial Services1,386936,46912,2022,435870,54349,6589,284,61222,864,451,-5,1310,121,63,-1,183,2633,625,-12,3246,380,90,-2,468,421033,47618,1966,470617,60831,6880,284,67995
3,Capital Goods,91977,413,0,92390,12919,58,0,12977,-131,29,0,-102,-18,4,0,-14,781,0,0,781,113,0,0,113,99262,413,0,99675,14341,60,0,14401
4,Chemicals & Petrochemicals,39722,0,0,39722,5579,0,0,5579,357,0,0,357,50,0,0,50,185,0,0,185,27,0,0,27,42218,0,0,42218,6100,0,0,6100
5,Coal,8882,0,0,8882,1248,0,0,1248,109,0,0,109,15,0,0,15,1048,0,0,1048,151,0,0,151,10470,0,0,10470,1513,0,0,1513
6,Commercial Services & Supplies,7137,200,0,7337,1002,28,0,1030,-34,0,0,-34,-5,0,0,-5,60,0,0,60,9,0,0,9,7839,200,0,8039,1133,29,0,1162
7,Construction Materials,53480,679,0,54159,7512,95,0,7607,157,0,0,157,22,0,0,22,380,0,0,380,55,0,0,55,56653,679,0,57332,8185,98,0,8283
8,Consumer Durables,39198,0,0,39198,5506,0,0,5506,154,0,0,154,22,0,0,22,140,0,0,140,20,0,0,20,40969,0,0,40969,5919,0,0,5919
9,Diversified2,4009,0,0,4009,563,0,0,563,18,0,0,18,2,0,0,2,-94,0,0,-94,-14,0,0,-14,4199,0,0,4199,607,0,0,607
10,Diversified Consumer Services,2861,0,0,2861,402,0,0,402,17,0,0,17,2,0,0,2,9,0,0,9,1,0,0,1,2832,0,0,2832,409,0,0,409
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Food, Beverages & Tobacco",99807,662,0,100469,14019,93,0,14112,-1020,0,0,-1020,-143,0,0,-143,552,0,0,552,80,0,0,80,104685,662,0,105347,15125,96,0,15221
13,Forest Materials,1135,335,0,1470,159,47,0,206,-13,0,0,-13,-2,0,0,-2,-4,0,0,-4,-1,0,0,-1,1231,335,0,1566,178,48,0,226
14,General Industrials,17766,385,0,18151,2495,54,0,2549,30,0,0,30,4,0,0,4,128,0,0,128,18,0,0,18,18786,385,0,19171,2714,56,0,2770
15,Hardware Technology & Equipment,37,0,0,37,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,6,0,0,6
16,Healthcare Equipment & Supplies,93,0,0,93,13,0,0,13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,97,14,0,0,14
17,Healthcare Services,14472,0,0,14472,2033,0,0,2033,-71,0,0,-71,-10,0,0,-10,-125,0,0,-125,-18,0,0,-18,14451,0,0,14451,2088,0,0,2088
18,"Hotels, Restaurants & Tourism",12965,4,0,12969,1821,0,0,1821,-77,0,0,-77,-11,0,0,-11,-51,0,0,-51,-7,0,0,-7,13814,4,0,13818,1996,1,0,1997
19,Household & Personal Products,101120,0,0,101120,14203,0,0,14203,-399,0,0,-399,-56,0,0,-56,178,0,0,178,26,0,0,26,100838,0,0,100838,14569,0,0,14569
