0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 16-31, 2012","Net  Investment  December 16-31, 2012","Net  Investment  December 16-31, 2012","Net  Investment  December 16-31, 2012","Net  Investment  December 16-31, 2012","Net  Investment  December 16-31, 2012","AUC  as on December 31, 2012","AUC  as on December 31, 2012","AUC  as on December 31, 2012","AUC  as on December 31, 2012","AUC  as on December 31, 2012","AUC  as on December 31, 2012"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles  & Auto Components,58974,0,58974,10843,0,10843,666,0,666,122,0,122,842,0,842,154,0,154,60371,0,60371,11021,0,11021
2,Total Financial Services,352573,35489,388062,64825,6525,71351,3474,-1372,2102,639,-252,386,2787,587,3374,509,107,616,354719,35854,390572,64757,6545,71302
2a,Banks,200818,5,200823,36923,1,36924,1886,0,1886,347,0,347,2487,0,2487,454,0,454,204173,5,204178,37273,1,37274
2b,Other  Financial Services1,151755,35484,187238,27902,6524,34426,1588,-1372,216,292,-252,40,300,587,887,55,107,162,150546,35849,186395,27483,6544,34028
3,Capital  Goods,70562,562,71123,12974,103,13077,170,0,170,31,0,31,996,-188,807,182,-34,147,73383,373,73756,13397,68,13465
4,Chemicals  & Petrochemicals,8540,4,8544,1570,1,1571,-21,5,-16,-4,1,-3,-24,0,-24,-4,0,-4,8712,4,8716,1590,1,1591
5,Coal,13263,0,13263,2439,0,2439,70,0,70,13,0,13,-61,0,-61,-11,0,-11,13276,0,13276,2424,0,2424
6,Commercial  Services & Supplies,6620,0,6620,1217,0,1217,15,0,15,3,0,3,657,0,657,120,0,120,7258,0,7258,1325,0,1325
7,Construction  Materials,28141,0,28141,5174,0,5174,11,0,11,2,0,2,208,0,208,38,0,38,28288,0,28288,5164,0,5164
8,Consumer  Durables,10284,0,10284,1891,0,1891,117,0,117,21,0,21,31,0,31,6,0,6,10570,0,10570,1930,0,1930
9,Diversified2,2498,0,2498,459,0,459,9,0,9,2,0,2,-5,0,-5,-1,0,-1,2543,0,2543,464,0,464
10,Diversified  Consumer Services,674,0,674,124,0,124,9,0,9,2,0,2,0,0,0,0,0,0,645,0,645,118,0,118
11,"Food,  Beverages & Tobacco",76583,76,76659,14081,14,14095,457,0,457,84,0,84,-472,0,-472,-86,0,-86,74721,76,74797,13641,14,13655
