0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC as on January 31, 2016","AUC as on January 31, 2016","AUC as on January 31, 2016","AUC as on January 31, 2016","AUC as on January 31, 2016","AUC as on January 31, 2016","Net Investment January 16-31, 2016","Net Investment January 16-31, 2016","Net Investment January 16-31, 2016","Net Investment January 16-31, 2016","Net Investment January 16-31, 2016","Net Investment January 16-31, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","Net Investment February 01-15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016","AUC as on February 15, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,113413,270,113683,16709,40,16749,-233,0,-233,-34,0,-34,-302,0,-302,-44,0,-44,108916,270,109185,15985,40,16025
2,Total Financial Services,381190,50775,431965,56160,7480,63640,-620,-324,-944,-91,-48,-139,-208,-770,-978,-30,-113,-144,353425,50382,403807,51871,7394,59266
2a,Banks,172418,2194,174612,25402,323,25725,-436,-2,-438,-64,0,-64,-68,-86,-155,-10,-13,-23,159527,2110,161637,23413,310,23723
2b,Other Financial Services1,208772,48581,257353,30758,7157,37915,-184,-322,-507,-27,-47,-75,-139,-684,-823,-20,-100,-121,193898,48272,242171,28458,7085,35543
3,Capital Goods,90922,877,91799,13395,129,13524,-814,-25,-840,-120,-4,-124,-609,-33,-642,-89,-5,-94,87711,877,88589,12873,129,13002
4,Chemicals & Petrochemicals,20889,0,20889,3077,0,3077,-116,0,-116,-17,0,-17,74,0,74,11,0,11,19884,0,19884,2918,0,2918
5,Coal,17457,0,17457,2572,0,2572,-397,0,-397,-58,0,-58,-20,0,-20,-3,0,-3,17539,0,17539,2574,0,2574
