0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on April 15, 2018","AUC as on April 15, 2018","AUC as on April 15, 2018","AUC as on April 15, 2018","AUC as on April 15, 2018","AUC as on April 15, 2018","AUC as on April 15, 2018","AUC as on April 15, 2018","Net Investment April 01-15, 2018","Net Investment April 01-15, 2018","Net Investment April 01-15, 2018","Net Investment April 01-15, 2018","Net Investment April 01-15, 2018","Net Investment April 01-15, 2018","Net Investment April 01-15, 2018","Net Investment April 01-15, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","Net Investment April 16-30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018","AUC as on April 30, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,223070,347,0,223417,34201,53,0,34254,-89,0,0,-89,-14,0,0,-14,-1508,0,0,-1508,-226,0,0,-226,224131,347,0,224478,33563,52,0,33615
2,Total Financial Services,944326,66115,0,1010441,144785,10137,0,154922,-777,-1089,0,-1866,-119,-167,0,-286,-764,-915,0,-1679,-114,-137,0,-251,962312,65180,0,1027492,144102,9760,0,153862
2a,Banks,529254,7100,0,536354,81146,1089,0,82235,-597,-305,0,-902,-92,-47,0,-138,-27,72,0,45,-4,11,0,7,537524,7179,0,544703,80492,1075,0,81567
2b,Other Financial Services1,415072,59015,0,474087,63639,9048,0,72687,-180,-785,0,-964,-28,-120,0,-148,-737,-987,0,-1724,-110,-148,0,-258,424788,58001,0,482789,63610,8685,0,72295
3,Capital Goods,122458,1203,0,123661,18775,184,0,18959,-1,0,0,-1,0,0,0,0,-342,-18,0,-360,-51,-3,0,-54,122742,1185,0,123927,18380,177,0,18557
4,Chemicals & Petrochemicals,39619,0,0,39619,6074,0,0,6074,-89,0,0,-89,-14,0,0,-14,216,0,0,216,32,0,0,32,39638,0,0,39638,5936,0,0,5936
5,Coal,9923,0,0,9923,1521,0,0,1521,7,0,0,7,1,0,0,1,-20,0,0,-20,-3,0,0,-3,9851,0,0,9851,1475,0,0,1475
6,Commercial Services & Supplies,8564,200,0,8764,1313,31,0,1344,-96,0,0,-96,-15,0,0,-15,-81,0,0,-81,-12,0,0,-12,8354,200,0,8554,1251,30,0,1281
7,Construction Materials,71943,804,0,72747,11030,123,0,11154,-670,0,0,-670,-103,0,0,-103,-112,0,0,-112,-17,0,0,-17,74641,804,0,75445,11177,120,0,11297
8,Consumer Durables,38983,0,0,38983,5977,0,0,5977,-193,0,0,-193,-30,0,0,-30,-172,0,0,-172,-26,0,0,-26,39512,0,0,39512,5917,0,0,5917
