0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
9,Diversified2,2745,0,0,2745,421,0,0,421,-21,0,0,-21,-3,0,0,-3,-11,0,0,-11,-2,0,0,-2,2596,0,0,2596,389,0,0,389
10,Diversified Consumer Services,2010,0,0,2010,308,0,0,308,6,0,0,6,1,0,0,1,162,0,0,162,24,0,0,24,2602,0,0,2602,390,0,0,390
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Food, Beverages & Tobacco",112426,612,0,113038,17237,94,0,17331,-109,-1,0,-110,-17,0,0,-17,-57,0,0,-57,-9,0,0,-9,120240,612,0,120852,18005,92,0,18097
13,Forest Materials,2278,0,0,2278,349,0,0,349,2,0,0,2,0,0,0,0,80,0,0,80,12,0,0,12,2283,0,0,2283,342,0,0,342
14,General Industrials,23033,385,0,23418,3531,59,0,3590,-282,0,0,-282,-43,0,0,-43,-28,0,0,-28,-4,0,0,-4,23887,385,0,24272,3577,58,0,3635
15,Hardware Technology & Equipment,76,0,0,76,12,0,0,12,-5,0,0,-5,-1,0,0,-1,-6,0,0,-6,-1,0,0,-1,69,0,0,69,10,0,0,10
16,Healthcare Equipment & Supplies,132,0,0,132,20,0,0,20,0,0,0,0,0,0,0,0,-8,0,0,-8,-1,0,0,-1,118,0,0,118,18,0,0,18
17,Healthcare Services,13901,0,0,13901,2131,0,0,2131,178,0,0,178,27,0,0,27,79,0,0,79,12,0,0,12,14060,0,0,14060,2105,0,0,2105
18,"Hotels, Restaurants & Tourism",13559,56,0,13615,2079,9,0,2088,-37,0,0,-37,-6,0,0,-6,-94,0,0,-94,-14,0,0,-14,13893,56,0,13949,2080,8,0,2088
19,Household & Personal Products,93850,0,0,93850,14389,0,0,14389,-206,0,0,-206,-32,0,0,-32,-183,0,0,-183,-27,0,0,-27,98473,0,0,98473,14746,0,0,14746
20,Insurance,7146,0,0,7146,1096,0,0,1096,-4,0,0,-4,-1,0,0,-1,280,0,0,280,42,0,0,42,8354,0,0,8354,1251,0,0,1251
21,Media,37115,339,0,37454,5691,52,0,5743,-162,0,0,-162,-25,0,0,-25,-438,0,0,-438,-66,0,0,-66,36965,340,0,37305,5535,51,0,5586
22,Metals & Mining,75284,677,0,75961,11543,104,0,11647,-259,-3,0,-262,-40,0,0,-40,-1066,-2,0,-1068,-160,0,0,-160,75797,676,0,76473,11350,101,0,11451
23,Oil & Gas,209370,2216,0,211586,32101,340,0,32441,-673,-4,0,-678,-103,-1,0,-104,-147,-250,0,-397,-22,-37,0,-59,210100,1957,0,212057,31461,293,0,31754
24,Pharmaceuticals & Biotechnology,114988,0,0,114988,17630,0,0,17630,-136,0,0,-136,-21,0,0,-21,-552,0,0,-552,-83,0,0,-83,118580,0,0,118580,17757,0,0,17757
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Realty,25858,551,0,26409,3965,84,0,4049,-72,0,0,-72,-11,0,0,-11,-52,0,0,-52,-8,0,0,-8,27579,489,0,28068,4130,73,0,4203
27,Retailing,27469,300,0,27769,4212,46,0,4258,38,0,0,38,6,0,0,6,283,0,0,283,42,0,0,42,26898,300,0,27198,4028,45,0,4073
28,Software & Services,301058,0,0,301058,46159,0,0,46159,878,0,0,878,135,0,0,135,1509,0,0,1509,226,0,0,226,324241,0,0,324241,48554,0,0,48554
29,Telecom Services,67916,2246,0,70162,10413,344,0,10757,-728,0,0,-728,-112,0,0,-112,-392,20,0,-372,-59,3,0,-56,67250,2265,0,69515,10070,339,0,10409
30,Telecommunications Equipment,339,0,0,339,52,0,0,52,1,0,0,1,0,0,0,0,-2,0,0,-2,0,0,0,0,320,0,0,320,48,0,0,48
31,"Textiles, Apparels & Accessories",47834,0,0,47834,7334,0,0,7334,15,0,0,15,2,0,0,2,-446,0,0,-446,-67,0,0,-67,45625,0,0,45625,6832,0,0,6832
32,Transportation,42439,706,0,43145,6507,108,0,6615,598,-6,0,593,92,-1,0,91,-39,-7,0,-46,-6,-1,0,-7,43262,699,0,43961,6478,105,0,6583
32 a,Airlines,8362,699,0,9061,1282,107,0,1389,382,0,0,382,59,0,0,59,218,0,0,218,33,0,0,33,8254,699,0,8953,1236,105,0,1341
32 b,Logistics,2359,0,0,2359,362,0,0,362,-82,0,0,-82,-13,0,0,-13,-59,0,0,-59,-9,0,0,-9,2249,0,0,2249,337,0,0,337
32 c,Marine Port & Services,16539,0,0,16539,2536,0,0,2536,76,0,0,76,12,0,0,12,-75,0,0,-75,-11,0,0,-11,17520,0,0,17520,2624,0,0,2624
32 d,Roads & Highways,5208,7,0,5215,798,1,0,800,156,-6,0,150,24,-1,0,23,-119,-7,0,-126,-18,-1,0,-19,5155,0,0,5155,772,0,0,772
32 e,Shipping,1534,0,0,1534,235,0,0,235,-5,0,0,-5,-1,0,0,-1,-8,0,0,-8,-1,0,0,-1,1615,0,0,1615,242,0,0,242
32 f,Surface Transportation,59,0,0,59,9,0,0,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,62,9,0,0,9
32 g,Transport Related Services,8378,0,0,8378,1285,0,0,1285,70,0,0,70,11,0,0,11,4,0,0,4,1,0,0,1,8407,0,0,8407,1259,0,0,1259
33,Utilities3,81877,6992,0,88869,12553,1072,0,13625,-93,-77,0,-170,-14,-12,0,-26,-417,-31,0,-448,-62,-5,0,-67,82295,6956,0,89251,12323,1042,0,13365
34,Sovereign,0,244509,0,244509,0,37488,0,37488,0,1965,0,1965,0,301,0,301,0,-9716,0,-9716,0,-1455,0,-1455,0,233792,0,233792,0,35009,0,35009
35,Others4,44524,129145,2670,176339,6827,19802,409,206038,1894,3150,41,5085,290,483,6,780,-140,-3052,-14,-3206,-21,-457,-2,-492,46961,126647,2656,176264,7032,18965,398,26395
,Grand Total,2806113,457403,2670,3266186,430236,70130,409,679775,-1085,3935,41,2891,-166,603,6,443,-4468,-13971,-14,-18453,-669,-2092,-2,-2763,2873629,442890,2656,3319175,430312,66321,398,497031
