0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,,"AUC  as on December 15, 2013","AUC  as on December 15, 2013","AUC  as on December 15, 2013","AUC  as on December 15, 2013","AUC  as on December 15, 2013","AUC  as on December 15, 2013","Net  Investment  December 01-15, 2013","Net  Investment  December 01-15, 2013","Net  Investment  December 01-15, 2013","Net  Investment  December 01-15, 2013","Net  Investment  December 01-15, 2013","Net  Investment  December 01-15, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","Net  Investment  December 16-31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013","AUC  as on December 31, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total
1,Automobiles & Auto Components,65622,0,65622,10563,0,10563,729,0,729,117,0,117,60,0,60,10,0,10,67011,0,67011,10826,0,10826
2,Total Financial Services,327445,26194,353639,52706,4216,56922,3049,-170,2880,491,-27,463,172,241,413,28,39,67,330337,26070,356407,53369,4212,57581
2a,Banks,195680,167,195847,31497,27,31524,2739,0,2739,441,0,441,-145,0,-145,-23,0,-23,196451,167,196618,31738,27,31765
2b,Other Financial Services1,131766,26026,157792,21209,4189,25398,310,-170,140,50,-27,23,318,241,559,51,39,90,133886,25902,159788,21631,4185,25815
3,Capital Goods,74328,451,74779,11964,73,12037,1051,0,1051,169,0,169,174,0,174,28,0,28,77258,451,77709,12482,73,12555
4,Chemicals & Petrochemicals,10817,4,10821,1741,1,1742,124,0,124,20,0,20,93,0,93,15,0,15,11596,4,11599,1873,1,1874
5,Coal,10188,0,10188,1640,0,1640,23,0,23,4,0,4,-86,0,-86,-14,0,-14,10302,0,10302,1664,0,1664
6,Commercial Services & Supplies,7657,0,7657,1233,0,1233,-13,0,-13,-2,0,-2,27,0,27,4,0,4,8007,0,8007,1294,0,1294
7,Construction Materials,26008,0,26008,4186,0,4186,39,0,39,6,0,6,4,0,4,1,0,1,26186,0,26186,4231,0,4231
8,Consumer Durables,4157,0,4157,669,0,669,56,0,56,9,0,9,14,0,14,2,0,2,4312,0,4312,697,0,697
9,Diversified2,2779,0,2779,447,0,447,2,0,2,0,0,0,5,0,5,1,0,1,2912,0,2912,470,0,470
10,Diversified Consumer Services,151,0,151,24,0,24,-2,0,-2,0,0,0,-3,0,-3,0,0,0,160,0,160,26,0,26
11,"Food, Beverages & Tobacco",83458,100,83558,13434,16,13450,113,0,113,18,0,18,267,0,267,43,0,43,85974,100,86074,13890,16,13906
12,Forest Materials,384,0,384,62,0,62,0,0,0,0,0,0,-10,0,-10,-2,0,-2,386,0,386,62,0,62
13,General Industrials,6620,0,6620,1066,0,1066,92,0,92,15,0,15,11,0,11,2,0,2,6950,0,6950,1123,0,1123
14,Hardware Technology & Equipment,101,0,101,16,0,16,-4,0,-4,-1,0,-1,-5,0,-5,-1,0,-1,101,0,101,16,0,16
15,Healthcare Equipment & Supplies,152,0,152,25,0,25,1,0,1,0,0,0,0,0,0,0,0,0,193,0,193,31,0,31
16,Healthcare Services,5070,125,5195,816,20,836,2,0,2,0,0,0,24,0,24,4,0,4,5774,125,5899,933,20,953
17,"Hotels, Restaurants & Tourism",5647,0,5647,909,0,909,14,0,14,2,0,2,70,0,70,11,0,11,5727,0,5727,925,0,925
18,Household & Personal Products,43054,0,43054,6930,0,6930,-329,0,-329,-53,0,-53,-208,0,-208,-34,0,-34,44170,0,44170,7136,0,7136
19,Media,19556,190,19746,3148,31,3178,131,0,131,21,0,21,112,0,112,18,0,18,19974,190,20164,3227,31,3258
20,Metals & Mining,40490,190,40680,6517,31,6548,807,35,841,130,6,135,262,0,262,42,0,42,42498,190,42688,6866,31,6897
21,Oil & Gas,84565,2410,86975,13612,388,14000,502,0,502,81,0,81,458,39,497,74,6,80,87684,2450,90134,14166,396,14562
22,Pharmaceuticals & Biotechnology,89378,32,89411,14387,5,14392,-77,0,-77,-12,0,-12,-111,0,-111,-18,0,-18,92073,33,92106,14875,5,14881
23,Realty,13488,250,13738,2171,40,2211,79,0,79,13,0,13,150,0,150,24,0,24,14515,250,14765,2345,40,2385
24,Retailing,2648,0,2648,426,0,426,-25,0,-25,-4,0,-4,21,0,21,3,0,3,2969,0,2969,480,0,480
25,Software & Services,210273,0,210273,33846,0,33846,1060,0,1060,171,0,171,985,0,985,159,0,159,225300,0,225300,36399,0,36399
26,Telecom Services,34849,930,35779,5609,150,5759,161,0,161,26,0,26,166,0,166,27,0,27,35393,930,36323,5718,150,5868
27,Telecommunications Equipment,102,0,102,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,110,0,110,18,0,18
28,"Textiles, Apparels & Accessories",14766,0,14766,2377,0,2377,8,0,8,1,0,1,-1,0,-1,0,0,0,15264,0,15264,2466,0,2466
29,Transportation,14212,0,14212,2288,0,2288,118,0,118,19,0,19,28,0,28,5,0,5,14649,0,14649,2367,0,2367
29 a,Airlines,205,0,205,33,0,33,-7,0,-7,-1,0,-1,-17,0,-17,-3,0,-3,202,0,202,33,0,33
29 b,Logistics,1008,0,1008,162,0,162,37,0,37,6,0,6,11,0,11,2,0,2,1090,0,1090,176,0,176
29 c,Marine Port & Services,6678,0,6678,1075,0,1075,84,0,84,14,0,14,62,0,62,10,0,10,6872,0,6872,1110,0,1110
29 d,Roads & Highways,1010,0,1010,163,0,163,5,0,5,1,0,1,-17,0,-17,-3,0,-3,1042,0,1042,168,0,168
29 e,Shipping,1152,0,1152,185,0,185,-1,0,-1,0,0,0,-1,0,-1,0,0,0,1262,0,1262,204,0,204
29 f,Surface Transportation,29,0,29,5,0,5,0,0,0,0,0,0,-9,0,-9,-2,0,-2,38,0,38,6,0,6
29 g,Transport Related Services,4129,0,4129,665,0,665,0,0,0,0,0,0,0,0,0,0,0,0,4143,0,4143,669,0,669
30,Utilities3,43673,500,44173,7030,80,7110,563,0,563,91,0,91,2777,0,2777,449,0,449,49647,500,50147,8021,81,8102
31,Sovereign,0,58930,58930,0,9486,9486,0,3737,3737,0,602,602,0,1546,1546,0,250,250,0,60277,60277,0,9738,9738
32,Others4,48256,35486,83743,7767,5712,13479,278,193,470,45,31,76,2075,-330,1745,335,-53,282,50332,35024,85355,8132,5658,13790
,Grand Total,1289896,125793,1415689,207624,20248,227872,8555,3794,12349,1377,611,1988,7531,1496,9027,1217,242,1458,1337763,126592,1464355,216127,20452,236579
"1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)","1 ""Other Financial  Services"" includes Financial Sector  other than ""Bank"". Sub-category under ""Other Financial Services"" are as  follows:  - Financial Institutions  - Holding Companies  - Housing Finance Companies  - Investment Companies  - Other Finance companies (including  NBFCs)",,,,,,,,,,,,,,,,,,,,,,
