0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
,,"AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","AUC as on October 15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 01-15, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total
1,Automobile and Auto Components,360339,13,11,0,360363,43280,2,1,0,43283,-221,0,0,0,-221,-27,0,0,0,-27,-385,0,0,0,-385,-46,0,0,0,-46,348871,13,11,0,348895,41897,2,1,0,41900
2,Capital Goods,226915,362,0,0,227277,27255,43,0,0,27298,-277,0,0,0,-277,-33,0,0,0,-33,1134,0,0,0,1134,136,0,0,0,136,219719,149,0,0,219868,26387,18,0,0,26405
3,Chemicals,96546,0,0,0,96546,11596,0,0,0,11596,-549,0,0,0,-549,-66,0,0,0,-66,-196,0,0,0,-196,-23,0,0,0,-23,91842,0,0,0,91842,11030,0,0,0,11030
4,Construction,121865,495,2178,0,124538,14637,59,262,0,14958,-1579,0,0,0,-1579,-190,0,0,0,-190,-1171,0,0,0,-1171,-141,0,0,0,-141,113697,468,2178,0,116343,13654,56,262,0,13972
5,Construction Materials,96898,958,837,0,98693,11638,115,101,0,11854,436,-12,-7,0,417,52,-1,-1,0,50,-39,0,0,0,-39,-5,0,0,0,-5,94617,958,837,0,96412,11363,115,101,0,11579
6,Consumer Durables,189289,200,0,0,189489,22735,24,0,0,22759,-917,200,0,0,-717,-110,24,0,0,-86,-445,0,0,0,-445,-53,0,0,0,-53,181013,200,0,0,181213,21738,24,0,0,21762
7,Consumer Services,153860,1131,545,0,155536,18480,136,65,0,18681,-980,-15,-72,0,-1067,-118,-2,-9,0,-129,795,-23,0,0,772,96,-3,0,0,93,147430,1109,545,0,149084,17705,133,65,0,17903
