0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,"AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","AUC as on July 15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 01-15, 2018","Net Investment July 16-31, 2018","Net Investment July 16-31, 2018","Net Investment July 16-31, 2018","Net Investment July 16-31, 2018","Net Investment July 16-31, 2018","Net Investment July 16-31, 2018","Net Investment July 16-31, 2018","Net Investment July 16-31, 2018","AUC as on July 31, 2018","AUC as on July 31, 2018","AUC as on July 31, 2018","AUC as on July 31, 2018","AUC as on July 31, 2018","AUC as on July 31, 2018","AUC as on July 31, 2018","AUC as on July 31, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total
1,Automobiles & Auto Components,214353,317,0,214670,31334,46,0,31380,-359,0,0,-359,-53,0,0,-53,-910,0,0,-910,-133,0,0,-133,214091,317,0,214408,31205,46,0,31251
2,Total Financial Services,989751,60572,0,1050323,144681,8854,0,153535,-1659,828,0,-831,-243,121,0,-122,1642,496,0,2138,239,72,0,311,1020425,61340,0,1081765,148735,8941,0,157676
2a,Banks,567661,6987,0,574648,82980,1021,0,84001,-1207,-2,0,-1209,-176,0,0,-176,-328,-200,0,-528,-48,-29,0,-77,578752,6837,0,585589,84358,997,0,85355
2b,Other Financial Services1,422090,53585,0,475675,61701,7833,0,69534,-452,830,0,378,-66,121,0,55,1970,696,0,2666,287,101,0,388,441672,54503,0,496175,64377,7944,0,72321
3,Capital Goods,105040,1183,0,106223,15355,173,0,15528,229,-2,0,227,33,0,0,33,18,-41,0,-23,3,-6,0,-3,106583,1144,0,107727,15535,167,0,15702
4,Chemicals & Petrochemicals,33558,0,0,33558,4906,0,0,4906,-86,0,0,-86,-13,0,0,-13,201,0,0,201,29,0,0,29,36265,0,0,36265,5286,0,0,5286
5,Coal,9219,0,0,9219,1348,0,0,1348,-4,0,0,-4,-1,0,0,-1,48,0,0,48,7,0,0,7,9051,0,0,9051,1319,0,0,1319
6,Commercial Services & Supplies,8104,200,0,8304,1185,29,0,1214,16,0,0,16,2,0,0,2,-116,0,0,-116,-17,0,0,-17,9652,200,0,9852,1407,29,0,1436
7,Construction Materials,63318,779,0,64097,9256,114,0,9370,-545,0,0,-545,-80,0,0,-80,414,0,0,414,60,0,0,60,68727,779,0,69506,10017,114,0,10131
8,Consumer Durables,38022,0,0,38022,5558,0,0,5558,-274,0,0,-274,-40,0,0,-40,120,0,0,120,18,0,0,18,39730,0,0,39730,5791,0,0,5791
9,Diversified2,2371,0,0,2371,347,0,0,347,-16,0,0,-16,-2,0,0,-2,-4,0,0,-4,-1,0,0,-1,2729,0,0,2729,398,0,0,398
10,Diversified Consumer Services,2780,0,0,2780,406,0,0,406,87,0,0,87,13,0,0,13,0,0,0,0,0,0,0,0,2630,0,0,2630,383,0,0,383
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Food, Beverages & Tobacco",102220,612,0,102832,14942,89,0,15031,-709,0,0,-709,-104,0,0,-104,-113,0,0,-113,-17,0,0,-17,107938,612,0,108550,15733,89,0,15822
13,Forest Materials,1562,0,0,1562,228,0,0,228,-7,0,0,-7,-1,0,0,-1,3,0,0,3,0,0,0,0,1641,0,0,1641,239,0,0,239
14,General Industrials,20158,385,0,20543,2947,56,0,3003,14,0,0,14,2,0,0,2,84,0,0,84,12,0,0,12,20778,385,0,21163,3029,56,0,3085
15,Hardware Technology & Equipment,48,0,0,48,7,0,0,7,-6,0,0,-6,-1,0,0,-1,1,0,0,1,0,0,0,0,54,0,0,54,8,0,0,8
16,Healthcare Equipment & Supplies,96,0,0,96,14,0,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,106,15,0,0,15
17,Healthcare Services,13502,0,0,13502,1974,0,0,1974,-82,0,0,-82,-12,0,0,-12,-101,0,0,-101,-15,0,0,-15,13124,0,0,13124,1913,0,0,1913
18,"Hotels, Restaurants & Tourism",13682,4,0,13686,2000,1,0,2001,51,0,0,51,7,0,0,7,116,0,0,116,17,0,0,17,13938,4,0,13942,2032,1,0,2033
19,Household & Personal Products,106990,0,0,106990,15640,0,0,15640,-24,0,0,-24,-3,0,0,-3,-51,0,0,-51,-7,0,0,-7,108731,0,0,108731,15848,0,0,15848
20,Insurance,7870,0,0,7870,1150,0,0,1150,-77,0,0,-77,-11,0,0,-11,226,0,0,226,33,0,0,33,9176,0,0,9176,1338,0,0,1338
21,Media,31794,340,0,32134,4648,50,0,4698,-169,0,0,-169,-25,0,0,-25,-116,0,0,-116,-17,0,0,-17,31803,341,0,32144,4635,50,0,4685
22,Metals & Mining,63000,675,0,63675,9209,99,0,9308,-777,0,0,-777,-114,0,0,-114,-726,-1,0,-727,-106,0,0,-106,63315,674,0,63989,9229,98,0,9327
23,Oil & Gas,223278,1855,0,225133,32639,271,0,32910,1300,-93,0,1207,190,-14,0,176,198,25,0,223,29,4,0,33,239748,1884,0,241632,34945,275,0,35220
24,Pharmaceuticals & Biotechnology,116166,0,0,116166,16981,0,0,16981,-380,0,0,-380,-56,0,0,-56,-415,0,0,-415,-60,0,0,-60,116498,0,0,116498,16981,0,0,16981
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Realty,25766,522,0,26288,3766,76,0,3842,13,0,0,13,2,0,0,2,-45,0,0,-45,-7,0,0,-7,26073,522,0,26595,3800,76,0,3876
27,Retailing,26420,300,0,26720,3862,44,0,3906,88,0,0,88,13,0,0,13,-32,0,0,-32,-5,0,0,-5,26664,300,0,26964,3887,44,0,3931
28,Software & Services,338881,0,0,338881,49537,0,0,49537,-1871,0,0,-1871,-274,0,0,-274,1740,0,0,1740,254,0,0,254,341716,0,0,341716,49808,0,0,49808
29,Telecom Services,60733,2265,0,62998,8878,331,0,9209,211,0,0,211,31,0,0,31,-261,-418,0,-679,-38,-61,0,-99,61749,1826,0,63575,9000,266,0,9266
30,Telecommunications Equipment,340,0,0,340,50,0,0,50,5,0,0,5,1,0,0,1,-51,0,0,-51,-7,0,0,-7,269,0,0,269,39,0,0,39
31,"Textiles, Apparels & Accessories",41148,0,0,41148,6015,0,0,6015,-472,0,0,-472,-69,0,0,-69,-53,0,0,-53,-8,0,0,-8,42911,0,0,42911,6255,0,0,6255
32,Transportation,33339,699,0,34038,4873,102,0,4975,1079,0,0,1079,158,0,0,158,-64,0,0,-64,-9,0,0,-9,33771,699,0,34470,4922,102,0,5024
32 a,Airlines,7073,699,0,7772,1034,102,0,1136,147,0,0,147,21,0,0,21,-49,0,0,-49,-7,0,0,-7,5943,699,0,6642,866,102,0,968
32 b,Logistics,1870,0,0,1870,273,0,0,273,-20,0,0,-20,-3,0,0,-3,2,0,0,2,0,0,0,0,1940,0,0,1940,283,0,0,283
32 c,Marine Port & Services,19331,0,0,19331,2826,0,0,2826,967,0,0,967,141,0,0,141,15,0,0,15,2,0,0,2,20714,0,0,20714,3019,0,0,3019
32 d,Roads & Highways,3563,0,0,3563,521,0,0,521,-4,0,0,-4,-1,0,0,-1,-13,0,0,-13,-2,0,0,-2,3584,0,0,3584,522,0,0,522
32 e,Shipping,1219,0,0,1219,178,0,0,178,-12,0,0,-12,-2,0,0,-2,-6,0,0,-6,-1,0,0,-1,1312,0,0,1312,191,0,0,191
32 f,Surface Transportation,56,0,0,56,8,0,0,8,0,0,0,0,0,0,0,0,-10,0,0,-10,-1,0,0,-1,45,0,0,45,7,0,0,7
32 g,Transport Related Services,225,0,0,225,33,0,0,33,1,0,0,1,0,0,0,0,-2,0,0,-2,0,0,0,0,234,0,0,234,34,0,0,34
33,Utilities3,75602,6492,0,82094,11051,949,0,12000,-331,-240,0,-571,-48,-35,0,-83,663,59,0,722,97,9,0,106,79243,6542,0,85785,11550,954,0,12504
34,Sovereign,0,210880,0,210880,0,30826,0,30826,0,-1838,0,-1838,0,-269,0,-269,0,-1394,0,-1394,0,-203,0,-203,0,209614,0,209614,0,30553,0,30553
35,Others4,67453,123790,2490,193733,9860,18096,364,28320,5308,155,8,5471,776,23,1,800,-706,2508,-51,1751,-103,365,-7,255,69684,126094,2431,198209,10157,18379,354,28890
,Grand Total,2836566,411871,2490,3250927,414646,60207,364,475217,552,-1190,8,-630,81,-174,1,-92,1712,1233,-51,2894,250,180,-7,423,2918811,413277,2431,3334519,425440,60239,354,486033
