0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","AUC as on January 15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 01-15, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","Net Investment January 16-31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","AUC as on January 31, 2022","January 31, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"January 31, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"January 31, 2022"
1,Automobiles & Auto Components,207451,0,0,0,207451,27990,0,0,0,27990,948,0,0,0,948,128,0,0,0,128,1219,0,0,0,1219,163,0,0,0,163,209195,0,0,0,209195,27905,0,0,0,27905,"January 31, 2022"
2,Total Financial Services,1525995,17388,6781,0,1550164,205894,2346,915,0,209155,1389,-59,-220,0,1110,187,-8,-30,0,149,-8533,-143,-301,0,-8977,-1138,-19,-40,0,-1197,1456978,17194,6498,0,1480670,194348,2294,867,0,197509,"January 31, 2022"
2a,Banks,866670,4168,420,0,871258,116935,562,57,0,117554,1920,-48,-50,0,1822,259,-6,-7,0,246,-2701,0,0,0,-2701,-360,0,0,0,-360,849179,4166,420,0,853765,113273,556,56,0,113885,"January 31, 2022"
2b,Other Financial Services1,659324,13220,6361,0,678905,88959,1784,858,0,91601,-531,-11,-170,0,-712,-72,-1,-23,0,-96,-5832,-143,-301,0,-6276,-778,-19,-40,0,-837,607799,13028,6078,0,626905,81075,1738,811,0,83624,"January 31, 2022"
3,Capital Goods,165010,274,90,0,165374,22264,37,12,0,22313,554,0,0,0,554,75,0,0,0,75,-222,0,-30,0,-252,-30,0,-4,0,-34,157971,274,60,0,158305,21072,36,8,0,21116,"January 31, 2022"
4,Chemicals & Petrochemicals,90563,0,0,0,90563,12219,0,0,0,12219,81,0,0,0,81,11,0,0,0,11,-152,0,0,0,-152,-20,0,0,0,-20,83920,0,0,0,83920,11194,0,0,0,11194,"January 31, 2022"
5,Coal,6841,0,0,0,6841,923,0,0,0,923,124,0,0,0,124,17,0,0,0,17,169,0,0,0,169,23,0,0,0,23,6912,0,0,0,6912,922,0,0,0,922,"January 31, 2022"
6,Commercial Services & Supplies,42862,0,0,0,42862,5783,0,0,0,5783,-285,0,0,0,-285,-38,0,0,0,-38,-146,0,0,0,-146,-20,0,0,0,-20,39956,0,0,0,39956,5330,0,0,0,5330,"January 31, 2022"
7,Construction Materials,97995,1202,795,0,99992,13222,162,107,0,13491,12,0,0,0,12,2,0,0,0,2,-750,0,0,0,-750,-100,0,0,0,-100,90271,1202,795,0,92268,12041,160,106,0,12307,"January 31, 2022"
8,Consumer Durables,145186,0,0,0,145186,19589,0,0,0,19589,382,0,0,0,382,52,0,0,0,52,-1983,0,0,0,-1983,-264,0,0,0,-264,132957,0,0,0,132957,17735,0,0,0,17735,"January 31, 2022"
9,Diversified2,16294,0,0,0,16294,2198,0,0,0,2198,6,0,0,0,6,1,0,0,0,1,-6,0,0,0,-6,-1,0,0,0,-1,14881,0,0,0,14881,1985,0,0,0,1985,"January 31, 2022"
10,Diversified Consumer Services,7178,0,0,0,7178,969,0,0,0,969,178,0,0,0,178,24,0,0,0,24,-12,0,0,0,-12,-2,0,0,0,-2,6985,0,0,0,6985,932,0,0,0,932,"January 31, 2022"
11,Food & Drugs Retailing,460,0,0,0,460,62,0,0,0,62,-5,0,0,0,-5,-1,0,0,0,-1,-13,0,0,0,-13,-2,0,0,0,-2,433,0,0,0,433,58,0,0,0,58,"January 31, 2022"
12,"Food, Beverages & Tobacco",126831,587,220,0,127638,17113,79,30,0,17222,376,0,50,0,426,51,0,7,0,58,87,0,0,0,87,12,0,0,0,12,121968,587,220,0,122775,16270,78,29,0,16377,"January 31, 2022"
13,Forest Materials,2385,450,0,0,2835,322,61,0,0,383,8,0,0,0,8,1,0,0,0,1,18,0,-79,0,-61,2,0,-11,0,-9,2237,450,0,0,2687,298,60,0,0,358,"January 31, 2022"
14,General Industrials,41919,55,0,0,41974,5656,7,0,0,5663,-74,0,0,0,-74,-10,0,0,0,-10,-187,0,0,0,-187,-25,0,0,0,-25,38862,55,0,0,38917,5184,7,0,0,5191,"January 31, 2022"
15,Hardware Technology & Equipment,105,0,0,0,105,14,0,0,0,14,7,0,0,0,7,1,0,0,0,1,-3,0,0,0,-3,0,0,0,0,0,96,0,0,0,96,13,0,0,0,13,"January 31, 2022"
16,Healthcare Equipment & Supplies,1886,0,0,0,1886,254,0,0,0,254,-9,0,0,0,-9,-1,0,0,0,-1,-4,0,0,0,-4,-1,0,0,0,-1,1805,0,0,0,1805,241,0,0,0,241,"January 31, 2022"
17,Healthcare Services,67820,0,0,0,67820,9151,0,0,0,9151,-111,0,0,0,-111,-15,0,0,0,-15,-1938,0,0,0,-1938,-259,0,0,0,-259,58816,0,0,0,58816,7845,0,0,0,7845,"January 31, 2022"
18,"Hotels, Restaurants & Tourism",38033,100,100,0,38233,5132,13,13,0,5158,-106,0,0,0,-106,-14,0,0,0,-14,-632,0,0,0,-632,-84,0,0,0,-84,34225,100,100,0,34425,4565,13,13,0,4591,"January 31, 2022"
19,Household & Personal Products,156494,0,0,0,156494,21115,0,0,0,21115,-375,0,0,0,-375,-51,0,0,0,-51,-800,0,0,0,-800,-107,0,0,0,-107,149290,0,0,0,149290,19914,0,0,0,19914,"January 31, 2022"
20,Insurance,120801,95,0,0,120896,16299,13,0,0,16312,256,0,0,0,256,34,0,0,0,34,-805,0,0,0,-805,-107,0,0,0,-107,113983,95,0,0,114078,15204,13,0,0,15217,"January 31, 2022"
21,Media,23512,56,165,0,23733,3172,8,22,0,3202,42,0,0,0,42,6,0,0,0,6,-192,0,0,0,-192,-26,0,0,0,-26,21637,56,165,0,21858,2886,7,22,0,2915,"January 31, 2022"
22,Metals & Mining,106754,305,0,0,107059,14404,41,0,0,14445,1107,0,0,0,1107,149,0,0,0,149,1028,-46,0,0,982,137,-6,0,0,131,101487,280,0,0,101767,13538,37,0,0,13575,"January 31, 2022"
23,Oil & Gas,525389,622,582,0,526593,70888,84,78,0,71050,297,5,279,0,581,40,1,38,0,79,-1736,0,262,0,-1474,-232,0,35,0,-197,499576,621,843,0,501040,66639,83,112,0,66834,"January 31, 2022"
24,Pharmaceuticals & Biotechnology,167947,0,0,0,167947,22660,0,0,0,22660,90,0,0,0,90,12,0,0,0,12,-1352,0,0,0,-1352,-180,0,0,0,-180,156935,0,0,0,156935,20934,0,0,0,20934,"January 31, 2022"
25,Real Estate Investment,0,0,0,20577,20577,0,0,0,2776,2776,0,0,0,1753,1753,0,0,0,237,237,0,0,0,-27,-27,0,0,0,-4,-4,0,0,0,20867,20867,0,0,0,2783,2783,"January 31, 2022"
26,Realty,68980,103,92,0,69175,9307,14,12,0,9333,6,-10,0,0,-4,1,-1,0,0,0,-985,-6,0,0,-991,-131,-1,0,0,-132,64304,99,87,0,64490,8578,13,12,0,8603,"January 31, 2022"
27,Retailing,98778,105,0,0,98883,13328,14,0,0,13342,-1890,0,0,0,-1890,-255,0,0,0,-255,-2754,0,0,0,-2754,-367,0,0,0,-367,83304,105,0,0,83409,11112,14,0,0,11126,"January 31, 2022"
28,Software & Services,761570,0,340,0,761910,102754,0,46,0,102800,-2960,0,0,0,-2960,-399,0,0,0,-399,-12928,0,0,0,-12928,-1724,0,0,0,-1724,674361,0,340,0,674701,89954,0,45,0,89999,"January 31, 2022"
29,Telecom Services,120735,207,0,0,120942,16290,28,0,0,16318,894,0,0,0,894,121,0,0,0,121,-479,-75,0,0,-554,-64,-10,0,0,-74,117878,132,0,0,118010,15724,18,0,0,15742,"January 31, 2022"
30,Telecommunications Equipment,971,0,0,0,971,131,0,0,0,131,-15,0,0,0,-15,-2,0,0,0,-2,-31,0,0,0,-31,-4,0,0,0,-4,822,0,0,0,822,110,0,0,0,110,"January 31, 2022"
31,"Textiles, Apparels & Accessories",80292,0,0,0,80292,10833,0,0,0,10833,324,0,0,0,324,44,0,0,0,44,-840,0,0,0,-840,-112,0,0,0,-112,74072,0,0,0,74072,9881,0,0,0,9881,"January 31, 2022"
32,Transportation,66751,1399,2178,0,70328,9006,189,294,0,9489,-175,0,-750,0,-925,-24,0,-101,0,-125,-482,0,0,0,-482,-64,0,0,0,-64,60550,1399,2178,0,64127,8077,187,291,0,8555,"January 31, 2022"
32 a,Airlines,15516,699,0,0,16215,2094,94,0,0,2188,-28,0,0,0,-28,-4,0,0,0,-4,-325,0,0,0,-325,-43,0,0,0,-43,13143,699,0,0,13842,1753,93,0,0,1846,"January 31, 2022"
32 b,Logistics,3642,0,0,0,3642,491,0,0,0,491,24,0,0,0,24,3,0,0,0,3,13,0,0,0,13,2,0,0,0,2,3327,0,0,0,3327,444,0,0,0,444,"January 31, 2022"
32 c,Marine Port & Services,25684,150,0,0,25834,3465,20,0,0,3485,193,0,0,0,193,26,0,0,0,26,-48,0,0,0,-48,-6,0,0,0,-6,23617,150,0,0,23767,3150,20,0,0,3170,"January 31, 2022"
32 d,Roads & Highways,2422,550,2178,0,5150,327,74,294,0,695,-34,0,-750,0,-784,-5,0,-101,0,-106,-66,0,0,0,-66,-9,0,0,0,-9,2301,550,2178,0,5029,307,73,291,0,671,"January 31, 2022"
32 e,Shipping,1323,0,0,0,1323,178,0,0,0,178,-21,0,0,0,-21,-3,0,0,0,-3,8,0,0,0,8,1,0,0,0,1,1306,0,0,0,1306,174,0,0,0,174,"January 31, 2022"
32 f,Surface Transportation,152,0,0,0,152,20,0,0,0,20,2,0,0,0,2,0,0,0,0,0,9,0,0,0,9,1,0,0,0,1,138,0,0,0,138,18,0,0,0,18,"January 31, 2022"
32 g,Transport Related Services,10529,0,0,0,10529,1421,0,0,0,1421,-48,0,0,0,-48,-7,0,0,0,-7,-82,0,0,0,-82,-11,0,0,0,-11,9752,0,0,0,9752,1301,0,0,0,1301,"January 31, 2022"
32 h,Airport Services,7484,0,0,0,7484,1010,0,0,0,1010,-263,0,0,0,-263,-35,0,0,0,-35,8,0,0,0,8,1,0,0,0,1,6966,0,0,0,6966,929,0,0,0,929,"January 31, 2022"
33,Utilities3,191229,1568,250,8581,201628,25801,212,34,1158,27205,784,-2,0,-9,773,106,0,0,-1,105,597,0,0,-20,577,80,0,0,-3,77,196674,1568,250,8454,206946,26235,209,33,1128,27605,"January 31, 2022"
34,Sovereign,0,146129,8318,0,154447,0,19716,1122,0,20838,0,1381,-379,0,1002,0,186,-51,0,135,0,4712,-331,0,4381,0,629,-44,0,585,0,150132,7999,0,158131,0,20026,1067,0,21093,"January 31, 2022"
35,Others4,16383,88495,107014,4166,216058,2210,11940,14439,562,29151,-3,-402,-377,0,-782,0,-54,-51,0,-105,-314,-162,-238,0,-714,-42,-22,-32,0,-96,17636,88105,106663,4166,216570,2352,11752,14228,556,28888,"January 31, 2022"
,Grand Total,5091400,259139,126925,33324,5510788,686953,34964,17125,4496,743538,1857,914,-1396,1743,3118,251,123,-188,235,421,-35160,4281,-718,-47,-31644,-4690,571,-96,-6,-4221,4790976,262452,126199,33486,5213113,639075,35009,16834,4467,695385,"January 31, 2022"
