0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","AUC  as on September 15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 01-15, 2013","Net  Investment  Septemebr 16-30, 2013","Net  Investment  Septemebr 16-30, 2013","Net  Investment  Septemebr 16-30, 2013","Net  Investment  Septemebr 16-30, 2013","Net  Investment  Septemebr 16-30, 2013","Net  Investment  Septemebr 16-30, 2013","AUC  as on September 30, 2013","AUC  as on September 30, 2013","AUC  as on September 30, 2013","AUC  as on September 30, 2013","AUC  as on September 30, 2013","AUC  as on September 30, 2013","September 30, 2013"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"September 30, 2013"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"September 30, 2013"
1,Automobiles & Auto Components,57547,0,57547,9021,0,9021,16,0,16,2,0,2,417,0,417,66,0,66,58180,0,58180,9268,0,9268,"September 30, 2013"
2,Total Financial Services,298869,30411,329280,46853,4767,51620,1318,-832,486,207,-130,76,1345,-736,609,214,-117,97,285551,29840,315391,45487,4753,50240,"September 30, 2013"
2a,Banks,172323,164,172487,27015,26,27040,927,0,927,145,0,145,506,0,506,81,0,81,163827,167,163994,26097,27,26123,"September 30, 2013"
2b,Other Financial Services1,126546,30247,156793,19838,4742,24580,391,-832,-441,61,-130,-69,839,-736,103,134,-117,16,121724,29673,151396,19390,4727,24117,"September 30, 2013"
3,Capital Goods,59368,393,59761,9307,62,9369,448,0,448,70,0,70,467,0,467,74,0,74,58589,393,58982,9333,63,9395,"September 30, 2013"
4,Chemicals & Petrochemicals,8720,4,8724,1367,1,1368,79,0,79,12,0,12,148,0,148,24,0,24,8997,4,9001,1433,1,1434,"September 30, 2013"
5,Coal,10175,0,10175,1595,0,1595,105,0,105,16,0,16,327,0,327,52,0,52,10550,0,10550,1681,0,1681,"September 30, 2013"
6,Commercial Services & Supplies,4707,0,4707,738,0,738,-21,0,-21,-3,0,-3,20,0,20,3,0,3,4683,0,4683,746,0,746,"September 30, 2013"
7,Construction Materials,24729,0,24729,3877,0,3877,136,0,136,21,0,21,204,0,204,33,0,33,25968,0,25968,4136,0,4136,"September 30, 2013"
8,Consumer Durables,3480,0,3480,546,0,546,25,0,25,4,0,4,94,0,94,15,0,15,3754,0,3754,598,0,598,"September 30, 2013"
9,Diversified2,2660,0,2660,417,0,417,27,0,27,4,0,4,23,0,23,4,0,4,2812,0,2812,448,0,448,"September 30, 2013"
10,Diversified Consumer Services,148,0,148,23,0,23,-2,0,-2,0,0,0,-3,0,-3,0,0,0,130,0,130,21,0,21,"September 30, 2013"
11,"Food, Beverages & Tobacco",86330,90,86420,13534,14,13548,264,-10,254,41,-2,40,301,0,301,48,0,48,88130,90,88220,14039,14,14053,"September 30, 2013"
12,Forest Materials,377,0,377,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,360,0,360,57,0,57,"September 30, 2013"
13,General Industrials,5099,0,5099,799,0,799,-11,0,-11,-2,0,-2,52,0,52,8,0,8,5217,0,5217,831,0,831,"September 30, 2013"
14,Hardware Technology & Equipment,137,0,137,21,0,21,-1,0,-1,0,0,0,-5,0,-5,-1,0,-1,134,0,134,21,0,21,"September 30, 2013"
15,Healthcare Equipment & Supplies,188,0,188,29,0,29,-6,0,-6,-1,0,-1,-8,0,-8,-1,0,-1,141,0,141,23,0,23,"September 30, 2013"
16,Healthcare Services,5233,125,5358,820,20,840,-27,0,-27,-4,0,-4,1,0,1,0,0,0,5634,125,5759,898,20,917,"September 30, 2013"
