0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","AUC as on September 15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 01-15, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","Net Investment September 16-30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","AUC as on September 30, 2022","September 30, 2022"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"September 30, 2022"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"September 30, 2022"
1,Automobile and Auto Components,272961,0,11,0,272972,34299,0,2,0,34301,1919,0,0,0,1919,241,0,0,0,241,-1524,0,0,0,-1524,-187,0,0,0,-187,259928,0,11,0,259939,31873,0,2,0,31875,"September 30, 2022"
2,Capital Goods,116994,403,0,0,117397,14701,51,0,0,14752,1579,0,0,0,1579,198,0,0,0,198,374,0,0,0,374,46,0,0,0,46,119411,403,0,0,119814,14642,49,0,0,14691,"September 30, 2022"
3,Chemicals,111864,0,0,0,111864,14056,0,0,0,14056,341,0,0,0,341,43,0,0,0,43,-673,0,0,0,-673,-82,0,0,0,-82,102551,0,0,0,102551,12575,0,0,0,12575,"September 30, 2022"
4,Construction,66317,623,2208,0,69148,8333,78,277,0,8688,412,-18,0,0,394,52,-2,0,0,50,216,0,0,0,216,26,0,0,0,26,62874,623,2208,0,65705,7710,76,271,0,8057,"September 30, 2022"
5,Construction Materials,83037,1195,783,0,85015,10434,150,98,0,10682,-378,0,0,0,-378,-47,0,0,0,-47,-3,0,0,0,-3,0,0,0,0,0,76470,1195,783,0,78448,9377,147,96,0,9620,"September 30, 2022"
6,Consumer Durables,181028,0,0,0,181028,22747,0,0,0,22747,654,0,0,0,654,82,0,0,0,82,-655,0,0,0,-655,-80,0,0,0,-80,177295,0,0,0,177295,21740,0,0,0,21740,"September 30, 2022"
7,Consumer Services,121602,419,285,0,122306,15280,52,36,0,15368,1443,0,0,0,1443,181,0,0,0,181,978,0,135,0,1113,120,0,17,0,137,119028,419,420,0,119867,14595,52,51,0,14698,"September 30, 2022"
8,Diversified,1680,200,0,0,1880,211,25,0,0,236,10,0,0,0,10,1,0,0,0,1,-3,0,0,0,-3,0,0,0,0,0,1704,200,0,0,1904,209,25,0,0,234,"September 30, 2022"
9,Fast Moving Consumer Goods,319797,177,128,0,320102,40184,22,16,0,40222,1997,0,0,0,1997,251,0,0,0,251,768,0,0,0,768,94,0,0,0,94,323204,177,128,0,323509,39632,22,16,0,39670,"September 30, 2022"
10,Financial Services,1549879,16365,5113,0,1571357,194750,2056,643,0,197449,5335,-696,-2,0,4637,670,-88,0,0,582,-7008,-578,-54,0,-7640,-859,-71,-7,0,-937,1459322,15680,5058,0,1480060,178943,1923,620,0,181486,"September 30, 2022"
11,Forest Materials,1758,440,0,0,2198,221,55,0,0,276,63,0,0,0,63,8,0,0,0,8,45,0,0,0,45,6,0,0,0,6,1639,440,0,0,2079,201,54,0,0,255,"September 30, 2022"
12,Healthcare,222421,222,0,0,222643,27948,28,0,0,27976,1737,0,0,0,1737,218,0,0,0,218,96,0,0,0,96,12,0,0,0,12,225618,222,0,0,225840,27666,27,0,0,27693,"September 30, 2022"
13,Information Technology,493146,0,340,0,493486,61966,0,43,0,62009,-3998,0,0,0,-3998,-502,0,0,0,-502,-5201,0,0,0,-5201,-638,0,0,0,-638,475769,0,340,0,476109,58339,0,42,0,58381,"September 30, 2022"
14,"Media, Entertainment & Publication",23545,0,155,0,23700,2958,0,19,0,2977,311,0,0,0,311,39,0,0,0,39,-564,0,0,0,-564,-69,0,0,0,-69,21646,0,155,0,21801,2654,0,19,0,2673,"September 30, 2022"
15,Metals & Mining,161649,16,12,0,161677,20312,2,2,0,20316,307,0,0,0,307,39,0,0,0,39,-3302,0,0,0,-3302,-405,0,0,0,-405,147022,16,12,0,147050,18028,2,1,0,18031,"September 30, 2022"
16,"Oil, Gas & Consumable Fuels",553669,356,363,0,554388,69571,45,46,0,69662,-366,-30,0,0,-396,-46,-4,0,0,-50,-4044,0,0,0,-4044,-496,0,0,0,-496,514343,356,361,0,515060,63069,44,44,0,63157,"September 30, 2022"
17,Power,266904,1207,255,8228,276594,33538,152,32,1034,34756,109,-105,0,-8,-4,14,-13,0,-1,0,-1178,-26,0,1,-1203,-144,-3,0,0,-147,234233,1181,255,8226,243895,28722,145,31,1009,29907,"September 30, 2022"
18,Realty,59695,126,4,17571,77396,7501,16,0,2208,9725,-574,0,0,287,-287,-72,0,0,36,-36,-718,0,0,843,125,-88,0,0,103,15,53138,126,4,17768,71036,6516,15,0,2179,8710,"September 30, 2022"
19,Services,85936,849,0,2604,89389,10798,107,0,327,11232,1132,0,0,-8,1124,142,0,0,-1,141,-283,0,0,-3,-286,-35,0,0,0,-35,77695,849,0,2599,81143,9527,104,0,319,9950,"September 30, 2022"
20,Telecommunication,124057,106,0,0,124163,15588,13,0,0,15601,852,0,0,0,852,107,0,0,0,107,1634,0,0,0,1634,200,0,0,0,200,126434,106,0,0,126540,15503,13,0,0,15516,"September 30, 2022"
21,Textiles,21421,0,0,0,21421,2692,0,0,0,2692,-231,0,0,0,-231,-29,0,0,0,-29,288,0,0,0,288,35,0,0,0,35,21441,0,0,0,21441,2629,0,0,0,2629,"September 30, 2022"
22,Utilities,414,0,0,0,414,52,0,0,0,52,2,0,0,0,2,0,0,0,0,0,-12,0,0,0,-12,-1,0,0,0,-1,360,0,0,0,360,44,0,0,0,44,"September 30, 2022"
23,Sovereign,0,135190,5934,0,141124,0,16988,746,0,17733,0,1991,-459,0,1532,0,250,-58,0,193,0,-1726,-48,0,-1774,0,-212,-6,0,-218,0,134380,5886,0,140266,0,16477,721,0,17199,"September 30, 2022"
24,Others,11983,85723,123381,4235,225322,1506,10772,15504,532,28314,108,-238,-741,0,-871,14,-30,-93,0,-110,381,5439,-287,0,5533,47,667,-35,0,679,11168,89182,123341,4235,227926,1369,10936,15124,519,27948,"September 30, 2022"
