0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
,,"AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","AUC as on September 30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment September 16-30, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","Net Investment October 01-15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","AUC as on October 15, 2024","October 15, 2024"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"October 15, 2024"
,,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,"October 15, 2024"
Sr. No.,Sectors,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,"October 15, 2024"
1,Automobile and Auto Components,615068,38,0,0,0,0,0,0,0,0,0,615106,73407,5,0,0,0,0,0,0,0,0,0,73412,-123,1,0,0,0,0,0,0,0,0,0,-122,-15,0,0,0,0,0,0,0,0,0,0,-15,-8131,0,0,0,0,0,0,0,0,0,0,-8131,-967,0,0,0,0,0,0,0,0,0,0,-967,589732,38,0,0,0,0,0,0,0,0,0,589770,70145,4,0,0,0,0,0,0,0,0,0,70149,"October 15, 2024"
2,Capital Goods,413198,760,29,0,0,0,0,0,0,0,0,413987,49314,91,3,0,0,0,0,0,0,0,0,49408,2224,-4,0,0,0,0,0,0,0,0,0,2220,265,0,0,0,0,0,0,0,0,0,0,265,-853,-22,-1,0,0,0,0,0,0,0,0,-876,-101,-3,0,0,0,0,0,0,0,0,0,-104,420078,738,28,0,0,0,0,0,0,0,0,420844,49966,88,3,0,0,0,0,0,0,0,0,50057,"October 15, 2024"
3,Chemicals,125531,0,615,0,0,0,0,0,0,0,0,126146,14982,0,73,0,0,0,0,0,0,0,0,15055,746,0,0,0,0,0,0,0,0,0,0,746,89,0,0,0,0,0,0,0,0,0,0,89,552,0,0,0,0,0,0,0,0,0,0,552,66,0,0,0,0,0,0,0,0,0,0,66,122120,0,615,0,0,0,0,0,0,0,0,122735,14525,0,73,0,0,0,0,0,0,0,0,14598,"October 15, 2024"
4,Construction,145187,115,0,0,83,0,0,0,0,0,0,145385,17328,14,0,0,10,0,0,0,0,0,0,17352,511,-39,0,0,-2,0,0,0,0,0,0,470,61,-5,0,0,0,0,0,0,0,0,0,56,-1723,0,0,0,-1,0,0,0,0,0,0,-1724,-205,0,0,0,0,0,0,0,0,0,0,-205,138208,115,0,0,81,0,0,0,0,0,0,138404,16439,14,0,0,10,0,0,0,0,0,0,16463,"October 15, 2024"
5,Construction Materials,132691,1275,380,0,0,0,0,0,0,0,0,134346,15836,152,45,0,0,0,0,0,0,0,0,16033,-508,0,0,0,0,0,0,0,0,0,0,-508,-61,0,0,0,0,0,0,0,0,0,0,-61,-1426,0,0,0,0,0,0,0,0,0,0,-1426,-170,0,0,0,0,0,0,0,0,0,0,-170,126254,1275,380,0,0,0,0,0,0,0,0,127909,15017,152,45,0,0,0,0,0,0,0,0,15214,"October 15, 2024"
6,Consumer Durables,247520,125,0,0,0,0,0,0,0,0,0,247645,29541,15,0,0,0,0,0,0,0,0,0,29556,1510,0,0,0,0,0,0,0,0,0,0,1510,180,0,0,0,0,0,0,0,0,0,0,180,-846,-125,0,0,0,0,0,0,0,0,0,-971,-101,-15,0,0,0,0,0,0,0,0,0,-116,238910,0,0,0,0,0,0,0,0,0,0,238910,28417,0,0,0,0,0,0,0,0,0,0,28417,"October 15, 2024"
