0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","AUC as on June 30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment June 16-30, 2016","Net Investment July 01-15, 2016","Net Investment July 01-15, 2016","Net Investment July 01-15, 2016","Net Investment July 01-15, 2016","Net Investment July 01-15, 2016","Net Investment July 01-15, 2016","AUC as on July 15, 2016","AUC as on July 15, 2016","AUC as on July 15, 2016","AUC as on July 15, 2016","AUC as on July 15, 2016","AUC as on July 15, 2016","July 15, 2016"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"July 15, 2016"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"July 15, 2016"
1,Automobiles & Auto Components,128628,317,128946,19023,47,19070,-238,0,-238,-35,0,-35,373,0,373,56,0,56,133129,317,133447,19851,47,19898,"July 15, 2016"
2,Total Financial Services,433679,42239,475918,64138,6247,70385,-256,-687,-943,-38,-102,-139,583,517,1100,87,77,164,458703,42830,501533,68396,6386,74783,"July 15, 2016"
2a,Banks,203097,2356,205453,30037,348,30385,-245,0,-245,-36,0,-36,55,-5,50,8,-1,8,209924,2356,212280,31301,351,31653,"July 15, 2016"
2b,Other Financial Services1,230582,39883,270465,34101,5898,40000,-10,-687,-697,-2,-102,-103,528,522,1050,79,78,157,248779,40474,289253,37095,6035,43130,"July 15, 2016"
3,Capital Goods,114664,877,115542,16958,130,17088,489,0,489,72,0,72,915,0,915,136,0,136,120265,877,121143,17933,131,18063,"July 15, 2016"
4,Chemicals & Petrochemicals,26676,0,26676,3945,0,3945,-77,0,-77,-11,0,-11,-17,0,-17,-3,0,-3,26859,0,26859,4005,0,4005,"July 15, 2016"
5,Coal,16088,0,16088,2379,0,2379,136,0,136,20,0,20,113,0,113,17,0,17,16448,0,16448,2453,0,2453,"July 15, 2016"
6,Commercial Services & Supplies,4825,200,5025,714,30,743,1,0,1,0,0,0,12,0,12,2,0,2,4694,200,4894,700,30,730,"July 15, 2016"
7,Construction Materials,46788,786,47574,6920,116,7036,448,-145,302,66,-22,45,685,-40,645,102,-6,96,49091,746,49837,7320,111,7431,"July 15, 2016"
8,Consumer Durables,5677,0,5677,840,0,840,7,0,7,1,0,1,46,0,46,7,0,7,5860,0,5860,874,0,874,"July 15, 2016"
9,Diversified2,3594,0,3594,531,0,531,-23,0,-23,-3,0,-3,-1,0,-1,0,0,0,3690,0,3690,550,0,550,"July 15, 2016"
10,Diversified Consumer Services,229,0,229,34,0,34,-2,0,-2,0,0,0,-6,0,-6,-1,0,-1,242,0,242,36,0,36,"July 15, 2016"
11,"Food, Beverages & Tobacco",94203,81,94283,13932,12,13944,-218,0,-218,-32,0,-32,542,0,542,81,0,81,95901,81,95982,14300,12,14312,"July 15, 2016"
12,Forest Materials,955,0,955,141,0,141,-14,0,-14,-2,0,-2,-8,0,-8,-1,0,-1,993,0,993,148,0,148,"July 15, 2016"
13,General Industrials,16124,385,16509,2385,57,2442,-140,0,-140,-21,0,-21,-526,0,-526,-78,0,-78,15124,385,15509,2255,57,2313,"July 15, 2016"
14,Hardware Technology & Equipment,33,0,33,5,0,5,-1,0,-1,0,0,0,0,0,0,0,0,0,35,0,35,5,0,5,"July 15, 2016"
15,Healthcare Equipment & Supplies,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,"July 15, 2016"
16,Healthcare Services,9087,0,9087,1344,0,1344,-20,0,-20,-3,0,-3,8,0,8,1,0,1,9553,0,9553,1424,0,1424,"July 15, 2016"
17,"Hotels, Restaurants & Tourism",6212,125,6337,919,18,937,-29,0,-29,-4,0,-4,19,0,19,3,0,3,6477,125,6602,966,19,984,"July 15, 2016"
18,Household & Personal Products,76184,0,76184,11267,0,11267,49,0,49,7,0,7,426,0,426,63,0,63,78509,0,78509,11706,0,11706,"July 15, 2016"
19,Media,31320,759,32078,4632,112,4744,2,-3,-1,0,0,0,103,0,103,15,0,15,32176,761,32937,4798,113,4911,"July 15, 2016"
20,Metals & Mining,30545,654,31199,4517,97,4614,197,0,197,29,0,29,271,0,271,40,0,40,34853,654,35507,5197,98,5294,"July 15, 2016"
21,Oil & Gas,106038,49,106087,15682,7,15689,197,0,197,29,0,29,-385,0,-385,-57,0,-57,103242,49,103290,15394,7,15401,"July 15, 2016"
22,Pharmaceuticals & Biotechnology,148967,0,148967,22031,0,22031,-744,0,-744,-110,0,-110,-703,0,-703,-105,0,-105,154041,0,154041,22969,0,22969,"July 15, 2016"
23,Realty,16191,211,16402,2395,31,2426,-15,0,-15,-2,0,-2,213,0,213,32,0,32,16658,211,16869,2484,31,2515,"July 15, 2016"
24,Retailing,7302,0,7302,1080,0,1080,-15,0,-15,-2,0,-2,-43,0,-43,-6,0,-6,7253,0,7253,1082,0,1082,"July 15, 2016"
25,Software & Services,258109,0,258109,38172,0,38172,336,0,336,50,0,50,-347,0,-347,-52,0,-52,244616,0,244616,36474,0,36474,"July 15, 2016"
26,Telecom Services,37574,2738,40312,5557,405,5962,-244,35,-209,-36,5,-31,-130,25,-105,-19,4,-16,38648,2763,41411,5763,412,6175,"July 15, 2016"
27,Telecommunications Equipment,224,0,224,33,0,33,0,0,0,0,0,0,12,0,12,2,0,2,249,0,249,37,0,37,"July 15, 2016"
28,"Textiles, Apparels & Accessories",32210,0,32210,4764,0,4764,34,0,34,5,0,5,70,0,70,10,0,10,32757,0,32757,4884,0,4884,"July 15, 2016"
29,Transportation,31369,720,32089,4639,106,4746,-213,0,-213,-32,0,-32,-92,0,-92,-14,0,-14,32621,720,33341,4864,107,4971,"July 15, 2016"
29 a,Airlines,345,699,1044,51,103,154,-30,0,-30,-4,0,-4,24,0,24,4,0,4,369,699,1068,55,104,159,"July 15, 2016"
29 b,Logistics,3188,1,3189,471,0,472,-4,0,-4,-1,0,-1,38,0,38,6,0,6,3165,1,3166,472,0,472,"July 15, 2016"
29 c,Marine Port & Services,16031,0,16031,2371,0,2371,-153,0,-153,-23,0,-23,-179,0,-179,-27,0,-27,16991,0,16991,2533,0,2533,"July 15, 2016"
29 d,Roads & Highways,2471,20,2491,365,3,368,-6,0,-6,-1,0,-1,-15,0,-15,-2,0,-2,2515,20,2535,375,3,378,"July 15, 2016"
29 e,Shipping,1283,0,1283,190,0,190,-3,0,-3,0,0,0,0,0,0,0,0,0,1338,0,1338,200,0,200,"July 15, 2016"
29 f,Surface Transportation,53,0,53,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62,9,0,9,"July 15, 2016"
29 g,Transport Related Services,7997,0,7997,1183,0,1183,-17,0,-17,-3,0,-3,40,0,40,6,0,6,8181,0,8181,1220,0,1220,"July 15, 2016"
30,Utilities3,70745,6873,77618,10463,1016,11479,81,-20,61,12,-3,9,530,-66,464,79,-10,69,71138,6883,78021,10607,1026,11634,"July 15, 2016"
31,Sovereign,0,173472,173472,0,25655,25655,0,-3590,-3590,0,-531,-531,0,4658,4658,0,695,695,0,179040,179040,0,26696,26696,"July 15, 2016"
32,Others4,299032,103925,402957,44225,15370,59594,-487,37,-450,-72,5,-67,1799,210,2009,268,31,300,315968,104203,420172,47113,15538,62651,"July 15, 2016"
,Grand Total,2053275,334410,2387685,303664,49457,353121,-762,-4374,-5136,-113,-647,-760,4464,5304,9767,666,791,1456,2109797,340845,2450642,314588,50823,365410,"July 15, 2016"
