0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ReportDate
,,"AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","AUC as on October 31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment October 16-31, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","Net Investment November 01-15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","AUC as on November 15, 2023","Novemeber 15, 2023"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"Novemeber 15, 2023"
Sr. No.,Sectors,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,Equity,Debt,Debt VRR,Hybrid,Total,"Novemeber 15, 2023"
1,Automobile and Auto Components,348871,13,11,0,348895,41897,2,1,0,41900,-385,0,0,0,-385,-46,0,0,0,-46,-1722,0,0,0,-1722,-207,0,0,0,-207,364325,13,11,0,364349,43827,2,1,0,43830,"Novemeber 15, 2023"
2,Capital Goods,219719,149,0,0,219868,26387,18,0,0,26405,1134,0,0,0,1134,136,0,0,0,136,-213,-212,0,0,-425,-26,-26,0,0,-52,232424,149,0,0,232573,27960,18,0,0,27978,"Novemeber 15, 2023"
3,Chemicals,91842,0,0,0,91842,11030,0,0,0,11030,-193,0,0,0,-193,-23,0,0,0,-23,-83,0,0,0,-83,-10,0,0,0,-10,95718,0,0,0,95718,11515,0,0,0,11515,"Novemeber 15, 2023"
4,Construction,113697,468,2178,0,116343,13654,56,262,0,13972,-1171,0,0,0,-1171,-141,0,0,0,-141,-322,-54,0,0,-376,-39,-6,0,0,-45,119257,441,2178,0,121876,14346,53,262,0,14661,"Novemeber 15, 2023"
5,Construction Materials,94617,958,837,0,96412,11363,115,101,0,11579,-39,0,0,0,-39,-5,0,0,0,-5,153,0,0,0,153,18,0,0,0,18,97604,958,837,0,99399,11742,115,101,0,11958,"Novemeber 15, 2023"
6,Consumer Durables,181013,200,0,0,181213,21738,24,0,0,21762,-445,0,0,0,-445,-53,0,0,0,-53,-544,-200,0,0,-744,-65,-24,0,0,-89,186228,0,0,0,186228,22403,0,0,0,22403,"Novemeber 15, 2023"
7,Consumer Services,147430,1109,545,0,149084,17705,133,65,0,17903,795,-23,0,0,772,96,-3,0,0,93,836,0,0,0,836,101,0,0,0,101,162800,1109,545,0,164454,19584,133,66,0,19783,"Novemeber 15, 2023"
