0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on February 28, 2015","AUC as on February 28, 2015","AUC as on February 28, 2015","AUC as on February 28, 2015","AUC as on February 28, 2015","AUC as on February 28, 2015","Net Investment February 16-28, 2015","Net Investment February 16-28, 2015","Net Investment February 16-28, 2015","Net Investment February 16-28, 2015","Net Investment February 16-28, 2015","Net Investment February 16-28, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","Net Investment March 01-15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","AUC as on March 15, 2015","March 15, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"March 15, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"March 15, 2015"
1,Automobiles & Auto Components,115297,100,115397,18659,16,18675,1917,0,1917,310,0,310,776,-100,676,124,-16,108,114561,0,114561,18279,0,18279,"March 15, 2015"
2,Total Financial Services,430087,69573,499660,69604,11259,80863,325,2185,2510,53,354,406,2319,4220,6538,370,673,1043,422472,71351,493823,67409,11385,78793,"March 15, 2015"
2a,Banks,182576,1285,183862,29547,208,29756,-132,134,2,-21,22,0,620,101,721,99,16,115,176652,1388,178040,28186,221,28408,"March 15, 2015"
2b,Other Financial Services1,247511,68288,315798,40056,11051,51108,457,2051,2508,74,332,406,1699,4119,5818,271,657,928,245820,69963,315783,39222,11163,50386,"March 15, 2015"
3,Capital Goods,129037,837,129874,20883,136,21018,985,103,1088,159,17,176,2155,0,2155,344,0,344,128217,837,129055,20458,134,20592,"March 15, 2015"
4,Chemicals & Petrochemicals,21670,408,22078,3507,66,3573,64,0,64,10,0,10,29,-140,-111,5,-22,-18,21797,268,22065,3478,43,3521,"March 15, 2015"
5,Coal,22174,0,22174,3589,0,3589,81,0,81,13,0,13,525,0,525,84,0,84,20886,0,20886,3333,0,3333,"March 15, 2015"
