0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
,,"AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","AUC as on February 15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 01-15, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","Net Investment February 16-28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","AUC as on February 28, 2025","February 28, 2025"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"February 28, 2025"
,,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,Equity,Debt,Debt,Debt,Hybrid,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Mutual Funds,Alternative Investment Funds (AIFs),,"February 28, 2025"
Sr. No.,Sectors,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,Equity,Debt General Limit,Debt VRR,Debt-FAR,Hybrid,Equity,Debt General Limit,Hybrid,Solution oriented,Other,AIF,Total,"February 28, 2025"
1,Automobile and Auto Components,471157,32,0,0,0,0,0,0,0,0,0,471189,54227,4,0,0,0,0,0,0,0,0,0,54231,-690,0,0,0,0,0,0,0,0,0,0,-690,-79,0,0,0,0,0,0,0,0,0,0,-79,-3279,0,0,0,0,0,0,0,0,0,0,-3279,-375,0,0,0,0,0,0,0,0,0,0,-375,435188,32,0,0,0,0,0,0,0,0,0,435220,49792,4,0,0,0,0,0,0,0,0,0,49796,"February 28, 2025"
2,Capital Goods,301377,718,27,0,0,0,0,0,0,0,0,302122,34686,83,3,0,0,0,0,0,0,0,0,34772,-3206,-4,0,0,0,0,0,0,0,0,0,-3210,-369,0,0,0,0,0,0,0,0,0,0,-369,-1258,-4,0,0,0,0,0,0,0,0,0,-1262,-144,0,0,0,0,0,0,0,0,0,0,-144,284893,714,27,0,0,0,0,0,0,0,0,285634,32596,82,3,0,0,0,0,0,0,0,0,32681,"February 28, 2025"
3,Chemicals,109510,0,523,0,0,0,0,0,0,0,0,110033,12604,0,60,0,0,0,0,0,0,0,0,12664,337,0,0,0,0,0,0,0,0,0,0,337,39,0,0,0,0,0,0,0,0,0,0,39,92,0,0,0,0,0,0,0,0,0,0,92,11,0,0,0,0,0,0,0,0,0,0,11,106791,0,523,0,0,0,0,0,0,0,0,107314,12219,0,60,0,0,0,0,0,0,0,0,12279,"February 28, 2025"
4,Construction,115204,113,0,0,122,0,0,0,0,0,0,115439,13259,13,0,0,14,0,0,0,0,0,0,13286,-1886,0,0,0,1,0,0,0,0,0,0,-1885,-217,0,0,0,0,0,0,0,0,0,0,-217,-1465,0,0,0,-1,0,0,0,0,0,0,-1466,-168,0,0,0,0,0,0,0,0,0,0,-168,110402,95,0,0,126,0,0,0,0,0,0,110623,12632,11,0,0,14,0,0,0,0,0,0,12657,"February 28, 2025"
5,Construction Materials,112011,1250,310,0,0,0,0,0,0,0,0,113571,12892,144,36,0,0,0,0,0,0,0,0,13072,-2024,0,-10,0,0,0,0,0,0,0,0,-2034,-233,0,-1,0,0,0,0,0,0,0,0,-234,-1820,-25,25,0,0,0,0,0,0,0,0,-1820,-208,-3,3,0,0,0,0,0,0,0,0,-208,102114,1250,310,0,0,0,0,0,0,0,0,103674,11683,143,35,0,0,0,0,0,0,0,0,11861,"February 28, 2025"
6,Consumer Durables,185483,0,0,0,0,0,0,0,0,0,0,185483,21348,0,0,0,0,0,0,0,0,0,0,21348,-1049,0,0,0,0,0,0,0,0,0,0,-1049,-121,0,0,0,0,0,0,0,0,0,0,-121,-1241,0,0,0,0,0,0,0,0,0,0,-1241,-142,0,0,0,0,0,0,0,0,0,0,-142,179028,0,0,0,0,0,0,0,0,0,0,179028,20484,0,0,0,0,0,0,0,0,0,0,20484,"February 28, 2025"
