0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,ReportDate
7,Consumer Services,274237,1089,520,0,0,0,0,0,0,0,0,275846,31563,125,60,0,0,0,0,0,0,0,0,31748,-2262,0,-235,0,0,0,0,0,0,0,0,-2497,-260,0,-27,0,0,0,0,0,0,0,0,-287,-595,0,-683,0,0,0,0,0,0,0,0,-1278,-68,0,-78,0,0,0,0,0,0,0,0,-146,267418,1089,50,0,0,0,0,0,0,0,0,268557,30597,125,6,0,0,0,0,0,0,0,0,30728,"February 28, 2025"
8,Diversified,5487,306,0,0,0,0,0,0,0,0,0,5793,632,35,0,0,0,0,0,0,0,0,0,667,-2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-249,-15,0,0,0,0,0,0,0,0,0,-264,-28,-2,0,0,0,0,0,0,0,0,0,-30,5875,291,0,0,0,0,0,0,0,0,0,6166,672,33,0,0,0,0,0,0,0,0,0,705,"February 28, 2025"
9,Fast Moving Consumer Goods,366455,104,285,0,0,0,0,0,0,0,0,366844,42176,12,33,0,0,0,0,0,0,0,0,42221,-4336,0,0,0,0,0,0,0,0,0,0,-4336,-499,0,0,0,0,0,0,0,0,0,0,-499,-2568,0,0,0,0,0,0,0,0,0,0,-2568,-294,0,0,0,0,0,0,0,0,0,0,-294,346182,104,285,0,0,0,0,0,0,0,0,346571,39609,12,33,0,0,0,0,0,0,0,0,39654,"February 28, 2025"
10,Financial Services,1933679,17480,16761,0,0,0,0,0,0,231,0,1968151,222553,2012,1929,0,0,0,0,0,0,27,0,226521,-5344,-6,683,0,0,0,0,0,0,0,0,-4667,-615,-1,79,0,0,0,0,0,0,0,0,-537,-1647,391,374,0,0,0,0,0,0,59,0,-823,-188,45,43,0,0,0,0,0,0,7,0,-93,1923223,18042,17106,0,0,0,0,0,0,283,0,1958654,220047,2064,1957,0,0,0,0,0,0,32,0,224100,"February 28, 2025"
11,Forest Materials,3297,415,0,0,0,0,0,0,0,0,0,3712,379,48,0,0,0,0,0,0,0,0,0,427,11,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,-28,0,0,0,0,0,0,0,0,0,0,-28,-3,0,0,0,0,0,0,0,0,0,0,-3,2955,415,0,0,0,0,0,0,0,0,0,3370,338,47,0,0,0,0,0,0,0,0,0,385,"February 28, 2025"
12,Healthcare,446659,477,1300,0,0,0,0,0,0,0,0,448436,51407,55,150,0,0,0,0,0,0,0,0,51612,1534,0,0,0,0,0,0,0,0,0,0,1534,177,0,0,0,0,0,0,0,0,0,0,177,-2996,0,150,0,0,0,0,0,0,0,0,-2846,-343,0,17,0,0,0,0,0,0,0,0,-326,425078,477,1450,0,0,0,0,0,0,0,0,427005,48636,55,166,0,0,0,0,0,0,0,0,48857,"February 28, 2025"
13,Information Technology,678374,0,10,0,0,0,0,0,0,0,0,678384,78076,0,1,0,0,0,0,0,0,0,0,78077,693,0,-1,0,0,0,0,0,0,0,0,692,80,0,0,0,0,0,0,0,0,0,0,80,112,0,0,0,0,0,0,0,0,0,0,112,13,0,0,0,0,0,0,0,0,0,0,13,615512,0,10,0,0,0,0,0,0,0,0,615522,70424,0,1,0,0,0,0,0,0,0,0,70425,"February 28, 2025"
14,"Media, Entertainment & Publication",10875,0,0,0,0,0,0,0,0,0,0,10875,1252,0,0,0,0,0,0,0,0,0,0,1252,-12,0,0,0,0,0,0,0,0,0,0,-12,-1,0,0,0,0,0,0,0,0,0,0,-1,34,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,0,4,10203,0,0,0,0,0,0,0,0,0,0,10203,1167,0,0,0,0,0,0,0,0,0,0,1167,"February 28, 2025"
15,Metals & Mining,180754,164,1250,0,0,0,0,0,0,0,0,182168,20804,19,144,0,0,0,0,0,0,0,0,20967,-558,-15,0,0,0,0,0,0,0,0,0,-573,-64,-2,0,0,0,0,0,0,0,0,0,-66,-606,12,0,0,0,0,0,0,0,0,0,-594,-69,1,0,0,0,0,0,0,0,0,0,-68,180267,175,1250,0,0,0,0,0,0,0,0,181692,20625,20,143,0,0,0,0,0,0,0,0,20788,"February 28, 2025"
16,"Oil, Gas & Consumable Fuels",444814,440,0,0,0,0,0,0,0,0,0,445254,51195,51,0,0,0,0,0,0,0,0,0,51246,-2434,50,0,0,0,0,0,0,0,0,0,-2384,-280,6,0,0,0,0,0,0,0,0,0,-274,-943,0,0,0,0,0,0,0,0,0,0,-943,-108,0,0,0,0,0,0,0,0,0,0,-108,436844,440,0,0,0,0,0,0,0,0,0,437284,49982,50,0,0,0,0,0,0,0,0,0,50032,"February 28, 2025"
17,Power,217780,3141,25,0,5505,0,0,0,0,0,0,226451,25065,361,3,0,634,0,0,0,0,0,0,26063,-1852,-27,-20,0,-6,0,0,0,0,0,0,-1905,-213,-3,-2,0,-1,0,0,0,0,0,0,-219,-1234,-26,0,0,2,0,0,0,0,0,0,-1258,-141,-3,0,0,0,0,0,0,0,0,0,-144,213106,3115,5,0,5448,0,0,0,0,0,0,221674,24383,356,1,0,623,0,0,0,0,0,0,25363,"February 28, 2025"
18,Realty,133787,1006,1065,0,23006,0,0,0,0,0,0,158864,15398,116,123,0,2648,0,0,0,0,0,0,18285,-782,0,-180,0,-101,0,0,0,0,0,0,-1063,-90,0,-21,0,-12,0,0,0,0,0,0,-123,-407,-28,0,0,-207,0,0,0,0,0,0,-642,-47,-3,0,0,-24,0,0,0,0,0,0,-74,127585,981,1062,0,23067,0,0,0,0,0,0,152695,14598,112,122,0,2639,0,0,0,0,0,0,17471,"February 28, 2025"
19,Services,125907,2703,1841,0,3913,0,0,0,0,0,0,134364,14491,311,212,0,450,0,0,0,0,0,0,15464,267,860,0,0,-3,0,0,0,0,0,0,1124,31,99,0,0,0,0,0,0,0,0,0,130,-84,0,1100,0,-3,0,0,0,0,0,0,1013,-10,0,126,0,0,0,0,0,0,0,0,116,126222,2704,2944,0,3896,0,0,0,0,0,0,135766,14442,309,337,0,446,0,0,0,0,0,0,15534,"February 28, 2025"
20,Telecommunication,290820,120,7900,0,12096,0,0,0,0,0,0,310936,33471,14,909,0,1392,0,0,0,0,0,0,35786,2337,0,0,0,0,0,0,0,0,0,0,2337,269,0,0,0,0,0,0,0,0,0,0,269,5661,0,0,0,0,0,0,0,0,0,0,5661,648,0,0,0,0,0,0,0,0,0,0,648,272360,120,7900,0,12095,0,0,0,0,0,0,292475,31162,14,904,0,1384,0,0,0,0,0,0,33464,"February 28, 2025"
21,Textiles,22627,460,0,0,0,0,0,0,0,0,0,23087,2604,53,0,0,0,0,0,0,0,0,0,2657,158,0,0,0,0,0,0,0,0,0,0,158,18,0,0,0,0,0,0,0,0,0,0,18,-125,0,0,0,0,0,0,0,0,0,0,-125,-14,0,0,0,0,0,0,0,0,0,0,-14,21633,460,0,0,0,0,0,0,0,0,0,22093,2475,53,0,0,0,0,0,0,0,0,0,2528,"February 28, 2025"
22,Utilities,2722,89,0,0,0,0,0,0,0,0,0,2811,313,10,0,0,0,0,0,0,0,0,0,323,-57,0,0,0,0,0,0,0,0,0,0,-57,-7,0,0,0,0,0,0,0,0,0,0,-7,-19,-6,0,0,0,0,0,0,0,0,0,-25,-2,-1,0,0,0,0,0,0,0,0,0,-3,2556,83,0,0,0,0,0,0,0,0,0,2639,292,10,0,0,0,0,0,0,0,0,0,302,"February 28, 2025"
23,Sovereign,0,67831,1910,252330,0,0,0,0,0,0,0,322071,0,7807,220,29041,0,0,0,0,0,0,0,37068,0,-2844,52,8928,0,0,0,0,0,0,0,6136,0,-327,6,1028,0,0,0,0,0,0,0,707,0,-4130,-148,5566,0,0,0,0,0,0,0,1288,0,-473,-17,637,0,0,0,0,0,0,0,147,0,63453,1759,254813,0,0,0,0,0,0,0,320025,0,7260,201,29155,0,0,0,0,0,0,0,36616,"February 28, 2025"
24,Others,44831,78055,131467,0,9605,5798,2236,289,0,1862,25,274168,5160,8984,15131,0,1106,667,257,33,0,214,3,31555,-116,689,-495,0,0,-102,206,-1,0,122,0,303,-13,79,-57,0,0,-12,24,0,0,14,0,35,1362,-381,919,0,0,21,161,7,0,-397,0,1692,156,-44,105,0,0,2,18,1,0,-45,0,193,43035,78284,131126,0,9605,5720,2375,293,0,1435,25,271898,4924,8957,15003,0,1099,654,272,34,0,164,3,31110,"February 28, 2025"
,Grand Total,6477847,175993,165192,252330,54247,5798,2236,289,0,2093,25,7136050,745555,20256,19012,29041,6243,667,257,33,0,241,3,821308,-21272,-1296,-206,8928,-109,-102,206,-1,0,122,0,-13730,-2448,-149,-24,1028,-13,-12,24,0,0,14,0,-1580,-13302,-4212,1737,5566,-210,21,161,7,0,-338,0,-10570,-1522,-482,199,637,-24,2,18,1,0,-39,0,-1210,6238469,172325,165806,254813,54238,5720,2375,293,0,1718,25,6895782,713779,19717,18971,29155,6206,654,272,34,0,197,3,788988,"February 28, 2025"
