0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC  as on November 30, 2012","AUC  as on November 30, 2012","AUC  as on November 30, 2012","AUC  as on November 30, 2012","AUC  as on November 30, 2012","AUC  as on November 30, 2012","Net  Investment  November 16-30,2012","Net  Investment  November 16-30,2012","Net  Investment  November 16-30,2012","Net  Investment  November 16-30,2012","Net  Investment  November 16-30,2012","Net  Investment  November 16-30,2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","Net  Investment  December 1-15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","AUC  as on December 15, 2012","December 15, 2012"
,,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,IN  INR Cr.,IN  INR Cr.,IN  INR Cr.,IN  USD Mn,IN  USD Mn,IN  USD Mn,"December 15, 2012"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"December 15, 2012"
1,Automobiles  & Auto Components,56967,0,56967,10448,0,10448,661,0,661,121,0,121,666,0,666,122,0,122,58974,0,58974,10843,0,10843,"December 15, 2012"
2,Total Financial Services,340282,36446,376728,62407,6684,69091,1907,167,2074,350,31,380,3474,-1372,2102,639,-252,386,352573,35489,388062,64825,6525,71351,"December 15, 2012"
2a,Banks,193472,5,193477,35482,1,35483,1078,0,1078,198,0,198,1886,0,1886,347,0,347,200818,5,200823,36923,1,36924,"December 15, 2012"
2b,Other  Financial Services1,146810,36441,183251,26925,6683,33608,829,167,996,152,31,183,1588,-1372,216,292,-252,40,151755,35484,187238,27902,6524,34426,"December 15, 2012"
3,Capital  Goods,69299,562,69861,12709,103,12812,103,0,103,19,0,19,170,0,170,31,0,31,70562,562,71123,12974,103,13077,"December 15, 2012"
4,Chemicals  & Petrochemicals,8480,4,8484,1555,1,1556,-77,-12,-89,-14,-2,-16,-21,5,-16,-4,1,-3,8540,4,8544,1570,1,1571,"December 15, 2012"
5,Coal,13586,0,13586,2492,0,2492,141,0,141,26,0,26,70,0,70,13,0,13,13263,0,13263,2439,0,2439,"December 15, 2012"
6,Commercial  Services & Supplies,6023,0,6023,1105,0,1105,29,0,29,5,0,5,15,0,15,3,0,3,6620,0,6620,1217,0,1217,"December 15, 2012"
7,Construction  Materials,27810,0,27810,5100,0,5100,-76,-60,-136,-14,-11,-25,11,0,11,2,0,2,28141,0,28141,5174,0,5174,"December 15, 2012"
8,Consumer  Durables,10221,0,10221,1875,0,1875,70,0,70,13,0,13,117,0,117,21,0,21,10284,0,10284,1891,0,1891,"December 15, 2012"
9,Diversified2,2495,0,2495,458,0,458,-113,0,-113,-21,0,-21,9,0,9,2,0,2,2498,0,2498,459,0,459,"December 15, 2012"
10,Diversified  Consumer Services,679,0,679,125,0,125,-20,0,-20,-4,0,-4,9,0,9,2,0,2,674,0,674,124,0,124,"December 15, 2012"
