0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,ReportDate
,,"AUC as on April 15, 2015","AUC as on April 15, 2015","AUC as on April 15, 2015","AUC as on April 15, 2015","AUC as on April 15, 2015","AUC as on April 15, 2015","Net Investment April 01-15, 2015","Net Investment April 01-15, 2015","Net Investment April 01-15, 2015","Net Investment April 01-15, 2015","Net Investment April 01-15, 2015","Net Investment April 01-15, 2015","Net Investment April 16-30, 2015","Net Investment April 16-30, 2015","Net Investment April 16-30, 2015","Net Investment April 16-30, 2015","Net Investment April 16-30, 2015","Net Investment April 16-30, 2015","AUC as on April 30, 2015","AUC as on April 30, 2015","AUC as on April 30, 2015","AUC as on April 30, 2015","AUC as on April 30, 2015","AUC as on April 30, 2015","April 30, 2015"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,"April 30, 2015"
Sr. No.,Sectors,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,Equity,Debt,Total,"April 30, 2015"
1,Automobiles & Auto Components,114057,0,114057,18278,0,18278,-446,0,-446,-71,0,-71,-882,0,-882,-139,0,-139,107417,0,107417,16895,0,16895,"April 30, 2015"
2,Total Financial Services,424495,72371,496866,68025,11597,79623,195,-125,70,31,-20,11,-811,-2543,-3355,-128,-400,-528,393100,70504,463604,61830,11089,72919,"April 30, 2015"
2a,Banks,181313,1645,182958,29055,264,29319,-55,65,10,-9,10,2,-50,131,81,-8,21,13,170684,1776,172460,26846,279,27126,"April 30, 2015"
2b,Other Financial Services1,243181,70726,313908,38970,11334,50304,250,-190,59,40,-31,10,-762,-2674,-3436,-120,-421,-540,222416,68728,291144,34983,10810,45793,"April 30, 2015"
3,Capital Goods,129084,837,129921,20686,134,20820,635,0,635,102,0,102,-803,83,-720,-126,13,-113,120116,917,121033,18893,144,19037,"April 30, 2015"
4,Chemicals & Petrochemicals,23235,268,23503,3723,43,3766,3,0,3,0,0,0,-36,-99,-135,-6,-16,-21,23145,168,23313,3640,26,3667,"April 30, 2015"
5,Coal,22274,0,22274,3569,0,3569,58,0,58,9,0,9,55,0,55,9,0,9,21028,0,21028,3307,0,3307,"April 30, 2015"
6,Commercial Services & Supplies,17160,200,17360,2750,32,2782,7,0,7,1,0,1,-285,0,-285,-45,0,-45,17341,200,17541,2728,31,2759,"April 30, 2015"
7,Construction Materials,43000,1235,44235,6891,198,7089,-43,0,-43,-7,0,-7,-508,-5,-513,-80,-1,-81,38521,1230,39751,6059,193,6252,"April 30, 2015"
8,Consumer Durables,4484,0,4484,719,0,719,6,0,6,1,0,1,45,0,45,7,0,7,4309,0,4309,678,0,678,"April 30, 2015"
9,Diversified2,4832,0,4832,774,0,774,20,0,20,3,0,3,-28,0,-28,-4,0,-4,4289,0,4289,675,0,675,"April 30, 2015"
10,Diversified Consumer Services,595,0,595,95,0,95,12,0,12,2,0,2,0,0,0,0,0,0,598,0,598,94,0,94,"April 30, 2015"
11,"Food, Beverages & Tobacco",102623,0,102623,16445,0,16445,214,0,214,34,0,34,74,0,74,12,0,12,92896,0,92896,14611,0,14611,"April 30, 2015"
12,Forest Materials,1083,0,1083,174,0,174,6,0,6,1,0,1,-22,0,-22,-3,0,-3,947,0,947,149,0,149,"April 30, 2015"
13,General Industrials,16681,385,17066,2673,62,2735,114,0,114,18,0,18,-73,0,-73,-12,0,-12,15465,385,15850,2432,61,2493,"April 30, 2015"
14,Hardware Technology & Equipment,65,0,65,10,0,10,0,0,0,0,0,0,-2,0,-2,0,0,0,50,0,50,8,0,8,"April 30, 2015"
15,Healthcare Equipment & Supplies,87,0,87,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,12,0,12,"April 30, 2015"
