0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,ReportDate
,,"AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","AUC as on May 15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 01-15, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","Net Investment May 16-31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","AUC as on May 31, 2018","May 31, 2018"
,,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN INR Cr.,IN USD Mn,IN USD Mn,IN USD Mn,IN USD Mn,"May 31, 2018"
Sr. No.,Sectors,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,Equity,Debt,Hybrid,Total,"May 31, 2018"
1,Automobiles & Auto Components,216556,347,0,216903,32069,51,0,32120,-1749,0,0,-1749,-259,0,0,-259,-2137,0,0,-2137,-316,0,0,-316,213128,347,0,213475,31561,51,0,31612,"May 31, 2018"
2,Total Financial Services,976764,63518,0,1040280,144644,9406,0,154050,263,-1609,0,-1346,39,-238,0,-199,-1304,-1789,0,-3093,-193,-265,0,-458,976762,61781,0,1038543,144644,9149,0,153793,"May 31, 2018"
2a,Banks,557396,7148,0,564544,82542,1059,0,83601,641,-6,0,635,95,-1,0,94,-89,76,0,-14,-13,11,0,-2,566804,7221,0,574025,83935,1069,0,85004,"May 31, 2018"
2b,Other Financial Services1,419368,56370,0,475738,62102,8348,0,70450,-378,-1604,0,-1982,-56,-238,0,-294,-1215,-1865,0,-3080,-180,-276,0,-456,409958,54560,0,464518,60709,8080,0,68789,"May 31, 2018"
3,Capital Goods,116982,1185,0,118167,17323,175,0,17498,-220,0,0,-220,-33,0,0,-33,-73,0,0,-73,-11,0,0,-11,114232,1185,0,115417,16916,175,0,17091,"May 31, 2018"
4,Chemicals & Petrochemicals,38824,0,0,38824,5749,0,0,5749,206,0,0,206,31,0,0,31,125,0,0,125,19,0,0,19,38555,0,0,38555,5709,0,0,5709,"May 31, 2018"
5,Coal,8913,0,0,8913,1320,0,0,1320,-259,0,0,-259,-38,0,0,-38,1,0,0,1,0,0,0,0,9903,0,0,9903,1466,0,0,1466,"May 31, 2018"
6,Commercial Services & Supplies,7631,200,0,7831,1130,30,0,1160,35,0,0,35,5,0,0,5,175,0,0,175,26,0,0,26,7538,200,0,7738,1116,30,0,1146,"May 31, 2018"
7,Construction Materials,71753,804,0,72557,10626,119,0,10745,-292,0,0,-292,-43,0,0,-43,-1212,0,0,-1212,-179,0,0,-179,66756,804,0,67560,9886,119,0,10005,"May 31, 2018"
8,Consumer Durables,40163,0,0,40163,5948,0,0,5948,-280,0,0,-280,-41,0,0,-41,-736,0,0,-736,-109,0,0,-109,38813,0,0,38813,5748,0,0,5748,"May 31, 2018"
9,Diversified2,2456,0,0,2456,364,0,0,364,-25,0,0,-25,-4,0,0,-4,-17,0,0,-17,-3,0,0,-3,2377,0,0,2377,352,0,0,352,"May 31, 2018"
10,Diversified Consumer Services,2604,0,0,2604,386,0,0,386,14,0,0,14,2,0,0,2,23,0,0,23,3,0,0,3,2606,0,0,2606,386,0,0,386,"May 31, 2018"
11,Food & Drugs Retailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May 31, 2018"
12,"Food, Beverages & Tobacco",117337,612,0,117949,17376,91,0,17467,32,0,0,32,5,0,0,5,-245,0,0,-245,-36,0,0,-36,116706,612,0,117318,17282,91,0,17373,"May 31, 2018"
13,Forest Materials,2139,0,0,2139,317,0,0,317,3,0,0,3,0,0,0,0,-38,0,0,-38,-6,0,0,-6,1964,0,0,1964,291,0,0,291,"May 31, 2018"
14,General Industrials,22689,385,0,23074,3360,57,0,3417,-37,0,0,-37,-5,0,0,-5,-120,0,0,-120,-18,0,0,-18,22065,385,0,22450,3267,57,0,3324,"May 31, 2018"
15,Hardware Technology & Equipment,66,0,0,66,10,0,0,10,2,0,0,2,0,0,0,0,-1,0,0,-1,0,0,0,0,66,0,0,66,10,0,0,10,"May 31, 2018"
16,Healthcare Equipment & Supplies,112,0,0,112,17,0,0,17,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,104,15,0,0,15,"May 31, 2018"
17,Healthcare Services,13840,0,0,13840,2049,0,0,2049,119,0,0,119,18,0,0,18,131,0,0,131,19,0,0,19,13057,0,0,13057,1934,0,0,1934,"May 31, 2018"
18,"Hotels, Restaurants & Tourism",12902,56,0,12958,1911,8,0,1919,-202,0,0,-202,-30,0,0,-30,99,-51,0,48,15,-8,0,7,13365,4,0,13369,1979,1,0,1980,"May 31, 2018"
19,Household & Personal Products,96366,0,0,96366,14270,0,0,14270,-694,0,0,-694,-103,0,0,-103,-260,0,0,-260,-39,0,0,-39,101075,0,0,101075,14968,0,0,14968,"May 31, 2018"
20,Insurance,8708,0,0,8708,1290,0,0,1290,279,0,0,279,41,0,0,41,-10,0,0,-10,-1,0,0,-1,8346,0,0,8346,1236,0,0,1236,"May 31, 2018"
21,Media,36194,339,0,36533,5360,50,0,5410,11,0,0,11,2,0,0,2,-67,0,0,-67,-10,0,0,-10,35586,341,0,35927,5270,50,0,5320,"May 31, 2018"
22,Metals & Mining,74390,678,0,75068,11016,100,0,11116,-619,0,0,-619,-92,0,0,-92,-427,-2,0,-429,-63,0,0,-63,69984,675,0,70659,10364,100,0,10464,"May 31, 2018"
23,Oil & Gas,214122,1915,0,216037,31708,284,0,31992,139,-38,0,101,21,-6,0,15,-1870,-47,0,-1917,-277,-7,0,-284,202738,1866,0,204604,30022,276,0,30298,"May 31, 2018"
24,Pharmaceuticals & Biotechnology,109906,0,0,109906,16275,0,0,16275,-281,0,0,-281,-42,0,0,-42,22,0,0,22,3,0,0,3,107706,0,0,107706,15950,0,0,15950,"May 31, 2018"
25,Real Estate Investment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"May 31, 2018"
26,Realty,26131,522,0,26653,3870,77,0,3947,17,-30,0,-13,3,-4,0,-2,70,0,0,70,10,0,0,10,25603,522,0,26125,3791,77,0,3868,"May 31, 2018"
27,Retailing,25219,300,0,25519,3735,44,0,3779,-24,0,0,-24,-4,0,0,-4,1371,0,0,1371,203,0,0,203,26244,300,0,26544,3886,44,0,3930,"May 31, 2018"
28,Software & Services,316429,0,0,316429,46858,0,0,46858,934,0,0,934,138,0,0,138,-1144,0,0,-1144,-169,0,0,-169,263945,0,0,263945,39086,0,0,39086,"May 31, 2018"
29,Telecom Services,62814,2265,0,65079,9302,335,0,9637,-13,0,0,-13,-2,0,0,-2,-30,0,0,-30,-4,0,0,-4,62413,2265,0,64678,9242,335,0,9577,"May 31, 2018"
30,Telecommunications Equipment,294,0,0,294,44,0,0,44,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,1,295,0,0,295,44,0,0,44,"May 31, 2018"
